,surprisals,prefix,continuation
0,4.447384,I know that my brother said that our aunt devoured the cake<extra_id_0> ,at
1,1.413164,I know that my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,4.0043354,I know that my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,2.6905224,My neighbor told me that the fireman believes that the dog caught the cat<extra_id_0> ,in
4,0.3515031,My neighbor told me that the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,3.9109056,My neighbor told me that the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,5.219888,I know that our assistant believes that the committee delivered the report<extra_id_0> ,by
7,1.8630391,I know that our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,4.3391213,I know that our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,7.7278895,You remember that I discovered that the water ruined the new carpet<extra_id_0> ,during
10,0.9008924,You remember that I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,3.836256,You remember that I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,6.92892,She told me that the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,5.01777,She told me that the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,5.5556026,She knows that the expert can tell that the collector forged the painting<extra_id_0> ,with
15,1.5493554,She knows that the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,4.0612597,She knows that the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,0.026354097,She knows that the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,8.217681,She knows that the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,1.7407546,She knows that the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,2.2432036,We all remember that the politician said that the convict smuggled a gun<extra_id_0> ,into
21,0.93013597,We all remember that the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,2.1367579,We all remember that the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,5.7933,My friend reported that the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,4.985843,My friend reported that the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
27,1.6070212,She can guess that our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,for
28,1.4712592,She can guess that our friend predicts that the movie star will be awarded an oscar for<extra_id_0> ,her
29,5.2366962,She can guess that our friend predicts that the movie star will be awarded an oscar for her<extra_id_0> ,hard
30,0.14317779,She can guess that our friend predicts that the movie star will be awarded an oscar for her hard<extra_id_0> ,work
31,2.607076,The newspaper reported that the police know that the suspect killed the witness<extra_id_0> ,in
32,1.2152041,The newspaper reported that the police know that the suspect killed the witness in<extra_id_0> ,the
33,7.232799,The newspaper reported that the police know that the suspect killed the witness in the<extra_id_0> ,middle
34,0.030718952,The newspaper reported that the police know that the suspect killed the witness in the middle<extra_id_0> ,of
35,0.58780015,The newspaper reported that the police know that the suspect killed the witness in the middle of<extra_id_0> ,the
36,1.3363668,The newspaper reported that the police know that the suspect killed the witness in the middle of the<extra_id_0> ,night
37,6.0384164,We recall that the old lady heard that the hot tea warmed the young girl<extra_id_0> ,after
38,1.9908383,We recall that the old lady heard that the hot tea warmed the young girl after<extra_id_0> ,the
39,10.469967,We recall that the old lady heard that the hot tea warmed the young girl after the<extra_id_0> ,shocking
40,2.0185595,We recall that the old lady heard that the hot tea warmed the young girl after the shocking<extra_id_0> ,incident
41,1.9084939,I remember that the doctor decided that the nurse should administer the new medicine<extra_id_0> ,to
42,1.2580024,I remember that the doctor decided that the nurse should administer the new medicine to<extra_id_0> ,the
43,4.917543,I remember that the doctor decided that the nurse should administer the new medicine to the<extra_id_0> ,sick
44,2.3189535,I remember that the doctor decided that the nurse should administer the new medicine to the sick<extra_id_0> ,patient
45,3.638915,Our friend guessed that my friend discovered that the gossip column revealed family secrets<extra_id_0> ,to
46,1.9276265,Our friend guessed that my friend discovered that the gossip column revealed family secrets to<extra_id_0> ,the
47,6.866093,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the<extra_id_0> ,whole
48,5.8366117,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the whole<extra_id_0> ,town
49,5.930992,The mayor told me that the town clerk heard that the town repaired the parking lot<extra_id_0> ,over
50,0.8368375,The mayor told me that the town clerk heard that the town repaired the parking lot over<extra_id_0> ,the
