,surprisals,prefix,continuation
0,5.3145804,I know what my brother said that our aunt devoured the cake<extra_id_0> ,at
1,1.468609,I know what my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,3.640004,I know what my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,3.675662,My neighbor told me what the fireman believes that the dog caught the cat<extra_id_0> ,in
4,0.5601061,My neighbor told me what the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,4.450947,My neighbor told me what the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,6.555185,I know what our assistant believes that the committee delivered the report<extra_id_0> ,by
7,2.403168,I know what our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,5.7961106,I know what our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,8.602946,You remember what I discovered that the water ruined the new carpet<extra_id_0> ,during
10,0.9659172,You remember what I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,3.1194303,You remember what I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,7.278458,She told me what the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,4.680389,She told me what the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,5.5470243,She knows what the expert can tell that the collector forged the painting<extra_id_0> ,with
15,1.975635,She knows what the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,5.138067,She knows what the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,0.1325745,She knows what the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,7.572048,She knows what the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,2.0195,She knows what the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,2.4122581,We all remember what the politician said that the convict smuggled a gun<extra_id_0> ,into
21,1.1501976,We all remember what the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,2.617356,We all remember what the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,7.3225336,My friend reported what the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,4.7444725,My friend reported what the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
27,2.3269167,She can guess what our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,for
28,1.3248638,She can guess what our friend predicts that the movie star will be awarded an oscar for<extra_id_0> ,her
29,5.2946568,She can guess what our friend predicts that the movie star will be awarded an oscar for her<extra_id_0> ,hard
30,0.1505551,She can guess what our friend predicts that the movie star will be awarded an oscar for her hard<extra_id_0> ,work
31,3.6194024,The newspaper reported who the police know that the suspect killed the witness<extra_id_0> ,in
32,1.3375864,The newspaper reported who the police know that the suspect killed the witness in<extra_id_0> ,the
33,7.6584606,The newspaper reported who the police know that the suspect killed the witness in the<extra_id_0> ,middle
34,0.06416615,The newspaper reported who the police know that the suspect killed the witness in the middle<extra_id_0> ,of
35,0.63730896,The newspaper reported who the police know that the suspect killed the witness in the middle of<extra_id_0> ,the
36,1.1831437,The newspaper reported who the police know that the suspect killed the witness in the middle of the<extra_id_0> ,night
37,6.5538063,We recall who the old lady heard that the hot tea warmed the young girl<extra_id_0> ,after
38,2.8133328,We recall who the old lady heard that the hot tea warmed the young girl after<extra_id_0> ,the
39,10.170454,We recall who the old lady heard that the hot tea warmed the young girl after the<extra_id_0> ,shocking
40,2.2864518,We recall who the old lady heard that the hot tea warmed the young girl after the shocking<extra_id_0> ,incident
41,2.989999,I remember what the doctor decided that the nurse should administer the new medicine<extra_id_0> ,to
42,1.7776759,I remember what the doctor decided that the nurse should administer the new medicine to<extra_id_0> ,the
43,5.117356,I remember what the doctor decided that the nurse should administer the new medicine to the<extra_id_0> ,sick
