,prefix,continuation,surprisals
0,I know that an indication what depression caused us to recommend therapy, last,13.686874389648438
1,I know that an indication what depression caused us to recommend therapy last, night,9.284052848815918
2,I remember that the gift who Mary cost a lot of money, at,6.513116359710693
3,I remember that the gift who Mary cost a lot of money at, the,3.353271961212158
4,I remember that the gift who Mary cost a lot of money at the, last,7.645489692687988
5,I remember that the gift who Mary cost a lot of money at the last, minute,10.822362899780273
6,The newspaper reported that the novel who the famous author received favorable reviews, in,6.12527322769165
7,The newspaper reported that the novel who the famous author received favorable reviews in, the,3.1773030757904053
8,The newspaper reported that the novel who the famous author received favorable reviews in the, press,10.600451469421387
9,I know that the painting who Monet fetched a high price at auction, sometime,17.633262634277344
10,I know that the painting who Monet fetched a high price at auction sometime, last,8.863385200500488
11,I know that the painting who Monet fetched a high price at auction sometime last, year,8.376483917236328
12,You remember that the instructions what the submarine fell into the furnace, much,14.714632034301758
13,You remember that the instructions what the submarine fell into the furnace much, to,4.862192630767822
14,You remember that the instructions what the submarine fell into the furnace much to, our,7.956141471862793
15,You remember that the instructions what the submarine fell into the furnace much to our, regret,12.020997047424316
16,She told me that an allergy what peanuts causes him to avoid dining out, ever,9.054230690002441
17,She told me that an allergy what peanuts causes him to avoid dining out ever, since,9.584002494812012
18,She told me that an allergy what peanuts causes him to avoid dining out ever since, he,6.551267623901367
19,She told me that an allergy what peanuts causes him to avoid dining out ever since he, was,4.83925724029541
20,She told me that an allergy what peanuts causes him to avoid dining out ever since he was, young,8.462759017944336
21,She knows that the delivery who Sarah arrived around noon, last,11.568549156188965
22,She knows that the delivery who Sarah arrived around noon last, Tuesday,9.75714111328125
23,We all remember that the package who Robert got lost in the mail, in,7.889848232269287
24,We all remember that the package who Robert got lost in the mail in, the,3.379093647003174
25,We all remember that the package who Robert got lost in the mail in the, holiday,10.559494972229004
26,We all remember that the package who Robert got lost in the mail in the holiday, rush,18.35464096069336
27,My friend reported that the symphony who Mozart moved my mother to tears, yesterday,10.078582763671875
28,My friend reported that the symphony who Mozart moved my mother to tears yesterday, night,8.879188537597656
29,I have an idea about that the play who the amateur comedian upset me, last,7.955293655395508
30,I have an idea about that the play who the amateur comedian upset me last, night,9.206904411315918
31,She can guess that a forward what the new manuscript claimed that Elvis is still alive, over,9.483070373535156
32,She can guess that a forward what the new manuscript claimed that Elvis is still alive over, the,3.3614797592163086
33,She can guess that a forward what the new manuscript claimed that Elvis is still alive over the, weekend,10.50337028503418
34,The newspaper reported that a mix what oil and vinegar was used for the salad dressing, every,12.441323280334473
35,The newspaper reported that a mix what oil and vinegar was used for the salad dressing every, time,8.427817344665527
36,The newspaper reported that a mix what oil and vinegar was used for the salad dressing every time, she,7.4300150871276855
37,The newspaper reported that a mix what oil and vinegar was used for the salad dressing every time she, cooked,12.386853218078613
38,We recall that a critique what the fossil fuel industry found support online, late,10.108733177185059
39,We recall that a critique what the fossil fuel industry found support online late, in,5.978498458862305
40,We recall that a critique what the fossil fuel industry found support online late in, the,2.969965696334839
41,We recall that a critique what the fossil fuel industry found support online late in the, afternoon,11.68374252319336
42,I remember that a diatribe who the mayor was published in the local newspaper, yesterday,10.0061674118042
43,I remember that a diatribe who the mayor was published in the local newspaper yesterday, night,9.593955039978027
44,Our friend guessed that a picture who the convict appeared in the newspaper, yesterday,9.705978393554688
45,Our friend guessed that a picture who the convict appeared in the newspaper yesterday, afternoon,11.642932891845703
46,The mayor told me that a photograph who the public was taken by the war correspondent, two,9.244792938232422
47,The mayor told me that a photograph who the public was taken by the war correspondent two, days,8.718294143676758
48,The mayor told me that a photograph who the public was taken by the war correspondent two days, after,8.714390754699707
49,The mayor told me that a photograph who the public was taken by the war correspondent two days after, the,3.188373565673828
50,The mayor told me that a photograph who the public was taken by the war correspondent two days after the, battle,9.817041397094727
51,My friend remembers that a description what abbey life was disliked by the bishop, over,17.27743911743164
52,My friend remembers that a description what abbey life was disliked by the bishop over, a,3.878688097000122
53,My friend remembers that a description what abbey life was disliked by the bishop over a, year,8.332433700561523
54,My friend remembers that a description what abbey life was disliked by the bishop over a year, ago,10.566300392150879
55,The newspaper said that the present who Simon was imported from Italy, while,13.435173034667969
56,The newspaper said that the present who Simon was imported from Italy while, I,6.023728370666504
57,The newspaper said that the present who Simon was imported from Italy while I, was,5.023277282714844
58,The newspaper said that the present who Simon was imported from Italy while I was, on,5.620835781097412
59,The newspaper said that the present who Simon was imported from Italy while I was on, vacation,11.077672958374023
60,Our neighbor said that the argument what childcare tore their marriage apart, yesterday,9.698665618896484
61,My friend told me that a proposal who the board suggested increasing employe benefits, last,8.289713859558105
62,My friend told me that a proposal who the board suggested increasing employe benefits last, evening,11.118873596191406
