,prefix,continuation,surprisals
0,I know that an indication caused us to recommend therapy, last,12.921889305114746
1,I know that an indication caused us to recommend therapy last, night,9.3009033203125
2,I remember that the gift cost a lot of money, at,6.499565601348877
3,I remember that the gift cost a lot of money at, the,3.365311861038208
4,I remember that the gift cost a lot of money at the, last,7.631547451019287
5,I remember that the gift cost a lot of money at the last, minute,10.777523040771484
6,The newspaper reported that the novel received favorable reviews, in,6.016904354095459
7,The newspaper reported that the novel received favorable reviews in, the,3.284344434738159
8,The newspaper reported that the novel received favorable reviews in the, press,10.485525131225586
9,I know that the painting fetched a high price at auction, sometime,17.67784309387207
10,I know that the painting fetched a high price at auction sometime, last,8.614274024963379
11,I know that the painting fetched a high price at auction sometime last, year,8.382739067077637
12,You remember that the instructions fell into the furnace, much,14.066481590270996
13,You remember that the instructions fell into the furnace much, to,4.900595188140869
14,You remember that the instructions fell into the furnace much to, our,7.945311546325684
15,You remember that the instructions fell into the furnace much to our, regret,11.960114479064941
16,She told me that an allergy causes him to avoid dining out, ever,9.058025360107422
17,She told me that an allergy causes him to avoid dining out ever, since,9.530186653137207
18,She told me that an allergy causes him to avoid dining out ever since, he,6.5622477531433105
19,She told me that an allergy causes him to avoid dining out ever since he, was,4.872705459594727
20,She told me that an allergy causes him to avoid dining out ever since he was, young,8.470170974731445
21,She knows that the delivery arrived around noon, last,11.791868209838867
22,She knows that the delivery arrived around noon last, Tuesday,9.710440635681152
23,We all remember that the package got lost in the mail, in,8.627896308898926
24,We all remember that the package got lost in the mail in, the,3.4131112098693848
25,We all remember that the package got lost in the mail in the, holiday,10.544363021850586
26,We all remember that the package got lost in the mail in the holiday, rush,18.016706466674805
27,My friend reported that the symphony moved my mother to tears, yesterday,10.035897254943848
28,My friend reported that the symphony moved my mother to tears yesterday, night,9.536849021911621
29,I have an idea about that the play upset me, last,7.848552703857422
30,I have an idea about that the play upset me last, night,9.193516731262207
31,She can guess that a forward claimed that Elvis is still alive, over,9.371450424194336
32,She can guess that a forward claimed that Elvis is still alive over, the,3.406496286392212
33,She can guess that a forward claimed that Elvis is still alive over the, weekend,10.458831787109375
34,The newspaper reported that a mix was used for the salad dressing, every,11.396158218383789
35,The newspaper reported that a mix was used for the salad dressing every, time,8.357258796691895
36,The newspaper reported that a mix was used for the salad dressing every time, she,7.061013221740723
37,The newspaper reported that a mix was used for the salad dressing every time she, cooked,12.015793800354004
38,We recall that a critique found support online, late,10.180342674255371
39,We recall that a critique found support online late, in,6.425161838531494
40,We recall that a critique found support online late in, the,3.2847490310668945
41,We recall that a critique found support online late in the, afternoon,11.35304069519043
42,I remember that a diatribe was published in the local newspaper, yesterday,10.212432861328125
43,I remember that a diatribe was published in the local newspaper yesterday, night,9.603423118591309
44,Our friend guessed that a picture appeared in the newspaper, yesterday,9.974976539611816
45,Our friend guessed that a picture appeared in the newspaper yesterday, afternoon,11.57914924621582
46,The mayor told me that a photograph was taken by the war correspondent, two,9.374761581420898
47,The mayor told me that a photograph was taken by the war correspondent two, days,8.747526168823242
48,The mayor told me that a photograph was taken by the war correspondent two days, after,8.500296592712402
49,The mayor told me that a photograph was taken by the war correspondent two days after, the,3.2094242572784424
50,The mayor told me that a photograph was taken by the war correspondent two days after the, battle,9.775944709777832
51,My friend remembers that a description was disliked by the bishop, over,16.144811630249023
52,My friend remembers that a description was disliked by the bishop over, a,4.028027057647705
53,My friend remembers that a description was disliked by the bishop over a, year,8.278834342956543
54,My friend remembers that a description was disliked by the bishop over a year, ago,10.633089065551758
55,The newspaper said that the present was imported from Italy, while,13.846773147583008
56,The newspaper said that the present was imported from Italy while, I,6.00532865524292
57,The newspaper said that the present was imported from Italy while I, was,5.054458141326904
58,The newspaper said that the present was imported from Italy while I was, on,5.632132053375244
59,The newspaper said that the present was imported from Italy while I was on, vacation,11.065046310424805
60,Our neighbor said that the argument tore their marriage apart, yesterday,9.766789436340332
61,My friend told me that a proposal suggested increasing employe benefits, last,8.333282470703125
62,My friend told me that a proposal suggested increasing employe benefits last, evening,11.115577697753906
63,She can not believe that a conference took place downtown, last,11.003985404968262
64,She can not believe that a conference took place downtown last, spring,9.93760871887207
65,I know that caused us to recommend therapy, last,13.215616226196289
66,I know that caused us to recommend therapy last, night,9.287271499633789
67,I remember that cost a lot of money, at,6.488968372344971
68,I remember that cost a lot of money at, the,3.3828625679016113
69,I remember that cost a lot of money at the, last,7.609202861785889
70,I remember that cost a lot of money at the last, minute,10.744782447814941
71,The newspaper reported that received favorable reviews, in,6.080456256866455
72,The newspaper reported that received favorable reviews in, the,3.3209168910980225
73,The newspaper reported that received favorable reviews in the, press,10.41367244720459
74,I know that fetched a high price at auction, sometime,16.795116424560547
75,I know that fetched a high price at auction sometime, last,8.883259773254395
76,I know that fetched a high price at auction sometime last, year,8.379220962524414
77,You remember that fell into the furnace, much,13.052452087402344
78,You remember that fell into the furnace much, to,4.956307888031006
79,You remember that fell into the furnace much to, our,7.8975114822387695
80,You remember that fell into the furnace much to our, regret,11.887428283691406
81,She told me that causes him to avoid dining out, ever,9.027925491333008
82,She told me that causes him to avoid dining out ever, since,9.266555786132812
83,She told me that causes him to avoid dining out ever since, he,6.503742218017578
84,She told me that causes him to avoid dining out ever since he, was,4.931063652038574
85,She told me that causes him to avoid dining out ever since he was, young,8.438130378723145
86,She knows that arrived around noon, last,11.002509117126465
87,She knows that arrived around noon last, Tuesday,9.645159721374512
88,We all remember that got lost in the mail, in,8.03207015991211
89,We all remember that got lost in the mail in, the,3.444344997406006
90,We all remember that got lost in the mail in the, holiday,10.523859024047852
91,We all remember that got lost in the mail in the holiday, rush,18.135791778564453
92,My friend reported that moved my mother to tears, yesterday,10.13241958618164
93,My friend reported that moved my mother to tears yesterday, night,9.267379760742188
94,I have an idea about that upset me, last,7.847381114959717
95,I have an idea about that upset me last, night,9.169540405273438
96,She can guess that claimed that Elvis is still alive, over,9.426072120666504
97,She can guess that claimed that Elvis is still alive over, the,3.4332075119018555
98,She can guess that claimed that Elvis is still alive over the, weekend,10.444369316101074
99,The newspaper reported that was used for the salad dressing, every,10.858419418334961
100,The newspaper reported that was used for the salad dressing every, time,8.322178840637207
101,The newspaper reported that was used for the salad dressing every time, she,6.999507427215576
102,The newspaper reported that was used for the salad dressing every time she, cooked,11.883955001831055
103,We recall that found support online, late,10.323386192321777
104,We recall that found support online late, in,6.418205738067627
105,We recall that found support online late in, the,3.383591890335083
106,We recall that found support online late in the, afternoon,11.21053409576416
107,I remember that was published in the local newspaper, yesterday,10.218634605407715
108,I remember that was published in the local newspaper yesterday, night,9.458605766296387
109,Our friend guessed that appeared in the newspaper, yesterday,9.594131469726562
110,Our friend guessed that appeared in the newspaper yesterday, afternoon,11.536998748779297
111,The mayor told me that was taken by the war correspondent, two,9.06539535522461
112,The mayor told me that was taken by the war correspondent two, days,8.717412948608398
113,The mayor told me that was taken by the war correspondent two days, after,8.221052169799805
114,The mayor told me that was taken by the war correspondent two days after, the,3.290454626083374
115,The mayor told me that was taken by the war correspondent two days after the, battle,9.726136207580566
116,My friend remembers that was disliked by the bishop, over,15.449740409851074
117,My friend remembers that was disliked by the bishop over, a,4.063376426696777
118,My friend remembers that was disliked by the bishop over a, year,8.255366325378418
119,My friend remembers that was disliked by the bishop over a year, ago,10.581038475036621
120,The newspaper said that was imported from Italy, while,13.33663272857666
121,The newspaper said that was imported from Italy while, I,6.018272399902344
122,The newspaper said that was imported from Italy while I, was,5.05882453918457
123,The newspaper said that was imported from Italy while I was, on,5.649213790893555
124,The newspaper said that was imported from Italy while I was on, vacation,11.086864471435547
125,Our neighbor said that tore their marriage apart, yesterday,9.741604804992676
126,My friend told me that suggested increasing employe benefits, last,8.285266876220703
127,My friend told me that suggested increasing employe benefits last, evening,11.210707664489746
128,She can not believe that took place downtown, last,10.60486888885498
129,She can not believe that took place downtown last, spring,9.882749557495117
130,I know what an indication caused us to recommend therapy, last,12.975406646728516
131,I know what an indication caused us to recommend therapy last, night,9.322748184204102
132,I remember what the gift cost a lot of money, at,6.487163543701172
133,I remember what the gift cost a lot of money at, the,3.34492826461792
134,I remember what the gift cost a lot of money at the, last,7.633342266082764
135,I remember what the gift cost a lot of money at the last, minute,10.85275650024414
136,The newspaper reported what the novel received favorable reviews, in,6.007183074951172
137,The newspaper reported what the novel received favorable reviews in, the,3.2810921669006348
138,The newspaper reported what the novel received favorable reviews in the, press,10.540563583374023
