,prefix,continuation,surprisals
0,I know that your tears signaled an indication, last,34.10744857788086
1,I know that your tears signaled an indication last, night,28.362640380859375
2,I remember that we all pitched in to buy the gift, at,32.60825729370117
3,I remember that we all pitched in to buy the gift at, the,21.33938217163086
4,I remember that we all pitched in to buy the gift at the, last,25.334869384765625
5,I remember that we all pitched in to buy the gift at the last, minute,32.09764099121094
6,The newspaper reported that the critics reviewed the novel, in,30.68337059020996
7,The newspaper reported that the critics reviewed the novel in, the,17.488767623901367
8,The newspaper reported that the critics reviewed the novel in the, press,28.405864715576172
9,I know that the family bought the painting, sometime,38.522579193115234
10,I know that the family bought the painting sometime, last,34.72026443481445
11,I know that the family bought the painting sometime last, year,28.219295501708984
12,You remember that the spy sold the instructions, much,34.19512176513672
13,You remember that the spy sold the instructions much, to,25.097597122192383
14,You remember that the spy sold the instructions much to, our,24.946552276611328
15,You remember that the spy sold the instructions much to our, regret,32.54457473754883
16,She told me that he has had an allergy, ever,35.372283935546875
17,She told me that he has had an allergy ever, since,30.772092819213867
18,She told me that he has had an allergy ever since, he,22.01820182800293
19,She told me that he has had an allergy ever since he, was,23.93707847595215
20,She told me that he has had an allergy ever since he was, young,25.22616958618164
21,She knows that the doorman accepted the delivery, last,34.54762268066406
22,She knows that the doorman accepted the delivery last, Tuesday,29.310773849487305
23,We all remember that the mailman lost the package, in,31.66265106201172
24,We all remember that the mailman lost the package in, the,18.15937042236328
25,We all remember that the mailman lost the package in the, holiday,28.058191299438477
26,We all remember that the mailman lost the package in the holiday, rush,40.640708923339844
27,My friend reported that we listened to the symphony, yesterday,36.0647087097168
28,My friend reported that we listened to the symphony yesterday, night,34.82853317260742
29,I have an idea about that I saw the play, last,34.56637191772461
30,I have an idea about that I saw the play last, night,29.941246032714844
31,She can guess that my friend wrote a forward, over,36.1834602355957
32,She can guess that my friend wrote a forward over, the,26.520193099975586
33,She can guess that my friend wrote a forward over the, weekend,29.313720703125
34,The newspaper reported that she made the salad dressing from a mix, every,33.3734130859375
35,The newspaper reported that she made the salad dressing from a mix every, time,31.50360107421875
36,The newspaper reported that she made the salad dressing from a mix every time, she,29.22452163696289
37,The newspaper reported that she made the salad dressing from a mix every time she, cooked,37.462806701660156
38,We recall that the blogger drafted a critique, late,36.36820602416992
39,We recall that the blogger drafted a critique late, in,28.818178176879883
40,We recall that the blogger drafted a critique late in, the,18.232988357543945
41,We recall that the blogger drafted a critique late in the, afternoon,30.754100799560547
42,I remember that the politician wrote a diatribe, yesterday,35.67924499511719
43,I remember that the politician wrote a diatribe yesterday, night,33.786460876464844
44,Our friend guessed that we saw a picture, yesterday,34.573875427246094
45,Our friend guessed that we saw a picture yesterday, afternoon,38.7193717956543
46,The mayor told me that the newspapers printed a photograph, two,32.63429260253906
47,The mayor told me that the newspapers printed a photograph two, days,28.89331817626953
48,The mayor told me that the newspapers printed a photograph two days, after,31.62274932861328
49,The mayor told me that the newspapers printed a photograph two days after, the,18.226411819458008
50,The mayor told me that the newspapers printed a photograph two days after the, battle,28.927461624145508
51,My friend remembers that the monk penned a description, over,32.679229736328125
52,My friend remembers that the monk penned a description over, a,23.722476959228516
53,My friend remembers that the monk penned a description over a, year,26.4305362701416
54,My friend remembers that the monk penned a description over a year, ago,37.377296447753906
55,The newspaper said that I picked out the present, while,31.997928619384766
56,The newspaper said that I picked out the present while, I,21.553428649902344
57,The newspaper said that I picked out the present while I, was,25.55121421813965
58,The newspaper said that I picked out the present while I was, on,20.81028938293457
