,surprisals,prefix,continuation
0,8.863923,I know that your tears signaled an indication of depression<extra_id_0> ,last
1,1.1151409,I know that your tears signaled an indication of depression last<extra_id_0> ,night
2,6.2795916,I remember that we all pitched in to buy the gift for Mary<extra_id_0> ,at
3,1.3608878,I remember that we all pitched in to buy the gift for Mary at<extra_id_0> ,the
4,5.295039,I remember that we all pitched in to buy the gift for Mary at the<extra_id_0> ,last
5,2.1376202,I remember that we all pitched in to buy the gift for Mary at the last<extra_id_0> ,minute
6,4.1470375,The newspaper reported that the critics reviewed the novel by the famous author<extra_id_0> ,in
7,1.6663833,The newspaper reported that the critics reviewed the novel by the famous author in<extra_id_0> ,the
8,4.356595,The newspaper reported that the critics reviewed the novel by the famous author in the<extra_id_0> ,press
9,8.736174,I know that the family bought the painting by Monet<extra_id_0> ,sometime
10,5.4620314,I know that the family bought the painting by Monet sometime<extra_id_0> ,last
11,0.40165183,I know that the family bought the painting by Monet sometime last<extra_id_0> ,year
12,10.5702095,You remember that the spy sold the instructions for the submarine<extra_id_0> ,much
13,3.1819282,You remember that the spy sold the instructions for the submarine much<extra_id_0> ,to
14,4.353087,You remember that the spy sold the instructions for the submarine much to<extra_id_0> ,our
15,4.5719924,You remember that the spy sold the instructions for the submarine much to our<extra_id_0> ,regret
16,5.578604,She told me that he has had an allergy to peanuts<extra_id_0> ,ever
17,0.01129473,She told me that he has had an allergy to peanuts ever<extra_id_0> ,since
18,2.2726173,She told me that he has had an allergy to peanuts ever since<extra_id_0> ,he
19,0.2870735,She told me that he has had an allergy to peanuts ever since he<extra_id_0> ,was
20,4.250524,She told me that he has had an allergy to peanuts ever since he was<extra_id_0> ,young
21,7.3037114,She knows that the doorman accepted the delivery for Sarah<extra_id_0> ,last
22,4.224369,She knows that the doorman accepted the delivery for Sarah last<extra_id_0> ,Tuesday
23,5.0382824,We all remember that the mailman lost the package for Robert<extra_id_0> ,in
24,1.6472359,We all remember that the mailman lost the package for Robert in<extra_id_0> ,the
25,8.082861,We all remember that the mailman lost the package for Robert in the<extra_id_0> ,holiday
26,4.3958344,We all remember that the mailman lost the package for Robert in the holiday<extra_id_0> ,rush
27,5.1539497,My friend reported that we listened to the symphony by Mozart<extra_id_0> ,yesterday
28,3.750332,My friend reported that we listened to the symphony by Mozart yesterday<extra_id_0> ,night
29,7.1322694,I have an idea about that I saw the play by the amateur comedian<extra_id_0> ,last
