,surprisals,prefix,continuation
0,8.961985,I know that your tears signaled an indication of depression<extra_id_0> ,last
1,1.022827,I know that your tears signaled an indication of depression last<extra_id_0> ,night
2,6.5408006,I remember that we all pitched in to buy the gift for Mary<extra_id_0> ,at
3,1.479808,I remember that we all pitched in to buy the gift for Mary at<extra_id_0> ,the
4,5.3381004,I remember that we all pitched in to buy the gift for Mary at the<extra_id_0> ,last
5,2.0267127,I remember that we all pitched in to buy the gift for Mary at the last<extra_id_0> ,minute
6,4.157309,The newspaper reported that the critics reviewed the novel by the famous author<extra_id_0> ,in
7,1.7598555,The newspaper reported that the critics reviewed the novel by the famous author in<extra_id_0> ,the
8,4.047616,The newspaper reported that the critics reviewed the novel by the famous author in the<extra_id_0> ,press
9,8.397575,I know that the family bought the painting by Monet<extra_id_0> ,sometime
10,5.3075075,I know that the family bought the painting by Monet sometime<extra_id_0> ,last
11,0.37153995,I know that the family bought the painting by Monet sometime last<extra_id_0> ,year
12,10.349148,You remember that the spy sold the instructions for the submarine<extra_id_0> ,much
13,3.4147265,You remember that the spy sold the instructions for the submarine much<extra_id_0> ,to
14,4.3297896,You remember that the spy sold the instructions for the submarine much to<extra_id_0> ,our
15,4.6446548,You remember that the spy sold the instructions for the submarine much to our<extra_id_0> ,regret
16,5.380957,She told me that he has had an allergy to peanuts<extra_id_0> ,ever
17,0.0094883945,She told me that he has had an allergy to peanuts ever<extra_id_0> ,since
18,2.317378,She told me that he has had an allergy to peanuts ever since<extra_id_0> ,he
19,0.26372707,She told me that he has had an allergy to peanuts ever since he<extra_id_0> ,was
20,3.9573812,She told me that he has had an allergy to peanuts ever since he was<extra_id_0> ,young
21,7.492819,She knows that the doorman accepted the delivery for Sarah<extra_id_0> ,last
22,4.2468643,She knows that the doorman accepted the delivery for Sarah last<extra_id_0> ,Tuesday
23,5.2603946,We all remember that the mailman lost the package for Robert<extra_id_0> ,in
24,1.7338879,We all remember that the mailman lost the package for Robert in<extra_id_0> ,the
25,8.279549,We all remember that the mailman lost the package for Robert in the<extra_id_0> ,holiday
26,4.1654997,We all remember that the mailman lost the package for Robert in the holiday<extra_id_0> ,rush
27,4.972141,My friend reported that we listened to the symphony by Mozart<extra_id_0> ,yesterday
28,3.601207,My friend reported that we listened to the symphony by Mozart yesterday<extra_id_0> ,night
29,7.1621513,I have an idea about that I saw the play by the amateur comedian<extra_id_0> ,last
30,0.8678039,I have an idea about that I saw the play by the amateur comedian last<extra_id_0> ,night
