,surprisals,prefix,continuation
0,7.916105,I know that an indication that signaled depression caused us to recommend therapy<extra_id_0> ,last
1,4.4299026,I know that an indication that signaled depression caused us to recommend therapy last<extra_id_0> ,night
2,5.4736524,I remember that the gift that we bought Mary cost a lot of money<extra_id_0> ,at
3,1.0792873,I remember that the gift that we bought Mary cost a lot of money at<extra_id_0> ,the
4,6.32949,I remember that the gift that we bought Mary cost a lot of money at the<extra_id_0> ,last
5,0.7732553,I remember that the gift that we bought Mary cost a lot of money at the last<extra_id_0> ,minute
6,2.6252275,The newspaper reported that the novel that provoked the famous author received favorable reviews<extra_id_0> ,in
7,0.7996535,The newspaper reported that the novel that provoked the famous author received favorable reviews in<extra_id_0> ,the
8,2.9356391,The newspaper reported that the novel that provoked the famous author received favorable reviews in the<extra_id_0> ,press
9,8.308762,I know that the painting that depicted Monet fetched a high price at auction<extra_id_0> ,sometime
10,3.1164968,I know that the painting that depicted Monet fetched a high price at auction sometime<extra_id_0> ,last
11,0.39468628,I know that the painting that depicted Monet fetched a high price at auction sometime last<extra_id_0> ,year
12,10.3028345,You remember that the instructions that showed how to operate the submarine fell into the furnace<extra_id_0> ,much
13,3.5025702,You remember that the instructions that showed how to operate the submarine fell into the furnace much<extra_id_0> ,to
14,3.4089954,You remember that the instructions that showed how to operate the submarine fell into the furnace much to<extra_id_0> ,our
15,3.7991269,You remember that the instructions that showed how to operate the submarine fell into the furnace much to our<extra_id_0> ,regret
16,8.430743,She told me that an allergy that is caused by peanuts causes him to avoid dining out<extra_id_0> ,ever
17,1.5057758,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever<extra_id_0> ,since
18,2.5678978,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since<extra_id_0> ,he
19,0.55376756,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he<extra_id_0> ,was
20,4.166275,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he was<extra_id_0> ,young
21,3.6542056,She knows that the delivery that shocked Sarah arrived around noon<extra_id_0> ,last
22,3.447798,She knows that the delivery that shocked Sarah arrived around noon last<extra_id_0> ,Tuesday
23,4.6286364,We all remember that the package that Sarah described to Robert got lost in the mail<extra_id_0> ,in
24,1.6229298,We all remember that the package that Sarah described to Robert got lost in the mail in<extra_id_0> ,the
25,7.8628507,We all remember that the package that Sarah described to Robert got lost in the mail in the<extra_id_0> ,holiday
26,5.3120904,We all remember that the package that Sarah described to Robert got lost in the mail in the holiday<extra_id_0> ,rush
27,7.646608,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears<extra_id_0> ,yesterday
28,3.297066,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears yesterday<extra_id_0> ,night
29,7.3861637,I have an idea about that the play that delighted the amateur comedian upset me<extra_id_0> ,last
30,1.7960539,I have an idea about that the play that delighted the amateur comedian upset me last<extra_id_0> ,night
31,8.099606,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive<extra_id_0> ,over
