,surprisals,prefix,continuation
0,8.12394,I know that an indication of depression caused us to recommend therapy<extra_id_0> ,last
1,4.143992,I know that an indication of depression caused us to recommend therapy last<extra_id_0> ,night
2,5.2966423,I remember that the gift for Mary cost a lot of money<extra_id_0> ,at
3,1.0884401,I remember that the gift for Mary cost a lot of money at<extra_id_0> ,the
4,6.5613875,I remember that the gift for Mary cost a lot of money at the<extra_id_0> ,last
5,0.33336434,I remember that the gift for Mary cost a lot of money at the last<extra_id_0> ,minute
6,2.7231185,The newspaper reported that the novel by the famous author received favorable reviews<extra_id_0> ,in
7,0.88262427,The newspaper reported that the novel by the famous author received favorable reviews in<extra_id_0> ,the
8,2.8450117,The newspaper reported that the novel by the famous author received favorable reviews in the<extra_id_0> ,press
9,7.9030657,I know that the painting by Monet fetched a high price at auction<extra_id_0> ,sometime
10,3.1622138,I know that the painting by Monet fetched a high price at auction sometime<extra_id_0> ,last
11,0.3988744,I know that the painting by Monet fetched a high price at auction sometime last<extra_id_0> ,year
12,10.147287,You remember that the instructions for the submarine fell into the furnace<extra_id_0> ,much
13,4.71694,You remember that the instructions for the submarine fell into the furnace much<extra_id_0> ,to
14,2.5409176,You remember that the instructions for the submarine fell into the furnace much to<extra_id_0> ,our
15,3.9919648,You remember that the instructions for the submarine fell into the furnace much to our<extra_id_0> ,regret
16,8.205599,She told me that an allergy to peanuts causes him to avoid dining out<extra_id_0> ,ever
17,1.9141741,She told me that an allergy to peanuts causes him to avoid dining out ever<extra_id_0> ,since
18,3.0343387,She told me that an allergy to peanuts causes him to avoid dining out ever since<extra_id_0> ,he
19,0.64111406,She told me that an allergy to peanuts causes him to avoid dining out ever since he<extra_id_0> ,was
20,3.910451,She told me that an allergy to peanuts causes him to avoid dining out ever since he was<extra_id_0> ,young
21,4.6713433,She knows that the delivery for Sarah arrived around noon<extra_id_0> ,last
22,3.3168728,She knows that the delivery for Sarah arrived around noon last<extra_id_0> ,Tuesday
23,4.741719,We all remember that the package for Robert got lost in the mail<extra_id_0> ,in
24,2.166838,We all remember that the package for Robert got lost in the mail in<extra_id_0> ,the
25,7.8549056,We all remember that the package for Robert got lost in the mail in the<extra_id_0> ,holiday
26,4.871066,We all remember that the package for Robert got lost in the mail in the holiday<extra_id_0> ,rush
27,7.5066066,My friend reported that the symphony by Mozart moved my mother to tears<extra_id_0> ,yesterday
28,3.0484343,My friend reported that the symphony by Mozart moved my mother to tears yesterday<extra_id_0> ,night
29,6.550758,I have an idea about that the play by the amateur comedian upset me<extra_id_0> ,last
30,0.8726365,I have an idea about that the play by the amateur comedian upset me last<extra_id_0> ,night
31,8.002913,She can guess that a forward for the new manuscript claimed that Elvis is still alive<extra_id_0> ,over
32,1.6331441,She can guess that a forward for the new manuscript claimed that Elvis is still alive over<extra_id_0> ,the
33,4.1455603,She can guess that a forward for the new manuscript claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,10.998967,The newspaper reported that a mix of oil and vinegar was used for the salad dressing<extra_id_0> ,every
35,2.817103,The newspaper reported that a mix of oil and vinegar was used for the salad dressing every<extra_id_0> ,time
36,4.5795803,The newspaper reported that a mix of oil and vinegar was used for the salad dressing every time<extra_id_0> ,she
37,3.3623376,The newspaper reported that a mix of oil and vinegar was used for the salad dressing every time she<extra_id_0> ,cooked
38,7.9744916,We recall that a critique of the fossil fuel industry found support online<extra_id_0> ,late
39,3.2985635,We recall that a critique of the fossil fuel industry found support online late<extra_id_0> ,in
40,1.6475565,We recall that a critique of the fossil fuel industry found support online late in<extra_id_0> ,the
41,4.2500205,We recall that a critique of the fossil fuel industry found support online late in the<extra_id_0> ,afternoon
42,4.4832873,I remember that a diatribe against the mayor was published in the local newspaper<extra_id_0> ,yesterday
43,3.9951663,I remember that a diatribe against the mayor was published in the local newspaper yesterday<extra_id_0> ,night
44,5.534729,Our friend guessed that a picture of the convict appeared in the newspaper<extra_id_0> ,yesterday
45,4.756778,Our friend guessed that a picture of the convict appeared in the newspaper yesterday<extra_id_0> ,afternoon
46,7.7073617,The mayor told me that a photograph of the general was taken by the war correspondent<extra_id_0> ,two
47,1.6323576,The mayor told me that a photograph of the general was taken by the war correspondent two<extra_id_0> ,days
48,2.0175154,The mayor told me that a photograph of the general was taken by the war correspondent two days<extra_id_0> ,after
49,0.7559861,The mayor told me that a photograph of the general was taken by the war correspondent two days after<extra_id_0> ,the
50,3.7620578,The mayor told me that a photograph of the general was taken by the war correspondent two days after the<extra_id_0> ,battle
51,7.522535,My friend remembers that a description of abbey life was disliked by the bishop<extra_id_0> ,over
52,2.4757497,My friend remembers that a description of abbey life was disliked by the bishop over<extra_id_0> ,a
53,2.6732144,My friend remembers that a description of abbey life was disliked by the bishop over a<extra_id_0> ,year
54,0.5742462,My friend remembers that a description of abbey life was disliked by the bishop over a year<extra_id_0> ,ago
55,10.034737,The newspaper said that the present for Simon was imported from Italy<extra_id_0> ,while
56,5.4335637,The newspaper said that the present for Simon was imported from Italy while<extra_id_0> ,I
57,3.0634274,The newspaper said that the present for Simon was imported from Italy while I<extra_id_0> ,was
58,4.0134487,The newspaper said that the present for Simon was imported from Italy while I was<extra_id_0> ,on
59,1.6772509,The newspaper said that the present for Simon was imported from Italy while I was on<extra_id_0> ,vacation
60,8.000094,Our neighbor said that the argument about childcare tore their marriage apart<extra_id_0> ,yesterday
61,9.068579,My friend told me that a proposal for the board suggested increasing employe benefits<extra_id_0> ,last
62,7.38391,My friend told me that a proposal for the board suggested increasing employe benefits last<extra_id_0> ,evening
63,5.372647,She can not believe that a conference on cell evolution took place downtown<extra_id_0> ,last
64,5.152487,She can not believe that a conference on cell evolution took place downtown last<extra_id_0> ,spring
65,8.832736,I know that an indication of caused us to recommend therapy<extra_id_0> ,last
66,3.9850812,I know that an indication of caused us to recommend therapy last<extra_id_0> ,night
67,5.4288173,I remember that the gift for cost a lot of money<extra_id_0> ,at
68,1.1121581,I remember that the gift for cost a lot of money at<extra_id_0> ,the
69,5.465392,I remember that the gift for cost a lot of money at the<extra_id_0> ,last
70,1.482638,I remember that the gift for cost a lot of money at the last<extra_id_0> ,minute
71,4.5401845,The newspaper reported that the novel by received favorable reviews<extra_id_0> ,in
72,1.6211703,The newspaper reported that the novel by received favorable reviews in<extra_id_0> ,the
73,3.3078926,The newspaper reported that the novel by received favorable reviews in the<extra_id_0> ,press
74,8.135419,I know that the painting by fetched a high price at auction<extra_id_0> ,sometime
75,3.0191202,I know that the painting by fetched a high price at auction sometime<extra_id_0> ,last
76,0.47203875,I know that the painting by fetched a high price at auction sometime last<extra_id_0> ,year
77,10.74994,You remember that the instructions for fell into the furnace<extra_id_0> ,much
78,5.351078,You remember that the instructions for fell into the furnace much<extra_id_0> ,to
79,4.9291935,You remember that the instructions for fell into the furnace much to<extra_id_0> ,our
80,6.67226,You remember that the instructions for fell into the furnace much to our<extra_id_0> ,regret
81,8.179997,She told me that an allergy to causes him to avoid dining out<extra_id_0> ,ever
82,1.9842119,She told me that an allergy to causes him to avoid dining out ever<extra_id_0> ,since
83,2.3851147,She told me that an allergy to causes him to avoid dining out ever since<extra_id_0> ,he
84,0.6435996,She told me that an allergy to causes him to avoid dining out ever since he<extra_id_0> ,was
85,3.910612,She told me that an allergy to causes him to avoid dining out ever since he was<extra_id_0> ,young
86,5.9807215,She knows that the delivery for arrived around noon<extra_id_0> ,last
87,3.366066,She knows that the delivery for arrived around noon last<extra_id_0> ,Tuesday
88,5.526014,We all remember that the package for got lost in the mail<extra_id_0> ,in
89,1.5366699,We all remember that the package for got lost in the mail in<extra_id_0> ,the
90,7.728019,We all remember that the package for got lost in the mail in the<extra_id_0> ,holiday
91,5.729267,We all remember that the package for got lost in the mail in the holiday<extra_id_0> ,rush
92,8.075744,My friend reported that the symphony by moved my mother to tears<extra_id_0> ,yesterday
93,2.538052,My friend reported that the symphony by moved my mother to tears yesterday<extra_id_0> ,night
94,7.2231402,I have an idea about that the play by upset me<extra_id_0> ,last
95,1.3872839,I have an idea about that the play by upset me last<extra_id_0> ,night
96,7.928083,She can guess that a forward for claimed that Elvis is still alive<extra_id_0> ,over
97,1.877024,She can guess that a forward for claimed that Elvis is still alive over<extra_id_0> ,the
98,3.781365,She can guess that a forward for claimed that Elvis is still alive over the<extra_id_0> ,weekend
99,10.751946,The newspaper reported that a mix of was used for the salad dressing<extra_id_0> ,every
100,2.5806642,The newspaper reported that a mix of was used for the salad dressing every<extra_id_0> ,time
101,4.9013515,The newspaper reported that a mix of was used for the salad dressing every time<extra_id_0> ,she
102,3.549832,The newspaper reported that a mix of was used for the salad dressing every time she<extra_id_0> ,cooked
103,10.609079,We recall that a critique of found support online<extra_id_0> ,late
104,2.921423,We recall that a critique of found support online late<extra_id_0> ,in
105,1.4352944,We recall that a critique of found support online late in<extra_id_0> ,the
106,4.297853,We recall that a critique of found support online late in the<extra_id_0> ,afternoon
107,4.953653,I remember that a diatribe against was published in the local newspaper<extra_id_0> ,yesterday
108,4.207392,I remember that a diatribe against was published in the local newspaper yesterday<extra_id_0> ,night
109,5.31562,Our friend guessed that a picture of appeared in the newspaper<extra_id_0> ,yesterday
110,5.517849,Our friend guessed that a picture of appeared in the newspaper yesterday<extra_id_0> ,afternoon
111,8.169572,The mayor told me that a photograph of was taken by the war correspondent<extra_id_0> ,two
112,1.9277958,The mayor told me that a photograph of was taken by the war correspondent two<extra_id_0> ,days
113,1.9013898,The mayor told me that a photograph of was taken by the war correspondent two days<extra_id_0> ,after
114,0.67529076,The mayor told me that a photograph of was taken by the war correspondent two days after<extra_id_0> ,the
115,4.2559886,The mayor told me that a photograph of was taken by the war correspondent two days after the<extra_id_0> ,battle
116,7.897282,My friend remembers that a description of was disliked by the bishop<extra_id_0> ,over
117,2.5959532,My friend remembers that a description of was disliked by the bishop over<extra_id_0> ,a
118,3.034861,My friend remembers that a description of was disliked by the bishop over a<extra_id_0> ,year
119,0.6564296,My friend remembers that a description of was disliked by the bishop over a year<extra_id_0> ,ago
120,10.364193,The newspaper said that the present for was imported from Italy<extra_id_0> ,while
121,5.938696,The newspaper said that the present for was imported from Italy while<extra_id_0> ,I
122,3.9237423,The newspaper said that the present for was imported from Italy while I<extra_id_0> ,was
123,4.1169,The newspaper said that the present for was imported from Italy while I was<extra_id_0> ,on
124,0.7565509,The newspaper said that the present for was imported from Italy while I was on<extra_id_0> ,vacation
125,7.906455,Our neighbor said that the argument about tore their marriage apart<extra_id_0> ,yesterday
126,8.513197,My friend told me that a proposal for suggested increasing employe benefits<extra_id_0> ,last
127,6.44378,My friend told me that a proposal for suggested increasing employe benefits last<extra_id_0> ,evening
128,6.496399,She can not believe that a conference on took place downtown<extra_id_0> ,last
129,5.9380794,She can not believe that a conference on took place downtown last<extra_id_0> ,spring
130,7.844292,I know what an indication of depression caused us to recommend therapy<extra_id_0> ,last
131,3.1772156,I know what an indication of depression caused us to recommend therapy last<extra_id_0> ,night
132,5.9541526,I remember who the gift for Mary cost a lot of money<extra_id_0> ,at
133,1.3763318,I remember who the gift for Mary cost a lot of money at<extra_id_0> ,the
134,5.482892,I remember who the gift for Mary cost a lot of money at the<extra_id_0> ,last
135,0.5520011,I remember who the gift for Mary cost a lot of money at the last<extra_id_0> ,minute
136,2.7421238,The newspaper reported who the novel by the famous author received favorable reviews<extra_id_0> ,in
137,0.98702455,The newspaper reported who the novel by the famous author received favorable reviews in<extra_id_0> ,the
138,3.1660337,The newspaper reported who the novel by the famous author received favorable reviews in the<extra_id_0> ,press
139,8.773352,I know who the painting by Monet fetched a high price at auction<extra_id_0> ,sometime
140,3.3805368,I know who the painting by Monet fetched a high price at auction sometime<extra_id_0> ,last
141,0.52545565,I know who the painting by Monet fetched a high price at auction sometime last<extra_id_0> ,year
142,10.419127,You remember what the instructions for the submarine fell into the furnace<extra_id_0> ,much
143,3.862306,You remember what the instructions for the submarine fell into the furnace much<extra_id_0> ,to
144,3.358139,You remember what the instructions for the submarine fell into the furnace much to<extra_id_0> ,our
145,4.534601,You remember what the instructions for the submarine fell into the furnace much to our<extra_id_0> ,regret
146,7.9675336,She told me what an allergy to peanuts causes him to avoid dining out<extra_id_0> ,ever
147,2.352805,She told me what an allergy to peanuts causes him to avoid dining out ever<extra_id_0> ,since
148,2.9520185,She told me what an allergy to peanuts causes him to avoid dining out ever since<extra_id_0> ,he
149,0.6448219,She told me what an allergy to peanuts causes him to avoid dining out ever since he<extra_id_0> ,was
150,3.9633245,She told me what an allergy to peanuts causes him to avoid dining out ever since he was<extra_id_0> ,young
151,5.664365,She knows who the delivery for Sarah arrived around noon<extra_id_0> ,last
152,3.417719,She knows who the delivery for Sarah arrived around noon last<extra_id_0> ,Tuesday
153,5.2063127,We all remember who the package for Robert got lost in the mail<extra_id_0> ,in
154,2.3594236,We all remember who the package for Robert got lost in the mail in<extra_id_0> ,the
155,8.379555,We all remember who the package for Robert got lost in the mail in the<extra_id_0> ,holiday
156,5.21741,We all remember who the package for Robert got lost in the mail in the holiday<extra_id_0> ,rush
157,7.8644676,My friend reported who the symphony by Mozart moved my mother to tears<extra_id_0> ,yesterday
158,3.589497,My friend reported who the symphony by Mozart moved my mother to tears yesterday<extra_id_0> ,night
159,6.485209,I have an idea about who the play by the amateur comedian upset me<extra_id_0> ,last
160,0.78136283,I have an idea about who the play by the amateur comedian upset me last<extra_id_0> ,night
161,8.188508,She can guess what a forward for the new manuscript claimed that Elvis is still alive<extra_id_0> ,over
162,1.5818671,She can guess what a forward for the new manuscript claimed that Elvis is still alive over<extra_id_0> ,the
163,5.3331485,She can guess what a forward for the new manuscript claimed that Elvis is still alive over the<extra_id_0> ,weekend
164,10.713583,The newspaper reported what a mix of oil and vinegar was used for the salad dressing<extra_id_0> ,every
165,2.9038723,The newspaper reported what a mix of oil and vinegar was used for the salad dressing every<extra_id_0> ,time
166,4.0969024,The newspaper reported what a mix of oil and vinegar was used for the salad dressing every time<extra_id_0> ,she
167,3.8236284,The newspaper reported what a mix of oil and vinegar was used for the salad dressing every time she<extra_id_0> ,cooked
168,8.953722,We recall what a critique of the fossil fuel industry found support online<extra_id_0> ,late
169,2.851133,We recall what a critique of the fossil fuel industry found support online late<extra_id_0> ,in
170,1.3065584,We recall what a critique of the fossil fuel industry found support online late in<extra_id_0> ,the
171,5.179206,We recall what a critique of the fossil fuel industry found support online late in the<extra_id_0> ,afternoon
172,4.299018,I remember who a diatribe against the mayor was published in the local newspaper<extra_id_0> ,yesterday
173,4.0438504,I remember who a diatribe against the mayor was published in the local newspaper yesterday<extra_id_0> ,night
174,4.9493093,Our friend guessed who a picture of the convict appeared in the newspaper<extra_id_0> ,yesterday
175,5.613409,Our friend guessed who a picture of the convict appeared in the newspaper yesterday<extra_id_0> ,afternoon
176,8.187974,The mayor told me who a photograph of the general was taken by the war correspondent<extra_id_0> ,two
177,1.7263365,The mayor told me who a photograph of the general was taken by the war correspondent two<extra_id_0> ,days
178,2.1144469,The mayor told me who a photograph of the general was taken by the war correspondent two days<extra_id_0> ,after
179,0.7216277,The mayor told me who a photograph of the general was taken by the war correspondent two days after<extra_id_0> ,the
180,3.7473137,The mayor told me who a photograph of the general was taken by the war correspondent two days after the<extra_id_0> ,battle
181,7.399819,My friend remembers what a description of abbey life was disliked by the bishop<extra_id_0> ,over
182,2.79033,My friend remembers what a description of abbey life was disliked by the bishop over<extra_id_0> ,a
183,2.42946,My friend remembers what a description of abbey life was disliked by the bishop over a<extra_id_0> ,year
184,0.37382165,My friend remembers what a description of abbey life was disliked by the bishop over a year<extra_id_0> ,ago
185,10.067493,The newspaper said who the present for Simon was imported from Italy<extra_id_0> ,while
186,5.4152994,The newspaper said who the present for Simon was imported from Italy while<extra_id_0> ,I
187,3.807774,The newspaper said who the present for Simon was imported from Italy while I<extra_id_0> ,was
188,4.154966,The newspaper said who the present for Simon was imported from Italy while I was<extra_id_0> ,on
189,1.3255346,The newspaper said who the present for Simon was imported from Italy while I was on<extra_id_0> ,vacation
190,7.3807287,Our neighbor said what the argument about childcare tore their marriage apart<extra_id_0> ,yesterday
191,8.698091,My friend told me who a proposal for the board suggested increasing employe benefits<extra_id_0> ,last
192,6.796421,My friend told me who a proposal for the board suggested increasing employe benefits last<extra_id_0> ,evening
193,4.389113,She can not believe what a conference on cell evolution took place downtown<extra_id_0> ,last
194,5.5596185,She can not believe what a conference on cell evolution took place downtown last<extra_id_0> ,spring
195,8.293116,I know what an indication of caused us to recommend therapy<extra_id_0> ,last
196,3.0728629,I know what an indication of caused us to recommend therapy last<extra_id_0> ,night
197,5.870632,I remember who the gift for cost a lot of money<extra_id_0> ,at
198,1.3449327,I remember who the gift for cost a lot of money at<extra_id_0> ,the
199,5.4893403,I remember who the gift for cost a lot of money at the<extra_id_0> ,last
200,1.2028573,I remember who the gift for cost a lot of money at the last<extra_id_0> ,minute
201,4.4313498,The newspaper reported who the novel by received favorable reviews<extra_id_0> ,in
202,1.6050948,The newspaper reported who the novel by received favorable reviews in<extra_id_0> ,the
203,3.8240092,The newspaper reported who the novel by received favorable reviews in the<extra_id_0> ,press
204,8.664201,I know who the painting by fetched a high price at auction<extra_id_0> ,sometime
205,3.1019642,I know who the painting by fetched a high price at auction sometime<extra_id_0> ,last
206,0.60292214,I know who the painting by fetched a high price at auction sometime last<extra_id_0> ,year
207,10.576297,You remember what the instructions for fell into the furnace<extra_id_0> ,much
208,5.3337507,You remember what the instructions for fell into the furnace much<extra_id_0> ,to
209,4.56546,You remember what the instructions for fell into the furnace much to<extra_id_0> ,our
210,6.1282125,You remember what the instructions for fell into the furnace much to our<extra_id_0> ,regret
211,7.8021374,She told me what an allergy to causes him to avoid dining out<extra_id_0> ,ever
212,2.1668541,She told me what an allergy to causes him to avoid dining out ever<extra_id_0> ,since
213,2.7980323,She told me what an allergy to causes him to avoid dining out ever since<extra_id_0> ,he
214,0.7012897,She told me what an allergy to causes him to avoid dining out ever since he<extra_id_0> ,was
215,3.947015,She told me what an allergy to causes him to avoid dining out ever since he was<extra_id_0> ,young
216,6.307308,She knows who the delivery for arrived around noon<extra_id_0> ,last
217,3.5345147,She knows who the delivery for arrived around noon last<extra_id_0> ,Tuesday
218,5.807075,We all remember who the package for got lost in the mail<extra_id_0> ,in
219,1.6523967,We all remember who the package for got lost in the mail in<extra_id_0> ,the
220,7.97717,We all remember who the package for got lost in the mail in the<extra_id_0> ,holiday
221,5.541811,We all remember who the package for got lost in the mail in the holiday<extra_id_0> ,rush
222,8.654435,My friend reported who the symphony by moved my mother to tears<extra_id_0> ,yesterday
223,2.7953982,My friend reported who the symphony by moved my mother to tears yesterday<extra_id_0> ,night
224,6.815712,I have an idea about who the play by upset me<extra_id_0> ,last
225,1.4849983,I have an idea about who the play by upset me last<extra_id_0> ,night
226,7.872067,She can guess what a forward for claimed that Elvis is still alive<extra_id_0> ,over
227,1.656416,She can guess what a forward for claimed that Elvis is still alive over<extra_id_0> ,the
228,2.853665,She can guess what a forward for claimed that Elvis is still alive over the<extra_id_0> ,weekend
229,10.497437,The newspaper reported what a mix of was used for the salad dressing<extra_id_0> ,every
230,3.203042,The newspaper reported what a mix of was used for the salad dressing every<extra_id_0> ,time
231,4.3021994,The newspaper reported what a mix of was used for the salad dressing every time<extra_id_0> ,she
232,4.0068827,The newspaper reported what a mix of was used for the salad dressing every time she<extra_id_0> ,cooked
233,10.832018,We recall what a critique of found support online<extra_id_0> ,late
234,3.3023326,We recall what a critique of found support online late<extra_id_0> ,in
235,1.0129092,We recall what a critique of found support online late in<extra_id_0> ,the
236,4.915828,We recall what a critique of found support online late in the<extra_id_0> ,afternoon
237,4.5038877,I remember who a diatribe against was published in the local newspaper<extra_id_0> ,yesterday
238,4.177244,I remember who a diatribe against was published in the local newspaper yesterday<extra_id_0> ,night
239,5.1089625,Our friend guessed who a picture of appeared in the newspaper<extra_id_0> ,yesterday
240,5.5360174,Our friend guessed who a picture of appeared in the newspaper yesterday<extra_id_0> ,afternoon
241,8.451398,The mayor told me who a photograph of was taken by the war correspondent<extra_id_0> ,two
242,2.2917435,The mayor told me who a photograph of was taken by the war correspondent two<extra_id_0> ,days
243,2.5451047,The mayor told me who a photograph of was taken by the war correspondent two days<extra_id_0> ,after
244,0.7719912,The mayor told me who a photograph of was taken by the war correspondent two days after<extra_id_0> ,the
245,4.2749996,The mayor told me who a photograph of was taken by the war correspondent two days after the<extra_id_0> ,battle
246,7.877518,My friend remembers what a description of was disliked by the bishop<extra_id_0> ,over
247,2.748913,My friend remembers what a description of was disliked by the bishop over<extra_id_0> ,a
248,2.6593883,My friend remembers what a description of was disliked by the bishop over a<extra_id_0> ,year
249,0.46384567,My friend remembers what a description of was disliked by the bishop over a year<extra_id_0> ,ago
250,10.2958555,The newspaper said who the present for was imported from Italy<extra_id_0> ,while
251,6.014174,The newspaper said who the present for was imported from Italy while<extra_id_0> ,I
252,3.7062864,The newspaper said who the present for was imported from Italy while I<extra_id_0> ,was
253,4.360962,The newspaper said who the present for was imported from Italy while I was<extra_id_0> ,on
