,surprisals,prefix,continuation
0,8.910253,I know that an indication caused us to recommend therapy<extra_id_0> ,last
1,4.0654845,I know that an indication caused us to recommend therapy last<extra_id_0> ,night
2,5.303036,I remember that the gift cost a lot of money<extra_id_0> ,at
3,0.97325647,I remember that the gift cost a lot of money at<extra_id_0> ,the
4,5.7451787,I remember that the gift cost a lot of money at the<extra_id_0> ,last
5,0.7676613,I remember that the gift cost a lot of money at the last<extra_id_0> ,minute
6,3.9571257,The newspaper reported that the novel received favorable reviews<extra_id_0> ,in
7,1.764252,The newspaper reported that the novel received favorable reviews in<extra_id_0> ,the
8,3.1400294,The newspaper reported that the novel received favorable reviews in the<extra_id_0> ,press
9,8.17702,I know that the painting fetched a high price at auction<extra_id_0> ,sometime
10,2.7105865,I know that the painting fetched a high price at auction sometime<extra_id_0> ,last
11,0.4056388,I know that the painting fetched a high price at auction sometime last<extra_id_0> ,year
12,10.656349,You remember that the instructions fell into the furnace<extra_id_0> ,much
13,5.0347114,You remember that the instructions fell into the furnace much<extra_id_0> ,to
14,2.9150038,You remember that the instructions fell into the furnace much to<extra_id_0> ,our
15,4.4529357,You remember that the instructions fell into the furnace much to our<extra_id_0> ,regret
16,8.823383,She told me that an allergy causes him to avoid dining out<extra_id_0> ,ever
17,1.969194,She told me that an allergy causes him to avoid dining out ever<extra_id_0> ,since
18,3.0313733,She told me that an allergy causes him to avoid dining out ever since<extra_id_0> ,he
19,0.48824057,She told me that an allergy causes him to avoid dining out ever since he<extra_id_0> ,was
20,3.8982291,She told me that an allergy causes him to avoid dining out ever since he was<extra_id_0> ,young
21,5.4434505,She knows that the delivery arrived around noon<extra_id_0> ,last
22,3.5883708,She knows that the delivery arrived around noon last<extra_id_0> ,Tuesday
23,5.610907,We all remember that the package got lost in the mail<extra_id_0> ,in
24,1.6579177,We all remember that the package got lost in the mail in<extra_id_0> ,the
25,8.194099,We all remember that the package got lost in the mail in the<extra_id_0> ,holiday
26,5.1983733,We all remember that the package got lost in the mail in the holiday<extra_id_0> ,rush
27,8.084397,My friend reported that the symphony moved my mother to tears<extra_id_0> ,yesterday
28,2.4219155,My friend reported that the symphony moved my mother to tears yesterday<extra_id_0> ,night
29,6.9314423,I have an idea about that the play upset me<extra_id_0> ,last
30,1.0788503,I have an idea about that the play upset me last<extra_id_0> ,night
31,7.8427925,She can guess that a forward claimed that Elvis is still alive<extra_id_0> ,over
32,1.7085043,She can guess that a forward claimed that Elvis is still alive over<extra_id_0> ,the
33,2.323725,She can guess that a forward claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,10.538875,The newspaper reported that a mix was used for the salad dressing<extra_id_0> ,every
35,2.9507372,The newspaper reported that a mix was used for the salad dressing every<extra_id_0> ,time
36,4.780182,The newspaper reported that a mix was used for the salad dressing every time<extra_id_0> ,she
37,3.5009062,The newspaper reported that a mix was used for the salad dressing every time she<extra_id_0> ,cooked
38,9.453164,We recall that a critique found support online<extra_id_0> ,late
39,2.3555703,We recall that a critique found support online late<extra_id_0> ,in
40,1.0340778,We recall that a critique found support online late in<extra_id_0> ,the
41,3.4120018,We recall that a critique found support online late in the<extra_id_0> ,afternoon
42,5.167341,I remember that a diatribe was published in the local newspaper<extra_id_0> ,yesterday
43,4.2122393,I remember that a diatribe was published in the local newspaper yesterday<extra_id_0> ,night
44,4.920445,Our friend guessed that a picture appeared in the newspaper<extra_id_0> ,yesterday
45,5.0431986,Our friend guessed that a picture appeared in the newspaper yesterday<extra_id_0> ,afternoon
