,item,Correct,gap,island,C1,C2,Response
0,1,FALSE,no,that_obj_island,I know that your tears signaled an indication that signaled depression,I know what your tears signaled an indication that signaled depression," ""I know what your tears signaled an indication that signaled depression"""
0,2,FALSE,no,that_obj_island,I remember that we all pitched in to buy the gift that we bought Mary,I remember who we all pitched in to buy the gift that we bought Mary," ""I remember who we all pitched in to buy the gift that we bought Mary"""
0,3,TRUE,no,that_obj_island,The newspaper reported that the critics reviewed the novel that provoked the famous author,The newspaper reported who the critics reviewed the novel that provoked the famous author," ""The newspaper reported that the critics reviewed the novel that provoked the famous author"""
0,4,FALSE,no,that_obj_island,I know that the family bought the painting that depicted Monet,I know who the family bought the painting that depicted Monet," ""I know who the family bought the painting that depicted Monet"""
0,5,TRUE,no,that_obj_island,You remember that the spy sold the instructions that showed how to operate the submarine,You remember what the spy sold the instructions that showed how to operate the submarine," ""You remember that the spy sold the instructions that showed how to operate the submarine, much to our regret."""
0,6,TRUE,no,that_obj_island,She told me that he has had an allergy that is caused by peanuts,She told me what he has had an allergy that is caused by peanuts," ""She told me that he has had an allergy that is caused by peanuts"""
0,7,FALSE,no,that_obj_island,She knows that the doorman accepted the delivery that shocked Sarah,She knows who the doorman accepted the delivery that shocked Sarah," ""She knows who the doorman accepted the delivery that shocked Sarah"""
0,8,TRUE,no,that_obj_island,We all remember that the mailman lost the package that Sarah described to Robert,We all remember who the mailman lost the package that Sarah described to Robert," ""We all remember that the mailman lost the package that Sarah described to Robert"""
0,9,TRUE,no,that_obj_island,My friend reported that we listened to the symphony that was dedicated to Mozart,My friend reported who we listened to the symphony that was dedicated to Mozart," ""My friend reported that we listened to the symphony that was dedicated to Mozart"""
0,11,FALSE,no,that_obj_island,She can guess that my friend wrote a forward that introduced the new manuscript,She can guess what my friend wrote a forward that introduced the new manuscript," ""She can guess what my friend wrote a forward that introduced the new manuscript"""
0,12,FALSE,no,that_obj_island,The newspaper reported that she made the salad dressing from a mix that included oil and vinegar,The newspaper reported what she made the salad dressing from a mix that included oil and vinegar," ""The newspaper reported what she made the salad dressing from a mix that included oil and vinegar"""
0,13,FALSE,no,that_obj_island,We recall that the blogger drafted a critique that was aimed at the fossil fuel industry,We recall what the blogger drafted a critique that was aimed at the fossil fuel industry," ""We recall what the blogger drafted a critique that was aimed at the fossil fuel industry"""
0,14,FALSE,no,that_obj_island,I remember that the politician wrote a diatribe that criticized the mayor,I remember who the politician wrote a diatribe that criticized the mayor," ""I remember who the politician wrote a diatribe that criticized the mayor"""
0,15,TRUE,no,that_obj_island,Our friend guessed that we saw a picture that showed the convict,Our friend guessed who we saw a picture that showed the convict," ""Our friend guessed that we saw a picture that showed the convict"""
0,16,TRUE,no,that_obj_island,The mayor told me that the newspapers printed a photograph that shocked the public,The mayor told me who the newspapers printed a photograph that shocked the public," ""The mayor told me that the newspapers printed a photograph that shocked the public"""
0,17,FALSE,no,that_obj_island,My friend remembers that the monk penned a description that mocked abbey life,My friend remembers what the monk penned a description that mocked abbey life," ""My friend remembers what the monk penned a description that mocked abbey life"""
0,18,TRUE,no,that_obj_island,The newspaper said that I picked out the present that we gave Simon,The newspaper said who I picked out the present that we gave Simon," ""The newspaper said that I picked out the present that we gave Simon"""
0,19,TRUE,no,that_obj_island,Our neighbor said that she won the argument that concerned childcare,Our neighbor said what she won the argument that concerned childcare," ""Our neighbor said that she won the argument that concerned childcare"""
0,20,TRUE,no,that_obj_island,My friend told me that he wrote a proposal that he will deliver to the board,My friend told me who he wrote a proposal that he will deliver to the board," ""My friend told me that he wrote a proposal that he will deliver to the board"""
0,21,FALSE,no,that_obj_island,She can not believe that we attended a conference that popularized cell evolution,She can not believe what we attended a conference that popularized cell evolution," ""She can not believe what we attended a conference that popularized cell evolution"""
0,1,NA,yes,that_obj_island,I know that your tears signaled an indication that signaled,I know what your tears signaled an indication that signaled," ""I know what your tears signaled an indication that signaled"""
0,2,NA,yes,that_obj_island,I remember that we all pitched in to buy the gift that we bought,I remember who we all pitched in to buy the gift that we bought," ""I remember who we all pitched in to buy the gift that we bought"""
0,3,NA,yes,that_obj_island,The newspaper reported that the critics reviewed the novel that provoked,The newspaper reported who the critics reviewed the novel that provoked," ""The newspaper reported that the critics reviewed the novel that provoked"""
0,4,NA,yes,that_obj_island,I know that the family bought the painting that depicted,I know who the family bought the painting that depicted," ""I know who the family bought the painting that depicted"""
0,5,NA,yes,that_obj_island,You remember that the spy sold the instructions that showed how to operate,You remember what the spy sold the instructions that showed how to operate," ""You remember that the spy sold the instructions that showed how to operate, much to our regret."""
0,6,NA,yes,that_obj_island,She told me that he has had an allergy that is caused by,She told me what he has had an allergy that is caused by," ""She told me that he has had an allergy that is caused by"""
0,7,NA,yes,that_obj_island,She knows that the doorman accepted the delivery that shocked,She knows who the doorman accepted the delivery that shocked," ""She knows who the doorman accepted the delivery that shocked"""
0,8,NA,yes,that_obj_island,We all remember that the mailman lost the package that Sarah described to,We all remember who the mailman lost the package that Sarah described to," ""We all remember that the mailman lost the package that Sarah described to"""
0,9,NA,yes,that_obj_island,My friend reported that we listened to the symphony that was dedicated to,My friend reported who we listened to the symphony that was dedicated to," ""My friend reported that we listened to the symphony that was dedicated to"""
0,11,NA,yes,that_obj_island,She can guess that my friend wrote a forward that introduced,She can guess what my friend wrote a forward that introduced," ""She can guess what my friend wrote a forward that introduced"""
0,12,NA,yes,that_obj_island,The newspaper reported that she made the salad dressing from a mix that included,The newspaper reported what she made the salad dressing from a mix that included," ""The newspaper reported what she made the salad dressing from a mix that included"""
0,13,NA,yes,that_obj_island,We recall that the blogger drafted a critique that was aimed at,We recall what the blogger drafted a critique that was aimed at," ""We recall what the blogger drafted a critique that was aimed at"""
0,14,NA,yes,that_obj_island,I remember that the politician wrote a diatribe that criticized,I remember who the politician wrote a diatribe that criticized," ""I remember who the politician wrote a diatribe that criticized"""
0,15,NA,yes,that_obj_island,Our friend guessed that we saw a picture that showed,Our friend guessed who we saw a picture that showed," ""Our friend guessed that we saw a picture that showed"""
0,16,NA,yes,that_obj_island,The mayor told me that the newspapers printed a photograph that shocked,The mayor told me who the newspapers printed a photograph that shocked," ""The mayor told me that the newspapers printed a photograph that shocked"""
0,17,NA,yes,that_obj_island,My friend remembers that the monk penned a description that mocked,My friend remembers what the monk penned a description that mocked," ""My friend remembers what the monk penned a description that mocked"""
0,18,NA,yes,that_obj_island,The newspaper said that I picked out the present that we gave,The newspaper said who I picked out the present that we gave," ""The newspaper said that I picked out the present that we gave"""
0,19,NA,yes,that_obj_island,Our neighbor said that she won the argument that concerned,Our neighbor said what she won the argument that concerned," ""Our neighbor said that she won the argument that concerned"""
0,20,NA,yes,that_obj_island,My friend told me that he wrote a proposal that he will deliver to,My friend told me who he wrote a proposal that he will deliver to," ""My friend told me that he wrote a proposal that he will deliver to"""
0,21,NA,yes,that_obj_island,She can not believe that we attended a conference that popularized,She can not believe what we attended a conference that popularized," ""She can not believe that we attended a conference that popularized"""
0,1,FALSE,no,prep_obj_island,I know that your tears signaled an indication of depression,I know what your tears signaled an indication of depression," ""I know what your tears signaled an indication of depression"""
0,2,FALSE,no,prep_obj_island,I remember that we all pitched in to buy the gift for Mary,I remember who we all pitched in to buy the gift for Mary," ""I remember who we all pitched in to buy the gift for Mary"""
0,3,TRUE,no,prep_obj_island,The newspaper reported that the critics reviewed the novel by the famous author,The newspaper reported who the critics reviewed the novel by the famous author," ""The newspaper reported that the critics reviewed the novel by the famous author"""
0,4,FALSE,no,prep_obj_island,I know that the family bought the painting by Monet,I know who the family bought the painting by Monet," ""I know who the family bought the painting by Monet"""
0,5,TRUE,no,prep_obj_island,You remember that the spy sold the instructions for the submarine,You remember what the spy sold the instructions for the submarine," ""You remember that the spy sold the instructions for the submarine"""
0,6,TRUE,no,prep_obj_island,She told me that he has had an allergy to peanuts,She told me what he has had an allergy to peanuts," ""She told me that he has had an allergy to peanuts"""
