,item,Correct,gap,island,C1,C2,Response
0,1,FALSE,no,obj_noisland,I know that your tears signaled an indication,I know what your tears signaled an indication," ""I know what your tears signaled an indication"""
0,2,TRUE,no,obj_noisland,I remember that we all pitched in to buy the gift,I remember what we all pitched in to buy the gift," ""I remember that we all pitched in to buy the gift"""
0,3,TRUE,no,obj_noisland,The newspaper reported that the critics reviewed the novel,The newspaper reported what the critics reviewed the novel," ""The newspaper reported that the critics reviewed the novel"""
0,4,TRUE,no,obj_noisland,I know that the family bought the painting,I know what the family bought the painting," ""I know that the family bought the painting"""
0,5,TRUE,no,obj_noisland,You remember that the spy sold the instructions,You remember what the spy sold the instructions," ""You remember that the spy sold the instructions"""
0,6,TRUE,no,obj_noisland,She told me that he has had an allergy,She told me what he has had an allergy," ""She told me that he has had an allergy"""
0,7,FALSE,no,obj_noisland,She knows that the doorman accepted the delivery,She knows what the doorman accepted the delivery," ""She knows what the doorman accepted the delivery"""
0,8,TRUE,no,obj_noisland,We all remember that the mailman lost the package,We all remember what the mailman lost the package," ""We all remember that the mailman lost the package"""
0,9,TRUE,no,obj_noisland,My friend reported that we listened to the symphony,My friend reported what we listened to the symphony," ""My friend reported that we listened to the symphony"""
0,11,FALSE,no,obj_noisland,She can guess that my friend wrote a forward,She can guess what my friend wrote a forward," ""She can guess what my friend wrote a forward"""
0,12,TRUE,no,obj_noisland,The newspaper reported that she made the salad dressing from a mix,The newspaper reported what she made the salad dressing from a mix," ""The newspaper reported that she made the salad dressing from a mix"""
0,13,FALSE,no,obj_noisland,We recall that the blogger drafted a critique,We recall what the blogger drafted a critique," ""We recall what the blogger drafted a critique"""
0,14,FALSE,no,obj_noisland,I remember that the politician wrote a diatribe,I remember what the politician wrote a diatribe," ""I remember what the politician wrote a diatribe"""
0,15,TRUE,no,obj_noisland,Our friend guessed that we saw a picture,Our friend guessed what we saw a picture," ""Our friend guessed that we saw a picture"""
0,16,TRUE,no,obj_noisland,The mayor told me that the newspapers printed a photograph,The mayor told me what the newspapers printed a photograph," ""The mayor told me that the newspapers printed a photograph"""
0,17,FALSE,no,obj_noisland,My friend remembers that the monk penned a description,My friend remembers what the monk penned a description," ""My friend remembers what the monk penned a description"""
0,18,FALSE,no,obj_noisland,The newspaper said that I picked out the present,The newspaper said what I picked out the present," ""The newspaper said what I picked out the present"""
0,19,TRUE,no,obj_noisland,Our neighbor said that she won the argument,Our neighbor said what she won the argument," ""Our neighbor said that she won the argument"""
0,20,TRUE,no,obj_noisland,My friend told me that he wrote a proposal,My friend told me what he wrote a proposal," ""My friend told me that he wrote a proposal"""
0,21,TRUE,no,obj_noisland,She can not believe that we attended a conference,She can not believe what we attended a conference," ""She can not believe that we attended a conference"""
0,1,TRUE,yes,obj_noisland,I know that your tears signaled,I know what your tears signaled," ""I know what your tears signaled"""
0,2,TRUE,yes,obj_noisland,I remember that we all pitched in to buy,I remember what we all pitched in to buy," ""I remember what we all pitched in to buy"""
0,3,FALSE,yes,obj_noisland,The newspaper reported that the critics reviewed,The newspaper reported what the critics reviewed," ""The newspaper reported that the critics reviewed"""
0,4,TRUE,yes,obj_noisland,I know that the family bought,I know what the family bought," ""I know what the family bought"""
0,5,TRUE,yes,obj_noisland,You remember that the spy sold,You remember what the spy sold," ""You remember what the spy sold, much to our regret."""
0,6,FALSE,yes,obj_noisland,She told me that he has had,She told me what he has had," ""She told me that he has had"""
0,7,TRUE,yes,obj_noisland,She knows that the doorman accepted,She knows what the doorman accepted," ""She knows what the doorman accepted"""
0,8,TRUE,yes,obj_noisland,We all remember that the mailman lost,We all remember what the mailman lost," ""We all remember what the mailman lost"""
0,9,TRUE,yes,obj_noisland,My friend reported that we listened to,My friend reported what we listened to," ""My friend reported what we listened to"""
0,11,TRUE,yes,obj_noisland,She can guess that my friend wrote,She can guess what my friend wrote," ""She can guess what my friend wrote"""
0,12,FALSE,yes,obj_noisland,The newspaper reported that she made the salad dressing from,The newspaper reported what she made the salad dressing from," ""The newspaper reported that she made the salad dressing from"""
