,surprisals,prefix,continuation
0,7.136455,The teacher realized what the student in the first year was studying for the test<extra_id_0> ,with
1,4.959958,The teacher realized what the student in the first year was studying for the test with<extra_id_0> ,great
2,2.8248367,The teacher realized what the student in the first year was studying for the test with great<extra_id_0> ,enthusiasm
3,2.394821,The policeman discovered what the convict with the shaved head smuggled a gun<extra_id_0> ,into
4,0.8212066,The policeman discovered what the convict with the shaved head smuggled a gun into<extra_id_0> ,the
5,3.462028,The policeman discovered what the convict with the shaved head smuggled a gun into the<extra_id_0> ,prison
6,5.277678,The shop owner realized what the waiter in the white jacket placed a candle<extra_id_0> ,near
7,0.84604424,The shop owner realized what the waiter in the white jacket placed a candle near<extra_id_0> ,the
8,2.6712258,The shop owner realized what the waiter in the white jacket placed a candle near the<extra_id_0> ,table
9,6.159715,The committee asked what the banker from the big company sold a mortgage<extra_id_0> ,with
10,1.7753232,The committee asked what the banker from the big company sold a mortgage with<extra_id_0> ,faulty
11,3.8159013,The committee asked what the banker from the big company sold a mortgage with faulty<extra_id_0> ,credit
12,5.089873,The first mate said what the sailor in the rain jacket hauled a line<extra_id_0> ,with
13,6.241456,The first mate said what the sailor in the rain jacket hauled a line with<extra_id_0> ,all
14,2.9511533,The first mate said what the sailor in the rain jacket hauled a line with all<extra_id_0> ,his
15,8.257817,The first mate said what the sailor in the rain jacket hauled a line with all his<extra_id_0> ,might
16,5.126222,The newspaper said what the soccer player from the rival team scored a goal<extra_id_0> ,during
17,0.46695206,The newspaper said what the soccer player from the rival team scored a goal during<extra_id_0> ,the
18,5.7894144,The newspaper said what the soccer player from the rival team scored a goal during the<extra_id_0> ,championship
19,3.3391917,The husband saw what the maid from the new cleaning service broke a vase<extra_id_0> ,in
20,0.92300624,The husband saw what the maid from the new cleaning service broke a vase in<extra_id_0> ,the
21,6.4380836,The husband saw what the maid from the new cleaning service broke a vase in the<extra_id_0> ,hallway
22,5.759099,The administrator discovered what the students who were all very diligent wrote about philosophy<extra_id_0> ,for
23,3.7937906,The administrator discovered what the students who were all very diligent wrote about philosophy for<extra_id_0> ,their
24,8.20691,The administrator discovered what the students who were all very diligent wrote about philosophy for their<extra_id_0> ,term
25,3.903736,The administrator discovered what the students who were all very diligent wrote about philosophy for their term<extra_id_0> ,paper
26,1.5755994,My mother recalled what the fireman who only recently started working for the department rescued her cat<extra_id_0> ,from
27,3.7594173,My mother recalled what the fireman who only recently started working for the department rescued her cat from<extra_id_0> ,the
28,5.187145,My mother recalled what the fireman who only recently started working for the department rescued her cat from the<extra_id_0> ,burning
29,2.038406,My mother recalled what the fireman who only recently started working for the department rescued her cat from the burning<extra_id_0> ,building
30,5.4937735,Our friend said what the customer who had never owned a vehicle before bought the new car<extra_id_0> ,on
31,6.126794,Our friend said what the customer who had never owned a vehicle before bought the new car on<extra_id_0> ,credit
32,7.0636024,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve<extra_id_0> ,before
33,1.8319376,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before<extra_id_0> ,the
34,2.7177057,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before the<extra_id_0> ,match
35,6.5609894,Your father noticed what the author who the fans adored  signed a copy of his book<extra_id_0> ,after
36,2.2742536,Your father noticed what the author who the fans adored  signed a copy of his book after<extra_id_0> ,the
37,5.9974837,Your father noticed what the author who the fans adored  signed a copy of his book after the<extra_id_0> ,reading
38,5.203598,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo<extra_id_0> ,at
39,0.6778411,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at<extra_id_0> ,the
40,2.491955,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at the<extra_id_0> ,zoo
41,5.96941,The reporter said what the citizens who cared about civic engagement talked about a new bill<extra_id_0> ,at
42,0.8735554,The reporter said what the citizens who cared about civic engagement talked about a new bill at<extra_id_0> ,the
43,5.4441814,The reporter said what the citizens who cared about civic engagement talked about a new bill at the<extra_id_0> ,town
44,1.6780922,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town<extra_id_0> ,hall
45,4.187097,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town hall<extra_id_0> ,meeting
46,3.4756842,The assistant realized what the nurse in the white uniform comforted the patient<extra_id_0> ,in
47,1.3886235,The assistant realized what the nurse in the white uniform comforted the patient in<extra_id_0> ,the
48,6.3889956,The assistant realized what the nurse in the white uniform comforted the patient in the<extra_id_0> ,waiting
49,0.059137788,The assistant realized what the nurse in the white uniform comforted the patient in the waiting<extra_id_0> ,room
50,2.7131543,Your friend said what the librarian in the thick plastic glasses  placed the book<extra_id_0> ,on
51,1.1137402,Your friend said what the librarian in the thick plastic glasses  placed the book on<extra_id_0> ,the
52,6.9479856,Your friend said what the librarian in the thick plastic glasses  placed the book on the<extra_id_0> ,wrong
53,3.8870327,Your friend said what the librarian in the thick plastic glasses  placed the book on the wrong<extra_id_0> ,shelf
54,9.775305,The witness realized what the lawyers in dark suits and ties shredded the documents<extra_id_0> ,late
55,3.258173,The witness realized what the lawyers in dark suits and ties shredded the documents late<extra_id_0> ,at
56,0.8218062,The witness realized what the lawyers in dark suits and ties shredded the documents late at<extra_id_0> ,night
57,5.8891554,The article said what the chef who was originally from France prepared the soup<extra_id_0> ,before
58,2.5370517,The article said what the chef who was originally from France prepared the soup before<extra_id_0> ,the
59,3.5602076,The article said what the chef who was originally from France prepared the soup before the<extra_id_0> ,dinner
60,10.779702,The article said what the chef who was originally from France prepared the soup before the dinner<extra_id_0> ,rush
61,5.4991016,The insurance company concluded what the taxi driver in the checkered cap hit the deer<extra_id_0> ,while
