,surprisals,prefix,continuation
0,4.5799556,I know that my brother said that our aunt devoured the cake<extra_id_0> ,at
1,1.4147308,I know that my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,3.761754,I know that my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,2.7349112,My neighbor told me that the fireman believes that the dog caught the cat<extra_id_0> ,in
4,0.36265385,My neighbor told me that the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,3.4767823,My neighbor told me that the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,5.6295214,I know that our assistant believes that the committee delivered the report<extra_id_0> ,by
7,2.2692163,I know that our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,4.099897,I know that our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,7.4278045,You remember that I discovered that the water ruined the new carpet<extra_id_0> ,during
10,0.90853673,You remember that I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,4.017969,You remember that I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,6.7577076,She told me that the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,5.0582247,She told me that the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,5.6550174,She knows that the expert can tell that the collector forged the painting<extra_id_0> ,with
15,1.617465,She knows that the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,4.4425373,She knows that the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,0.033284247,She knows that the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,7.818796,She knows that the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,1.9103332,She knows that the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,2.5793996,We all remember that the politician said that the convict smuggled a gun<extra_id_0> ,into
21,0.9402322,We all remember that the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,2.2427814,We all remember that the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,5.5168996,My friend reported that the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,4.8654385,My friend reported that the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
27,1.8554169,She can guess that our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,for
28,1.0996516,She can guess that our friend predicts that the movie star will be awarded an oscar for<extra_id_0> ,her
29,5.137525,She can guess that our friend predicts that the movie star will be awarded an oscar for her<extra_id_0> ,hard
30,0.12992422,She can guess that our friend predicts that the movie star will be awarded an oscar for her hard<extra_id_0> ,work
31,2.7447114,The newspaper reported that the police know that the suspect killed the witness<extra_id_0> ,in
32,1.1191183,The newspaper reported that the police know that the suspect killed the witness in<extra_id_0> ,the
33,7.0028806,The newspaper reported that the police know that the suspect killed the witness in the<extra_id_0> ,middle
34,0.039465006,The newspaper reported that the police know that the suspect killed the witness in the middle<extra_id_0> ,of
35,0.5456657,The newspaper reported that the police know that the suspect killed the witness in the middle of<extra_id_0> ,the
36,1.347873,The newspaper reported that the police know that the suspect killed the witness in the middle of the<extra_id_0> ,night
37,5.7578926,We recall that the old lady heard that the hot tea warmed the young girl<extra_id_0> ,after
38,2.078441,We recall that the old lady heard that the hot tea warmed the young girl after<extra_id_0> ,the
39,10.188694,We recall that the old lady heard that the hot tea warmed the young girl after the<extra_id_0> ,shocking
40,1.9556617,We recall that the old lady heard that the hot tea warmed the young girl after the shocking<extra_id_0> ,incident
41,2.1406054,I remember that the doctor decided that the nurse should administer the new medicine<extra_id_0> ,to
42,1.2148229,I remember that the doctor decided that the nurse should administer the new medicine to<extra_id_0> ,the
43,5.0373597,I remember that the doctor decided that the nurse should administer the new medicine to the<extra_id_0> ,sick
44,2.4454386,I remember that the doctor decided that the nurse should administer the new medicine to the sick<extra_id_0> ,patient
45,3.7294397,Our friend guessed that my friend discovered that the gossip column revealed family secrets<extra_id_0> ,to
46,1.9463813,Our friend guessed that my friend discovered that the gossip column revealed family secrets to<extra_id_0> ,the
47,6.8359237,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the<extra_id_0> ,whole
48,5.6284485,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the whole<extra_id_0> ,town
49,6.0115576,The mayor told me that the town clerk heard that the town repaired the parking lot<extra_id_0> ,over
50,0.8003005,The mayor told me that the town clerk heard that the town repaired the parking lot over<extra_id_0> ,the
51,1.6272097,The mayor told me that the town clerk heard that the town repaired the parking lot over the<extra_id_0> ,summer
56,4.883058,The newspaper said that the bureaucrat discovered that the manager followed company regulations<extra_id_0> ,during
57,0.69449025,The newspaper said that the bureaucrat discovered that the manager followed company regulations during<extra_id_0> ,the
58,6.159631,The newspaper said that the bureaucrat discovered that the manager followed company regulations during the<extra_id_0> ,financial
59,1.6202884,The newspaper said that the bureaucrat discovered that the manager followed company regulations during the financial<extra_id_0> ,crisis
60,8.215623,Our neighbor said that the professor intuits that the student despised the assigned materials<extra_id_0> ,last
61,3.207273,Our neighbor said that the professor intuits that the student despised the assigned materials last<extra_id_0> ,semester
62,4.5441637,My friend told me that the consultant assumes that the university hired a new administrator<extra_id_0> ,last
63,1.8878272,My friend told me that the consultant assumes that the university hired a new administrator last<extra_id_0> ,week
64,6.618169,She can not believe that I forgot that my good friend married my cousin<extra_id_0> ,last
65,6.154397,She can not believe that I forgot that my good friend married my cousin last<extra_id_0> ,winter
66,3.9680035,Our neighbor reminded us that she remembers that the tow truck hauled the wagon<extra_id_0> ,out
67,0.8093635,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out<extra_id_0> ,of
68,0.44953817,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of<extra_id_0> ,the
69,4.659304,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of the<extra_id_0> ,ditch
70,6.5616603,The shop owner told me that the baker forgot that the restaurant prepared a new recipe<extra_id_0> ,earlier
71,3.4452734,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier<extra_id_0> ,that
72,3.033941,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier that<extra_id_0> ,week
73,4.6735306,My sister told me that our mother remembers that the newspaper published a scandalous story<extra_id_0> ,last
74,2.130448,My sister told me that our mother remembers that the newspaper published a scandalous story last<extra_id_0> ,month
75,2.7758925,We remember that the judge decided that the lawyer must shred the evidence<extra_id_0> ,before
76,2.5291924,We remember that the judge decided that the lawyer must shred the evidence before<extra_id_0> ,the
77,2.1638827,We remember that the judge decided that the lawyer must shred the evidence before the<extra_id_0> ,trial
78,7.5390043,I know that my brother said that our aunt devoured<extra_id_0> ,at
79,2.0947738,I know that my brother said that our aunt devoured at<extra_id_0> ,the
80,5.1127462,I know that my brother said that our aunt devoured at the<extra_id_0> ,party
81,4.5750313,My neighbor told me that the fireman believes that the dog caught<extra_id_0> ,in
82,0.3384403,My neighbor told me that the fireman believes that the dog caught in<extra_id_0> ,the
83,4.9384403,My neighbor told me that the fireman believes that the dog caught in the<extra_id_0> ,garage
84,6.517415,I know that our assistant believes that the committee delivered<extra_id_0> ,by
85,1.910348,I know that our assistant believes that the committee delivered by<extra_id_0> ,the
86,7.358214,I know that our assistant believes that the committee delivered by the<extra_id_0> ,deadline
87,10.004252,You remember that I discovered that the water ruined<extra_id_0> ,during
88,0.92503005,You remember that I discovered that the water ruined during<extra_id_0> ,the
89,3.670966,You remember that I discovered that the water ruined during the<extra_id_0> ,flood
90,8.458331,She told me that the teacher suspects that the star student stole<extra_id_0> ,last
91,5.3568487,She told me that the teacher suspects that the star student stole last<extra_id_0> ,semester
92,6.8630958,She knows that the expert can tell that the collector forged<extra_id_0> ,with
93,1.5859793,She knows that the expert can tell that the collector forged with<extra_id_0> ,the
94,5.363228,She knows that the expert can tell that the collector forged with the<extra_id_0> ,help
95,0.049666233,She knows that the expert can tell that the collector forged with the help<extra_id_0> ,of
96,7.694518,She knows that the expert can tell that the collector forged with the help of<extra_id_0> ,modern
97,2.1088274,She knows that the expert can tell that the collector forged with the help of modern<extra_id_0> ,technology
