,surprisals,prefix,continuation
0,6.9463744,The teacher realized what the student in the first year was studying for the test<extra_id_0> ,with
1,4.8593845,The teacher realized what the student in the first year was studying for the test with<extra_id_0> ,great
2,2.8928142,The teacher realized what the student in the first year was studying for the test with great<extra_id_0> ,enthusiasm
3,2.679566,The policeman discovered what the convict with the shaved head smuggled a gun<extra_id_0> ,into
4,0.8460953,The policeman discovered what the convict with the shaved head smuggled a gun into<extra_id_0> ,the
5,3.7037368,The policeman discovered what the convict with the shaved head smuggled a gun into the<extra_id_0> ,prison
6,5.650331,The shop owner realized what the waiter in the white jacket placed a candle<extra_id_0> ,near
7,0.82417125,The shop owner realized what the waiter in the white jacket placed a candle near<extra_id_0> ,the
8,2.7290492,The shop owner realized what the waiter in the white jacket placed a candle near the<extra_id_0> ,table
9,6.024502,The committee asked what the banker from the big company sold a mortgage<extra_id_0> ,with
10,1.9634391,The committee asked what the banker from the big company sold a mortgage with<extra_id_0> ,faulty
11,3.834438,The committee asked what the banker from the big company sold a mortgage with faulty<extra_id_0> ,credit
12,5.0736136,The first mate said what the sailor in the rain jacket hauled a line<extra_id_0> ,with
13,6.0428653,The first mate said what the sailor in the rain jacket hauled a line with<extra_id_0> ,all
14,3.1612575,The first mate said what the sailor in the rain jacket hauled a line with all<extra_id_0> ,his
15,8.097306,The first mate said what the sailor in the rain jacket hauled a line with all his<extra_id_0> ,might
16,5.3477883,The newspaper said what the soccer player from the rival team scored a goal<extra_id_0> ,during
17,0.52707195,The newspaper said what the soccer player from the rival team scored a goal during<extra_id_0> ,the
18,5.7917767,The newspaper said what the soccer player from the rival team scored a goal during the<extra_id_0> ,championship
19,3.4644163,The husband saw what the maid from the new cleaning service broke a vase<extra_id_0> ,in
20,0.96642697,The husband saw what the maid from the new cleaning service broke a vase in<extra_id_0> ,the
21,7.1608405,The husband saw what the maid from the new cleaning service broke a vase in the<extra_id_0> ,hallway
22,5.6085577,The administrator discovered what the students who were all very diligent wrote about philosophy<extra_id_0> ,for
23,3.5782104,The administrator discovered what the students who were all very diligent wrote about philosophy for<extra_id_0> ,their
24,8.159421,The administrator discovered what the students who were all very diligent wrote about philosophy for their<extra_id_0> ,term
25,4.0003147,The administrator discovered what the students who were all very diligent wrote about philosophy for their term<extra_id_0> ,paper
26,1.7828313,My mother recalled what the fireman who only recently started working for the department rescued her cat<extra_id_0> ,from
27,3.8541043,My mother recalled what the fireman who only recently started working for the department rescued her cat from<extra_id_0> ,the
28,4.703862,My mother recalled what the fireman who only recently started working for the department rescued her cat from the<extra_id_0> ,burning
29,2.1568074,My mother recalled what the fireman who only recently started working for the department rescued her cat from the burning<extra_id_0> ,building
30,5.2996273,Our friend said what the customer who had never owned a vehicle before bought the new car<extra_id_0> ,on
31,6.304112,Our friend said what the customer who had never owned a vehicle before bought the new car on<extra_id_0> ,credit
32,7.125319,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve<extra_id_0> ,before
33,1.8053316,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before<extra_id_0> ,the
34,2.9610612,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before the<extra_id_0> ,match
35,6.409777,Your father noticed what the author who the fans adored  signed a copy of his book<extra_id_0> ,after
36,2.1427386,Your father noticed what the author who the fans adored  signed a copy of his book after<extra_id_0> ,the
37,6.087057,Your father noticed what the author who the fans adored  signed a copy of his book after the<extra_id_0> ,reading
38,5.2808547,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo<extra_id_0> ,at
39,0.79057044,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at<extra_id_0> ,the
40,2.5306506,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at the<extra_id_0> ,zoo
41,5.759421,The reporter said what the citizens who cared about civic engagement talked about a new bill<extra_id_0> ,at
42,0.87964505,The reporter said what the citizens who cared about civic engagement talked about a new bill at<extra_id_0> ,the
43,5.2472563,The reporter said what the citizens who cared about civic engagement talked about a new bill at the<extra_id_0> ,town
44,1.7792639,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town<extra_id_0> ,hall
45,4.094339,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town hall<extra_id_0> ,meeting
46,3.4329133,The assistant realized what the nurse in the white uniform comforted the patient<extra_id_0> ,in
47,1.4056581,The assistant realized what the nurse in the white uniform comforted the patient in<extra_id_0> ,the
48,6.247688,The assistant realized what the nurse in the white uniform comforted the patient in the<extra_id_0> ,waiting
49,0.077643126,The assistant realized what the nurse in the white uniform comforted the patient in the waiting<extra_id_0> ,room
50,3.2506185,Your friend said what the librarian in the thick plastic glasses  placed the book<extra_id_0> ,on
51,1.2068934,Your friend said what the librarian in the thick plastic glasses  placed the book on<extra_id_0> ,the
52,6.978723,Your friend said what the librarian in the thick plastic glasses  placed the book on the<extra_id_0> ,wrong
53,3.9305453,Your friend said what the librarian in the thick plastic glasses  placed the book on the wrong<extra_id_0> ,shelf
54,9.583858,The witness realized what the lawyers in dark suits and ties shredded the documents<extra_id_0> ,late
55,3.6159863,The witness realized what the lawyers in dark suits and ties shredded the documents late<extra_id_0> ,at
56,0.9855138,The witness realized what the lawyers in dark suits and ties shredded the documents late at<extra_id_0> ,night
57,6.080427,The article said what the chef who was originally from France prepared the soup<extra_id_0> ,before
58,2.2746842,The article said what the chef who was originally from France prepared the soup before<extra_id_0> ,the
59,3.7800474,The article said what the chef who was originally from France prepared the soup before the<extra_id_0> ,dinner
60,10.992389,The article said what the chef who was originally from France prepared the soup before the dinner<extra_id_0> ,rush
61,5.9142423,The insurance company concluded what the taxi driver in the checkered cap hit the deer<extra_id_0> ,while
