,surprisals,prefix,continuation
0,8.681689,I know that your tears signaled an indication which signaled depression<extra_id_0> ,last
1,2.2229335,I know that your tears signaled an indication which signaled depression last<extra_id_0> ,night
2,5.247836,I remember that we all pitched in to buy the gift which we bought Mary<extra_id_0> ,at
3,1.2965946,I remember that we all pitched in to buy the gift which we bought Mary at<extra_id_0> ,the
4,4.8832555,I remember that we all pitched in to buy the gift which we bought Mary at the<extra_id_0> ,last
5,1.4205786,I remember that we all pitched in to buy the gift which we bought Mary at the last<extra_id_0> ,minute
6,4.5973334,The newspaper reported that the critics reviewed the novel which provoked the famous author<extra_id_0> ,in
7,1.9258707,The newspaper reported that the critics reviewed the novel which provoked the famous author in<extra_id_0> ,the
8,4.178931,The newspaper reported that the critics reviewed the novel which provoked the famous author in the<extra_id_0> ,press
9,9.216699,I know that the family bought the painting which depicted Monet<extra_id_0> ,sometime
10,5.866407,I know that the family bought the painting which depicted Monet sometime<extra_id_0> ,last
11,0.40817842,I know that the family bought the painting which depicted Monet sometime last<extra_id_0> ,year
12,10.256413,You remember that the spy sold the instructions which showed how to operate the submarine<extra_id_0> ,much
13,3.2412186,You remember that the spy sold the instructions which showed how to operate the submarine much<extra_id_0> ,to
14,5.0614495,You remember that the spy sold the instructions which showed how to operate the submarine much to<extra_id_0> ,our
15,5.497555,You remember that the spy sold the instructions which showed how to operate the submarine much to our<extra_id_0> ,regret
16,10.844058,She told me that he has had an allergy which is caused by peanuts<extra_id_0> ,ever
17,0.084814295,She told me that he has had an allergy which is caused by peanuts ever<extra_id_0> ,since
18,1.5388544,She told me that he has had an allergy which is caused by peanuts ever since<extra_id_0> ,he
19,0.40130684,She told me that he has had an allergy which is caused by peanuts ever since he<extra_id_0> ,was
20,4.8072844,She told me that he has had an allergy which is caused by peanuts ever since he was<extra_id_0> ,young
21,7.30596,She knows that the doorman accepted the delivery which shocked Sarah<extra_id_0> ,last
22,4.875618,She knows that the doorman accepted the delivery which shocked Sarah last<extra_id_0> ,Tuesday
23,3.0880084,We all remember that the mailman lost the package which Sarah described to Robert<extra_id_0> ,in
24,1.3929107,We all remember that the mailman lost the package which Sarah described to Robert in<extra_id_0> ,the
25,8.059386,We all remember that the mailman lost the package which Sarah described to Robert in the<extra_id_0> ,holiday
26,7.7138124,We all remember that the mailman lost the package which Sarah described to Robert in the holiday<extra_id_0> ,rush
27,7.312976,My friend reported that we listened to the symphony which was dedicated to Mozart<extra_id_0> ,yesterday
28,4.0319114,My friend reported that we listened to the symphony which was dedicated to Mozart yesterday<extra_id_0> ,night
