,surprisals,prefix,continuation
0,7.9225254,I know that an indication that signaled depression caused us to recommend therapy<extra_id_0> ,last
1,4.339757,I know that an indication that signaled depression caused us to recommend therapy last<extra_id_0> ,night
2,5.4547663,I remember that the gift that we bought Mary cost a lot of money<extra_id_0> ,at
3,0.959357,I remember that the gift that we bought Mary cost a lot of money at<extra_id_0> ,the
4,6.2063923,I remember that the gift that we bought Mary cost a lot of money at the<extra_id_0> ,last
5,1.1613561,I remember that the gift that we bought Mary cost a lot of money at the last<extra_id_0> ,minute
6,2.5691433,The newspaper reported that the novel that provoked the famous author received favorable reviews<extra_id_0> ,in
7,0.6822684,The newspaper reported that the novel that provoked the famous author received favorable reviews in<extra_id_0> ,the
8,2.9621773,The newspaper reported that the novel that provoked the famous author received favorable reviews in the<extra_id_0> ,press
9,8.733271,I know that the painting that depicted Monet fetched a high price at auction<extra_id_0> ,sometime
10,3.1352332,I know that the painting that depicted Monet fetched a high price at auction sometime<extra_id_0> ,last
11,0.37610164,I know that the painting that depicted Monet fetched a high price at auction sometime last<extra_id_0> ,year
12,10.054929,You remember that the instructions that showed how to operate the submarine fell into the furnace<extra_id_0> ,much
13,3.0557842,You remember that the instructions that showed how to operate the submarine fell into the furnace much<extra_id_0> ,to
14,3.7798598,You remember that the instructions that showed how to operate the submarine fell into the furnace much to<extra_id_0> ,our
15,4.4942646,You remember that the instructions that showed how to operate the submarine fell into the furnace much to our<extra_id_0> ,regret
16,8.651254,She told me that an allergy that is caused by peanuts causes him to avoid dining out<extra_id_0> ,ever
17,0.9833064,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever<extra_id_0> ,since
18,2.1588879,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since<extra_id_0> ,he
19,0.7246193,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he<extra_id_0> ,was
20,4.5399637,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he was<extra_id_0> ,young
21,3.3728848,She knows that the delivery that shocked Sarah arrived around noon<extra_id_0> ,last
22,3.4831836,She knows that the delivery that shocked Sarah arrived around noon last<extra_id_0> ,Tuesday
23,4.3620095,We all remember that the package that Sarah described to Robert got lost in the mail<extra_id_0> ,in
24,1.2886491,We all remember that the package that Sarah described to Robert got lost in the mail in<extra_id_0> ,the
25,7.790609,We all remember that the package that Sarah described to Robert got lost in the mail in the<extra_id_0> ,holiday
26,5.2023463,We all remember that the package that Sarah described to Robert got lost in the mail in the holiday<extra_id_0> ,rush
27,7.500564,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears<extra_id_0> ,yesterday
28,3.4909596,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears yesterday<extra_id_0> ,night
29,6.56581,I have an idea about that the play that delighted the amateur comedian upset me<extra_id_0> ,last
30,1.6908904,I have an idea about that the play that delighted the amateur comedian upset me last<extra_id_0> ,night
31,8.215563,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive<extra_id_0> ,over
32,1.1814702,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive over<extra_id_0> ,the
33,3.939512,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,10.321008,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing<extra_id_0> ,every
35,2.355447,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every<extra_id_0> ,time
36,3.4684527,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every time<extra_id_0> ,she
37,3.367201,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every time she<extra_id_0> ,cooked
38,8.800229,We recall that a critique that was aimed at the fossil fuel industry found support online<extra_id_0> ,late
39,2.7689188,We recall that a critique that was aimed at the fossil fuel industry found support online late<extra_id_0> ,in
40,1.1561558,We recall that a critique that was aimed at the fossil fuel industry found support online late in<extra_id_0> ,the
