,prefix,continuation,surprisals
0,I know that an indication of depression caused us to recommend therapy, last,8.403874397277832
1,I know that an indication of depression caused us to recommend therapy last, night,3.3450145721435547
2,I remember that the gift for Mary cost a lot of money, at,4.6288604736328125
3,I remember that the gift for Mary cost a lot of money at, the,0.9405122399330139
4,I remember that the gift for Mary cost a lot of money at the, last,6.961328506469727
5,I remember that the gift for Mary cost a lot of money at the last, minute,1.1036980152130127
6,The newspaper reported that the novel by the famous author received favorable reviews, in,2.807002067565918
7,The newspaper reported that the novel by the famous author received favorable reviews in, the,1.0717854499816895
8,The newspaper reported that the novel by the famous author received favorable reviews in the, press,3.9417176246643066
9,I know that the painting by Monet fetched a high price at auction, sometime,10.057475090026855
10,I know that the painting by Monet fetched a high price at auction sometime, last,2.4552881717681885
11,I know that the painting by Monet fetched a high price at auction sometime last, year,0.47696423530578613
12,You remember that the instructions for the submarine fell into the furnace, much,8.682044982910156
13,You remember that the instructions for the submarine fell into the furnace much, to,3.582895517349243
14,You remember that the instructions for the submarine fell into the furnace much to, our,2.6669223308563232
15,You remember that the instructions for the submarine fell into the furnace much to our, regret,5.889179706573486
16,She told me that an allergy to peanuts causes him to avoid dining out, ever,7.601269245147705
17,She told me that an allergy to peanuts causes him to avoid dining out ever, since,0.22616229951381683
18,She told me that an allergy to peanuts causes him to avoid dining out ever since, he,0.7419401407241821
19,She told me that an allergy to peanuts causes him to avoid dining out ever since he, was,1.1451199054718018
20,She told me that an allergy to peanuts causes him to avoid dining out ever since he was, young,3.719033718109131
21,She knows that the delivery for Sarah arrived around noon, last,5.17248010635376
22,She knows that the delivery for Sarah arrived around noon last, Tuesday,4.276449680328369
23,We all remember that the package for Robert got lost in the mail, in,3.166259527206421
24,We all remember that the package for Robert got lost in the mail in, the,1.8780955076217651
25,We all remember that the package for Robert got lost in the mail in the, holiday,7.504238128662109
26,We all remember that the package for Robert got lost in the mail in the holiday, rush,3.1947948932647705
27,My friend reported that the symphony by Mozart moved my mother to tears, yesterday,7.6283159255981445
28,My friend reported that the symphony by Mozart moved my mother to tears yesterday, night,3.818540334701538
29,I have an idea about that the play by the amateur comedian upset me, last,5.582551956176758
30,I have an idea about that the play by the amateur comedian upset me last, night,0.7741328477859497
31,She can guess that a forward for the new manuscript claimed that Elvis is still alive, over,8.578385353088379
32,She can guess that a forward for the new manuscript claimed that Elvis is still alive over, the,1.1048030853271484
33,She can guess that a forward for the new manuscript claimed that Elvis is still alive over the, weekend,2.7984514236450195
