,prefix,continuation,surprisals
0,I know what my brother said that our aunt devoured the cake, at,4.552493095
1,I know what my brother said that our aunt devoured the cake at, the,1.079844713
2,I know what my brother said that our aunt devoured the cake at the, party,3.667279005
3,My neighbor told me what the fireman believes that the dog caught the cat, in,2.543704033
4,My neighbor told me what the fireman believes that the dog caught the cat in, the,0.845155299
5,My neighbor told me what the fireman believes that the dog caught the cat in the, garage,5.981955051
6,I know what our assistant believes that the committee delivered the report, by,6.36828661
7,I know what our assistant believes that the committee delivered the report by, the,1.904943466
8,I know what our assistant believes that the committee delivered the report by the, deadline,5.042272568
9,You remember what I discovered that the water ruined the new carpet, during,7.24287653
10,You remember what I discovered that the water ruined the new carpet during, the,0.770348787
11,You remember what I discovered that the water ruined the new carpet during the, flood,5.965164185
12,She told me what the teacher suspects that the star student stole answers to the test, last,7.891375065
13,She told me what the teacher suspects that the star student stole answers to the test last, semester,4.276167393
14,She knows what the expert can tell that the collector forged the painting, with,4.092228413
15,She knows what the expert can tell that the collector forged the painting with, the,2.220623016
16,She knows what the expert can tell that the collector forged the painting with the, help,1.943284512
17,She knows what the expert can tell that the collector forged the painting with the help, of,0.006838704
18,She knows what the expert can tell that the collector forged the painting with the help of, modern,7.798105717
19,She knows what the expert can tell that the collector forged the painting with the help of modern, technology,2.206722021
20,We all remember what the politician said that the convict smuggled a gun, into,1.346931696
21,We all remember what the politician said that the convict smuggled a gun into, the,1.089883685
22,We all remember what the politician said that the convict smuggled a gun into the, prison,2.328358412
23,My friend reported what the banker predicts that the company will sell multiple assets, next,6.221176147
24,My friend reported what the banker predicts that the company will sell multiple assets next, quarter,4.811019421
27,She can guess what our friend predicts that the movie star will be awarded an oscar, for,2.303725004
28,She can guess what our friend predicts that the movie star will be awarded an oscar for, her,2.746923685
29,She can guess what our friend predicts that the movie star will be awarded an oscar for her, hard,6.378056526
30,She can guess what our friend predicts that the movie star will be awarded an oscar for her hard, work,0.588813365
31,The newspaper reported who the police know that the suspect killed the witness, in,3.260400534
32,The newspaper reported who the police know that the suspect killed the witness in, the,0.953353643
33,The newspaper reported who the police know that the suspect killed the witness in the, middle,5.650210381
34,The newspaper reported who the police know that the suspect killed the witness in the middle, of,0.010087956
35,The newspaper reported who the police know that the suspect killed the witness in the middle of, the,0.351240456
36,The newspaper reported who the police know that the suspect killed the witness in the middle of the, night,0.305610538
37,We recall who the old lady heard that the hot tea warmed the young girl, after,7.271744728
38,We recall who the old lady heard that the hot tea warmed the young girl after, the,2.170144796
39,We recall who the old lady heard that the hot tea warmed the young girl after the, shocking,10.10934639
40,We recall who the old lady heard that the hot tea warmed the young girl after the shocking, incident,1.545366049
41,I remember what the doctor decided that the nurse should administer the new medicine, to,2.170148134
42,I remember what the doctor decided that the nurse should administer the new medicine to, the,1.784713268
43,I remember what the doctor decided that the nurse should administer the new medicine to the, sick,5.42380619
44,I remember what the doctor decided that the nurse should administer the new medicine to the sick, patient,2.563242912
45,Our friend guessed what my friend discovered that the gossip column revealed family secrets, to,3.499720573
46,Our friend guessed what my friend discovered that the gossip column revealed family secrets to, the,2.20414257
47,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the, whole,5.192094326
48,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the whole, town,4.733593464
49,The mayor told me what the town clerk heard that the town repaired the parking lot, over,6.419336796
50,The mayor told me what the town clerk heard that the town repaired the parking lot over, the,0.616689205
51,The mayor told me what the town clerk heard that the town repaired the parking lot over the, summer,1.990781665
56,The newspaper said what the bureaucrat discovered that the manager followed company regulations, during,5.765827179
57,The newspaper said what the bureaucrat discovered that the manager followed company regulations during, the,1.402071595
58,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the, financial,6.560195446
59,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the financial, crisis,0.49295482
60,Our neighbor said what the professor intuits that the student despised the assigned materials, last,9.275996208
61,Our neighbor said what the professor intuits that the student despised the assigned materials last, semester,1.72560668
62,My friend told me who the consultant assumes that the university hired a new administrator, last,5.44925642
63,My friend told me who the consultant assumes that the university hired a new administrator last, week,1.806389093
64,She can not believe who I forgot that my good friend married my cousin, last,5.008518696
65,She can not believe who I forgot that my good friend married my cousin last, winter,5.597788334
66,Our neighbor reminded us what she remembers that the tow truck hauled the wagon, out,3.363667011
67,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out, of,0.44611913
68,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of, the,0.40402621
69,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of the, ditch,3.843932867
70,The shop owner told me what the baker forgot that the restaurant prepared a new recipe, earlier,7.030329704
71,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier, that,2.232982635
72,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier that, week,3.340614557
73,My sister told me what our mother remembers that the newspaper published a scandalous story, last,4.440397739
74,My sister told me what our mother remembers that the newspaper published a scandalous story last, month,2.092779875
75,We remember what the judge decided that the lawyer must shred the evidence, before,2.707060337
76,We remember what the judge decided that the lawyer must shred the evidence before, the,1.996332645
77,We remember what the judge decided that the lawyer must shred the evidence before the, trial,2.630573034
78,I know what my brother said that our aunt devoured, at,5.607398987
79,I know what my brother said that our aunt devoured at, the,1.39907527
80,I know what my brother said that our aunt devoured at the, party,5.959208488
81,My neighbor told me what the fireman believes that the dog caught, in,2.015465498
82,My neighbor told me what the fireman believes that the dog caught in, the,0.215770796
83,My neighbor told me what the fireman believes that the dog caught in the, garage,5.62857914
84,I know what our assistant believes that the committee delivered, by,5.72451067
85,I know what our assistant believes that the committee delivered by, the,1.681792736
86,I know what our assistant believes that the committee delivered by the, deadline,7.793128967
87,You remember what I discovered that the water ruined, during,7.302170753
88,You remember what I discovered that the water ruined during, the,0.800498784
89,You remember what I discovered that the water ruined during the, flood,4.887969971
90,She told me what the teacher suspects that the star student stole, last,7.203262806
91,She told me what the teacher suspects that the star student stole last, semester,4.344615936
92,She knows what the expert can tell that the collector forged, with,4.890424252
93,She knows what the expert can tell that the collector forged with, the,1.978799105
94,She knows what the expert can tell that the collector forged with the, help,3.949920416
95,She knows what the expert can tell that the collector forged with the help, of,0.007966757
96,She knows what the expert can tell that the collector forged with the help of, modern,7.634331226
97,She knows what the expert can tell that the collector forged with the help of modern, technology,1.947720766
98,We all remember what the politician said that the convict smuggled, into,2.44095397
99,We all remember what the politician said that the convict smuggled into, the,1.302809834
100,We all remember what the politician said that the convict smuggled into the, prison,2.962800264
101,My friend reported what the banker predicts that the company will sell, next,4.840422153
102,My friend reported what the banker predicts that the company will sell next, quarter,5.848968029
105,She can guess what our friend predicts that the movie star will be awarded, for,2.287294865
106,She can guess what our friend predicts that the movie star will be awarded for, her,2.252143145
107,She can guess what our friend predicts that the movie star will be awarded for her, hard,5.21475029
108,She can guess what our friend predicts that the movie star will be awarded for her hard, work,0.183286503
109,The newspaper reported who the police know that the suspect killed, in,2.315631866
110,The newspaper reported who the police know that the suspect killed in, the,0.415714473
111,The newspaper reported who the police know that the suspect killed in the, middle,8.462989807
112,The newspaper reported who the police know that the suspect killed in the middle, of,0.033428453
113,The newspaper reported who the police know that the suspect killed in the middle of, the,0.463894784
114,The newspaper reported who the police know that the suspect killed in the middle of the, night,0.933419526
115,We recall who the old lady heard that the hot tea warmed, after,7.923758984
116,We recall who the old lady heard that the hot tea warmed after, the,1.922421455
117,We recall who the old lady heard that the hot tea warmed after the, shocking,10.79198074
118,We recall who the old lady heard that the hot tea warmed after the shocking, incident,2.7724967
119,I remember what the doctor decided that the nurse should administer, to,1.728438616
120,I remember what the doctor decided that the nurse should administer to, the,1.527843237
121,I remember what the doctor decided that the nurse should administer to the, sick,5.880553722
122,I remember what the doctor decided that the nurse should administer to the sick, patient,2.689353943
123,Our friend guessed what my friend discovered that the gossip column revealed, to,2.660371304
124,Our friend guessed what my friend discovered that the gossip column revealed to, the,3.02460146
125,Our friend guessed what my friend discovered that the gossip column revealed to the, whole,5.110550404
126,Our friend guessed what my friend discovered that the gossip column revealed to the whole, town,4.683502674
127,The mayor told me what the town clerk heard that the town repaired, over,5.635382175
128,The mayor told me what the town clerk heard that the town repaired over, the,1.078202128
129,The mayor told me what the town clerk heard that the town repaired over the, summer,2.784456015
134,The newspaper said what the bureaucrat discovered that the manager followed, during,4.524075031
135,The newspaper said what the bureaucrat discovered that the manager followed during, the,1.446147919
136,The newspaper said what the bureaucrat discovered that the manager followed during the, financial,7.872416973
137,The newspaper said what the bureaucrat discovered that the manager followed during the financial, crisis,0.582883358
138,Our neighbor said what the professor intuits that the student despised, last,8.19287014
139,Our neighbor said what the professor intuits that the student despised last, semester,2.581387281
140,My friend told me who the consultant assumes that the university hired, last,6.115814686
141,My friend told me who the consultant assumes that the university hired last, week,2.366728306
142,She can not believe who I forgot that my good friend married, last,5.6135993
143,She can not believe who I forgot that my good friend married last, winter,6.01687336
144,Our neighbor reminded us what she remembers that the tow truck hauled, out,3.646828651
145,Our neighbor reminded us what she remembers that the tow truck hauled out, of,1.163585186
146,Our neighbor reminded us what she remembers that the tow truck hauled out of, the,0.932376146
147,Our neighbor reminded us what she remembers that the tow truck hauled out of the, ditch,4.804480553
148,The shop owner told me what the baker forgot that the restaurant prepared, earlier,6.588237762
149,The shop owner told me what the baker forgot that the restaurant prepared earlier, that,2.475804329
150,The shop owner told me what the baker forgot that the restaurant prepared earlier that, week,3.632485867
151,My sister told me what our mother remembers that the newspaper published, last,4.875316143
152,My sister told me what our mother remembers that the newspaper published last, month,2.281362772
153,We remember what the judge decided that the lawyer must shred, before,4.122913837
154,We remember what the judge decided that the lawyer must shred before, the,2.135444164
155,We remember what the judge decided that the lawyer must shred before the, trial,2.9597826
156,I know what my brother said whether our aunt devoured the cake, at,4.825565815
157,I know what my brother said whether our aunt devoured the cake at, the,1.343819499
158,I know what my brother said whether our aunt devoured the cake at the, party,3.640951633
159,My neighbor told me what the fireman believes whether the dog caught the cat, in,3.510872126
160,My neighbor told me what the fireman believes whether the dog caught the cat in, the,0.500287414
161,My neighbor told me what the fireman believes whether the dog caught the cat in the, garage,5.122215748
162,I know what our assistant believes whether the committee delivered the report, by,5.782028198
163,I know what our assistant believes whether the committee delivered the report by, the,1.520674229
164,I know what our assistant believes whether the committee delivered the report by the, deadline,3.703074694
165,You remember what I discovered whether the water ruined the new carpet, during,7.533261299
166,You remember what I discovered whether the water ruined the new carpet during, the,0.843372226
167,You remember what I discovered whether the water ruined the new carpet during the, flood,5.663607597
168,She told me what the teacher suspects whether the star student stole answers to the test, last,8.113883018
169,She told me what the teacher suspects whether the star student stole answers to the test last, semester,4.191830635
170,She knows what the expert can tell whether the collector forged the painting, with,4.512753963
171,She knows what the expert can tell whether the collector forged the painting with, the,1.767939806
172,She knows what the expert can tell whether the collector forged the painting with the, help,2.527080297
173,She knows what the expert can tell whether the collector forged the painting with the help, of,0.004396193
174,She knows what the expert can tell whether the collector forged the painting with the help of, modern,6.992475033
175,She knows what the expert can tell whether the collector forged the painting with the help of modern, technology,2.070514917
176,We all remember what the politician said whether the convict smuggled a gun, into,2.267611265
177,We all remember what the politician said whether the convict smuggled a gun into, the,0.964446664
178,We all remember what the politician said whether the convict smuggled a gun into the, prison,2.265581608
179,My friend reported what the banker predicts whether the company will sell multiple assets, next,6.411532879
180,My friend reported what the banker predicts whether the company will sell multiple assets next, quarter,4.598304749
183,She can guess what our friend predicts whether the movie star will be awarded an oscar, for,3.196000338
184,She can guess what our friend predicts whether the movie star will be awarded an oscar for, her,2.167387962
185,She can guess what our friend predicts whether the movie star will be awarded an oscar for her, hard,6.469052315
186,She can guess what our friend predicts whether the movie star will be awarded an oscar for her hard, work,0.874409437
187,The newspaper reported who the police know whether the suspect killed the witness, in,3.807467222
188,The newspaper reported who the police know whether the suspect killed the witness in, the,0.84863615
189,The newspaper reported who the police know whether the suspect killed the witness in the, middle,6.123780251
190,The newspaper reported who the police know whether the suspect killed the witness in the middle, of,0.015194047
191,The newspaper reported who the police know whether the suspect killed the witness in the middle of, the,0.285582304
192,The newspaper reported who the police know whether the suspect killed the witness in the middle of the, night,0.454156101
193,We recall who the old lady heard whether the hot tea warmed the young girl, after,6.858093739
194,We recall who the old lady heard whether the hot tea warmed the young girl after, the,1.887123942
195,We recall who the old lady heard whether the hot tea warmed the young girl after the, shocking,10.12689209
196,We recall who the old lady heard whether the hot tea warmed the young girl after the shocking, incident,1.453210473
197,I remember what the doctor decided whether the nurse should administer the new medicine, to,2.671701908
198,I remember what the doctor decided whether the nurse should administer the new medicine to, the,1.523711205
199,I remember what the doctor decided whether the nurse should administer the new medicine to the, sick,5.421329975
200,I remember what the doctor decided whether the nurse should administer the new medicine to the sick, patient,2.374362469
201,Our friend guessed what my friend discovered whether the gossip column revealed family secrets, to,4.637981415
202,Our friend guessed what my friend discovered whether the gossip column revealed family secrets to, the,2.205508709
203,Our friend guessed what my friend discovered whether the gossip column revealed family secrets to the, whole,5.705840588
204,Our friend guessed what my friend discovered whether the gossip column revealed family secrets to the whole, town,4.54064703
205,The mayor told me what the town clerk heard whether the town repaired the parking lot, over,6.917098999
206,The mayor told me what the town clerk heard whether the town repaired the parking lot over, the,0.516331673
207,The mayor told me what the town clerk heard whether the town repaired the parking lot over the, summer,1.99940455
212,The newspaper said what the bureaucrat discovered whether the manager followed company regulations, during,5.853478432
213,The newspaper said what the bureaucrat discovered whether the manager followed company regulations during, the,1.194094539
214,The newspaper said what the bureaucrat discovered whether the manager followed company regulations during the, financial,6.592619419
215,The newspaper said what the bureaucrat discovered whether the manager followed company regulations during the financial, crisis,0.659433424
216,Our neighbor said what the professor intuits whether the student despised the assigned materials, last,9.545462608
217,Our neighbor said what the professor intuits whether the student despised the assigned materials last, semester,1.941672325
218,My friend told me who the consultant assumes whether the university hired a new administrator, last,6.884987831
219,My friend told me who the consultant assumes whether the university hired a new administrator last, week,2.345034838
220,She can not believe who I forgot whether my good friend married my cousin, last,6.837004662
221,She can not believe who I forgot whether my good friend married my cousin last, winter,5.614567757
222,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon, out,4.635224819
223,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon out, of,0.674404681
224,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon out of, the,0.393262655
225,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon out of the, ditch,3.957415581
226,The shop owner told me what the baker forgot whether the restaurant prepared a new recipe, earlier,8.422289848
227,The shop owner told me what the baker forgot whether the restaurant prepared a new recipe earlier, that,3.314413548
228,The shop owner told me what the baker forgot whether the restaurant prepared a new recipe earlier that, week,3.51308465
229,My sister told me what our mother remembers whether the newspaper published a scandalous story, last,8.187189102
230,My sister told me what our mother remembers whether the newspaper published a scandalous story last, month,2.300305843
231,We remember what the judge decided whether the lawyer must shred the evidence, before,3.245743513
232,We remember what the judge decided whether the lawyer must shred the evidence before, the,1.955039263
233,We remember what the judge decided whether the lawyer must shred the evidence before the, trial,2.278205872
234,I know what my brother said whether our aunt devoured, at,7.200327396
235,I know what my brother said whether our aunt devoured at, the,1.881899834
236,I know what my brother said whether our aunt devoured at the, party,6.068593025
237,My neighbor told me what the fireman believes whether the dog caught, in,3.08319211
238,My neighbor told me what the fireman believes whether the dog caught in, the,0.207949504
239,My neighbor told me what the fireman believes whether the dog caught in the, garage,5.56659174
240,I know what our assistant believes whether the committee delivered, by,6.083652496
241,I know what our assistant believes whether the committee delivered by, the,2.215006828
242,I know what our assistant believes whether the committee delivered by the, deadline,5.324793339
243,You remember what I discovered whether the water ruined, during,9.27329731
244,You remember what I discovered whether the water ruined during, the,0.815938592
245,You remember what I discovered whether the water ruined during the, flood,4.23934269
246,She told me what the teacher suspects whether the star student stole, last,8.940220833
247,She told me what the teacher suspects whether the star student stole last, semester,4.37871027
248,She knows what the expert can tell whether the collector forged, with,6.03951931
249,She knows what the expert can tell whether the collector forged with, the,1.990012646
250,She knows what the expert can tell whether the collector forged with the, help,4.344890594
251,She knows what the expert can tell whether the collector forged with the help, of,0.007545795
252,She knows what the expert can tell whether the collector forged with the help of, modern,7.11411047
253,She knows what the expert can tell whether the collector forged with the help of modern, technology,1.919684768
254,We all remember what the politician said whether the convict smuggled, into,4.377449036
255,We all remember what the politician said whether the convict smuggled into, the,1.160496354
256,We all remember what the politician said whether the convict smuggled into the, prison,3.323477745
257,My friend reported what the banker predicts whether the company will sell, next,6.55178833
258,My friend reported what the banker predicts whether the company will sell next, quarter,5.160723686
261,She can guess what our friend predicts whether the movie star will be awarded, for,4.478478432
262,She can guess what our friend predicts whether the movie star will be awarded for, her,2.400460482
263,She can guess what our friend predicts whether the movie star will be awarded for her, hard,5.328639507
264,She can guess what our friend predicts whether the movie star will be awarded for her hard, work,0.35040018
265,The newspaper reported who the police know whether the suspect killed, in,2.804588318
266,The newspaper reported who the police know whether the suspect killed in, the,0.379055798
267,The newspaper reported who the police know whether the suspect killed in the, middle,8.918901443
268,The newspaper reported who the police know whether the suspect killed in the middle, of,0.039877482
269,The newspaper reported who the police know whether the suspect killed in the middle of, the,0.42218551
270,The newspaper reported who the police know whether the suspect killed in the middle of the, night,1.10841608
271,We recall who the old lady heard whether the hot tea warmed, after,7.725995064
