,prefix,continuation,surprisals
0,The teacher realized what the student in the first year was studying for the test, with,6.085637092590332
1,The teacher realized what the student in the first year was studying for the test with, great,6.202345848083496
2,The teacher realized what the student in the first year was studying for the test with great, enthusiasm,2.837582588195801
3,The policeman discovered what the convict with the shaved head smuggled a gun, into,1.1939985752105713
4,The policeman discovered what the convict with the shaved head smuggled a gun into, the,0.9748193025588989
5,The policeman discovered what the convict with the shaved head smuggled a gun into the, prison,4.011754989624023
6,The shop owner realized what the waiter in the white jacket placed a candle, near,5.458743572235107
7,The shop owner realized what the waiter in the white jacket placed a candle near, the,1.1613922119140625
8,The shop owner realized what the waiter in the white jacket placed a candle near the, table,3.4906375408172607
9,The committee asked what the banker from the big company sold a mortgage, with,4.952620029449463
10,The committee asked what the banker from the big company sold a mortgage with, faulty,11.535126686096191
11,The committee asked what the banker from the big company sold a mortgage with faulty, credit,2.7555670738220215
12,The first mate said what the sailor in the rain jacket hauled a line, with,5.7484588623046875
13,The first mate said what the sailor in the rain jacket hauled a line with, all,5.6925811767578125
14,The first mate said what the sailor in the rain jacket hauled a line with all, his,1.5169079303741455
15,The first mate said what the sailor in the rain jacket hauled a line with all his, might,3.1330854892730713
16,The newspaper said what the soccer player from the rival team scored a goal, during,5.112029075622559
17,The newspaper said what the soccer player from the rival team scored a goal during, the,0.8714677095413208
18,The newspaper said what the soccer player from the rival team scored a goal during the, championship,7.3936448097229
19,The husband saw what the maid from the new cleaning service broke a vase, in,2.5950798988342285
20,The husband saw what the maid from the new cleaning service broke a vase in, the,1.0997154712677002
21,The husband saw what the maid from the new cleaning service broke a vase in the, hallway,4.9330620765686035
22,The administrator discovered what the students who were all very diligent wrote about philosophy, for,4.1964192390441895
23,The administrator discovered what the students who were all very diligent wrote about philosophy for, their,3.2815940380096436
24,The administrator discovered what the students who were all very diligent wrote about philosophy for their, term,9.70497989654541
25,The administrator discovered what the students who were all very diligent wrote about philosophy for their term, paper,2.119325637817383
26,My mother recalled what the fireman who only recently started working for the department rescued her cat, from,1.4647661447525024
27,My mother recalled what the fireman who only recently started working for the department rescued her cat from, the,1.0901870727539062
28,My mother recalled what the fireman who only recently started working for the department rescued her cat from the, burning,3.12227463722229
29,My mother recalled what the fireman who only recently started working for the department rescued her cat from the burning, building,1.4238348007202148
30,Our friend said what the customer who had never owned a vehicle before bought the new car, on,5.282360076904297
31,Our friend said what the customer who had never owned a vehicle before bought the new car on, credit,7.116820812225342
32,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve, before,4.936043739318848
33,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before, the,1.6803808212280273
34,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before the, match,2.009439468383789
35,Your father noticed what the author who the fans adored  signed a copy of his book, after,5.356887340545654
36,Your father noticed what the author who the fans adored  signed a copy of his book after, the,2.413057327270508
37,Your father noticed what the author who the fans adored  signed a copy of his book after the, reading,7.036820411682129
38,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo, at,4.196123123168945
39,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at, the,1.1431305408477783
40,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at the, zoo,1.1740933656692505
41,The reporter said what the citizens who cared about civic engagement talked about a new bill, at,4.753252983093262
42,The reporter said what the citizens who cared about civic engagement talked about a new bill at, the,0.4369576871395111
43,The reporter said what the citizens who cared about civic engagement talked about a new bill at the, town,5.703510761260986
44,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town, hall,0.3492322266101837
45,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town hall, meeting,1.367187261581421
46,The assistant realized what the nurse in the white uniform comforted the patient, in,3.5004751682281494
47,The assistant realized what the nurse in the white uniform comforted the patient in, the,1.7199809551239014
48,The assistant realized what the nurse in the white uniform comforted the patient in the, waiting,5.494344711303711
49,The assistant realized what the nurse in the white uniform comforted the patient in the waiting, room,0.04021144285798073
50,Your friend said what the librarian in the thick plastic glasses  placed the book, on,1.6151723861694336
51,Your friend said what the librarian in the thick plastic glasses  placed the book on, the,1.275557518005371
52,Your friend said what the librarian in the thick plastic glasses  placed the book on the, wrong,8.765586853027344
53,Your friend said what the librarian in the thick plastic glasses  placed the book on the wrong, shelf,1.6109845638275146
54,The witness realized what the lawyers in dark suits and ties shredded the documents, late,9.90369701385498
55,The witness realized what the lawyers in dark suits and ties shredded the documents late, at,2.6544716358184814
56,The witness realized what the lawyers in dark suits and ties shredded the documents late at, night,0.005020863842219114
57,The article said what the chef who was originally from France prepared the soup, before,5.67795467376709
58,The article said what the chef who was originally from France prepared the soup before, the,3.258378505706787
59,The article said what the chef who was originally from France prepared the soup before the, dinner,5.457446098327637
60,The article said what the chef who was originally from France prepared the soup before the dinner, rush,9.93980884552002
61,The insurance company concluded what the taxi driver in the checkered cap hit the deer, while,5.3977580070495605
62,The insurance company concluded what the taxi driver in the checkered cap hit the deer while, driving,2.482424020767212
