,prefix,continuation,surprisals
0,I know that an indication that signaled depression caused us to recommend therapy, last,12.640933990478516
1,I know that an indication that signaled depression caused us to recommend therapy last, night,11.616000175476074
2,I remember that the gift that we bought Mary cost a lot of money, at,7.853076457977295
3,I remember that the gift that we bought Mary cost a lot of money at, the,3.1011245250701904
4,I remember that the gift that we bought Mary cost a lot of money at the, last,11.560493469238281
5,I remember that the gift that we bought Mary cost a lot of money at the last, minute,15.422369003295898
6,The newspaper reported that the novel that provoked the famous author received favorable reviews, in,9.634305953979492
7,The newspaper reported that the novel that provoked the famous author received favorable reviews in, the,4.113753795623779
8,The newspaper reported that the novel that provoked the famous author received favorable reviews in the, press,13.951984405517578
9,I know that the painting that depicted Monet fetched a high price at auction, sometime,16.92162322998047
10,I know that the painting that depicted Monet fetched a high price at auction sometime, last,12.22552490234375
11,I know that the painting that depicted Monet fetched a high price at auction sometime last, year,13.077825546264648
12,You remember that the instructions that showed how to operate the submarine fell into the furnace, much,14.351278305053711
13,You remember that the instructions that showed how to operate the submarine fell into the furnace much, to,6.032471656799316
14,You remember that the instructions that showed how to operate the submarine fell into the furnace much to, our,9.744454383850098
15,You remember that the instructions that showed how to operate the submarine fell into the furnace much to our, regret,14.53480052947998
16,She told me that an allergy that is caused by peanuts causes him to avoid dining out, ever,13.237709999084473
17,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever, since,13.618818283081055
18,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since, he,10.052927017211914
19,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he, was,7.478752136230469
20,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he was, young,11.159299850463867
21,She knows that the delivery that shocked Sarah arrived around noon, last,12.287975311279297
22,She knows that the delivery that shocked Sarah arrived around noon last, Tuesday,13.87972640991211
23,We all remember that the package that Sarah described to Robert got lost in the mail, in,9.239248275756836
24,We all remember that the package that Sarah described to Robert got lost in the mail in, the,19.626502990722656
25,We all remember that the package that Sarah described to Robert got lost in the mail in the, holiday,10.629961967468262
26,We all remember that the package that Sarah described to Robert got lost in the mail in the holiday, rush,19.050884246826172
27,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears, yesterday,14.609598159790039
28,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears yesterday, night,12.957966804504395
29,I have an idea about that the play that delighted the amateur comedian upset me, last,12.352194786071777
30,I have an idea about that the play that delighted the amateur comedian upset me last, night,11.8167085647583
31,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive, over,9.062525749206543
32,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive over, the,3.0941810607910156
33,She can guess that a forward that introduced the new manuscript claimed that Elvis is still alive over the, weekend,13.770862579345703
34,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing, every,5.281143665313721
35,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every, time,11.532917976379395
36,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every time, she,10.796631813049316
37,The newspaper reported that a mix that included oil and vinegar was used for the salad dressing every time she, cooked,15.631692886352539
38,We recall that a critique that was aimed at the fossil fuel industry found support online, late,13.7204008102417
39,We recall that a critique that was aimed at the fossil fuel industry found support online late, in,10.053812980651855
40,We recall that a critique that was aimed at the fossil fuel industry found support online late in, the,4.304243564605713
41,We recall that a critique that was aimed at the fossil fuel industry found support online late in the, afternoon,14.557178497314453
42,I remember that a diatribe that criticized the mayor was published in the local newspaper, yesterday,14.688109397888184
43,I remember that a diatribe that criticized the mayor was published in the local newspaper yesterday, night,13.088232040405273
44,Our friend guessed that a picture that showed the convict appeared in the newspaper, yesterday,14.672158241271973
45,Our friend guessed that a picture that showed the convict appeared in the newspaper yesterday, afternoon,15.206666946411133
46,The mayor told me that a photograph that shocked the public was taken by the war correspondent, two,13.03812026977539
47,The mayor told me that a photograph that shocked the public was taken by the war correspondent two, days,13.934593200683594
48,The mayor told me that a photograph that shocked the public was taken by the war correspondent two days, after,4.098250389099121
49,The mayor told me that a photograph that shocked the public was taken by the war correspondent two days after, the,2.993065357208252
50,The mayor told me that a photograph that shocked the public was taken by the war correspondent two days after the, battle,12.127856254577637
51,My friend remembers that a description that mocked abbey life was disliked by the bishop, over,8.854146957397461
52,My friend remembers that a description that mocked abbey life was disliked by the bishop over, a,2.909790277481079
53,My friend remembers that a description that mocked abbey life was disliked by the bishop over a, year,13.055580139160156
54,My friend remembers that a description that mocked abbey life was disliked by the bishop over a year, ago,15.013566017150879
55,The newspaper said that the present that we gave Simon was imported from Italy, while,5.237475395202637
56,The newspaper said that the present that we gave Simon was imported from Italy while, I,11.281696319580078
57,The newspaper said that the present that we gave Simon was imported from Italy while I, was,8.388628005981445
58,The newspaper said that the present that we gave Simon was imported from Italy while I was, on,7.290933132171631
59,The newspaper said that the present that we gave Simon was imported from Italy while I was on, vacation,12.057870864868164
60,Our neighbor said that the argument that concerned childcare tore their marriage apart, yesterday,14.497431755065918
61,My friend told me that a proposal that he will deliver to the board suggested increasing employe benefits, last,12.366373062133789
62,My friend told me that a proposal that he will deliver to the board suggested increasing employe benefits last, evening,13.343387603759766
63,She can not believe that a conference that popularized cell evolution took place downtown, last,12.621187210083008
64,She can not believe that a conference that popularized cell evolution took place downtown last, spring,13.369928359985352
65,I know that an indication that signaled caused us to recommend therapy, last,12.547632217407227
66,I know that an indication that signaled caused us to recommend therapy last, night,11.384777069091797
67,I remember that the gift that we bought cost a lot of money, at,8.01639175415039
68,I remember that the gift that we bought cost a lot of money at, the,3.200772285461426
69,I remember that the gift that we bought cost a lot of money at the, last,11.476475715637207
70,I remember that the gift that we bought cost a lot of money at the last, minute,15.388420104980469
71,The newspaper reported that the novel that provoked received favorable reviews, in,9.567218780517578
72,The newspaper reported that the novel that provoked received favorable reviews in, the,3.4211390018463135
73,The newspaper reported that the novel that provoked received favorable reviews in the, press,14.0836763381958
74,I know that the painting that depicted fetched a high price at auction, sometime,17.011716842651367
75,I know that the painting that depicted fetched a high price at auction sometime, last,12.2379789352417
76,I know that the painting that depicted fetched a high price at auction sometime last, year,13.210151672363281
77,You remember that the instructions that showed how to operate fell into the furnace, much,14.3121919631958
78,You remember that the instructions that showed how to operate fell into the furnace much, to,6.32139778137207
79,You remember that the instructions that showed how to operate fell into the furnace much to, our,9.829695701599121
80,You remember that the instructions that showed how to operate fell into the furnace much to our, regret,14.516542434692383
81,She told me that an allergy that is caused by causes him to avoid dining out, ever,13.54369068145752
82,She told me that an allergy that is caused by causes him to avoid dining out ever, since,13.911109924316406
83,She told me that an allergy that is caused by causes him to avoid dining out ever since, he,10.31849479675293
84,She told me that an allergy that is caused by causes him to avoid dining out ever since he, was,8.060187339782715
85,She told me that an allergy that is caused by causes him to avoid dining out ever since he was, young,11.09817886352539
86,She knows that the delivery that shocked arrived around noon, last,12.232278823852539
87,She knows that the delivery that shocked arrived around noon last, Tuesday,13.95698070526123
88,We all remember that the package that Sarah described to got lost in the mail, in,9.478012084960938
89,We all remember that the package that Sarah described to got lost in the mail in, the,15.652593612670898
90,We all remember that the package that Sarah described to got lost in the mail in the, holiday,12.362988471984863
91,We all remember that the package that Sarah described to got lost in the mail in the holiday, rush,17.955852508544922
92,My friend reported that the symphony that was dedicated to moved my mother to tears, yesterday,14.576128005981445
93,My friend reported that the symphony that was dedicated to moved my mother to tears yesterday, night,12.776036262512207
94,I have an idea about that the play that delighted upset me, last,12.506115913391113
95,I have an idea about that the play that delighted upset me last, night,11.569289207458496
96,She can guess that a forward that introduced claimed that Elvis is still alive, over,8.758058547973633
97,She can guess that a forward that introduced claimed that Elvis is still alive over, the,3.147165060043335
98,She can guess that a forward that introduced claimed that Elvis is still alive over the, weekend,13.810004234313965
99,The newspaper reported that a mix that included was used for the salad dressing, every,5.288658618927002
100,The newspaper reported that a mix that included was used for the salad dressing every, time,11.180964469909668
101,The newspaper reported that a mix that included was used for the salad dressing every time, she,11.081083297729492
102,The newspaper reported that a mix that included was used for the salad dressing every time she, cooked,15.667930603027344
103,We recall that a critique that was aimed at found support online, late,13.772296905517578
104,We recall that a critique that was aimed at found support online late, in,9.800270080566406
105,We recall that a critique that was aimed at found support online late in, the,3.2952213287353516
106,We recall that a critique that was aimed at found support online late in the, afternoon,14.258041381835938
107,I remember that a diatribe that criticized was published in the local newspaper, yesterday,14.540773391723633
108,I remember that a diatribe that criticized was published in the local newspaper yesterday, night,13.143869400024414
109,Our friend guessed that a picture that showed appeared in the newspaper, yesterday,14.583184242248535
110,Our friend guessed that a picture that showed appeared in the newspaper yesterday, afternoon,15.46085262298584
111,The mayor told me that a photograph that shocked was taken by the war correspondent, two,13.019681930541992
112,The mayor told me that a photograph that shocked was taken by the war correspondent two, days,13.978219032287598
113,The mayor told me that a photograph that shocked was taken by the war correspondent two days, after,4.226090431213379
114,The mayor told me that a photograph that shocked was taken by the war correspondent two days after, the,3.0021917819976807
