,prefix,continuation,surprisals
0,I know that an indication that signaled depression caused us to recommend therapy, last,12.692753791809082
1,I know that an indication that signaled depression caused us to recommend therapy last, night,11.713075637817383
2,I remember that the gift that we bought Mary cost a lot of money, at,8.012297630310059
3,I remember that the gift that we bought Mary cost a lot of money at, the,3.492823362350464
4,I remember that the gift that we bought Mary cost a lot of money at the, last,11.563711166381836
5,I remember that the gift that we bought Mary cost a lot of money at the last, minute,15.311088562011719
6,The newspaper reported that the novel that provoked the famous author received favorable reviews, in,9.662708282470703
7,The newspaper reported that the novel that provoked the famous author received favorable reviews in, the,4.967315673828125
8,The newspaper reported that the novel that provoked the famous author received favorable reviews in the, press,13.633255958557129
9,I know that the painting that depicted Monet fetched a high price at auction, sometime,16.939664840698242
10,I know that the painting that depicted Monet fetched a high price at auction sometime, last,12.212698936462402
11,I know that the painting that depicted Monet fetched a high price at auction sometime last, year,13.030863761901855
12,You remember that the instructions that showed how to operate the submarine fell into the furnace, much,14.411070823669434
13,You remember that the instructions that showed how to operate the submarine fell into the furnace much, to,6.515161037445068
14,You remember that the instructions that showed how to operate the submarine fell into the furnace much to, our,9.888869285583496
15,You remember that the instructions that showed how to operate the submarine fell into the furnace much to our, regret,14.444546699523926
16,She told me that an allergy that is caused by peanuts causes him to avoid dining out, ever,13.286073684692383
17,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever, since,13.47514820098877
18,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since, he,9.944548606872559
19,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he, was,6.815739154815674
20,She told me that an allergy that is caused by peanuts causes him to avoid dining out ever since he was, young,11.068639755249023
21,She knows that the delivery that shocked Sarah arrived around noon, last,12.303802490234375
22,She knows that the delivery that shocked Sarah arrived around noon last, Tuesday,14.076420783996582
23,We all remember that the package that Sarah described to Robert got lost in the mail, in,9.235347747802734
24,We all remember that the package that Sarah described to Robert got lost in the mail in, the,93.34992218017578
25,We all remember that the package that Sarah described to Robert got lost in the mail in the, holiday,10.7113676071167
26,We all remember that the package that Sarah described to Robert got lost in the mail in the holiday, rush,25.363737106323242
27,My friend reported that the symphony that was dedicated to Mozart moved my mother to tears, yesterday,14.394152641296387
