,prefix,continuation,surprisals
0,The teacher realized that the student in the first year was studying for the test, with,8.153809547424316
1,The teacher realized that the student in the first year was studying for the test with, great,11.22491455078125
2,The teacher realized that the student in the first year was studying for the test with great, enthusiasm,15.40372085571289
3,The policeman discovered that the convict with the shaved head smuggled a gun, into,12.1427001953125
4,The policeman discovered that the convict with the shaved head smuggled a gun into, the,4.819477081298828
5,The policeman discovered that the convict with the shaved head smuggled a gun into the, prison,11.471534729003906
6,The shop owner realized that the waiter in the white jacket placed a candle, near,13.189423561096191
7,The shop owner realized that the waiter in the white jacket placed a candle near, the,4.774776458740234
8,The shop owner realized that the waiter in the white jacket placed a candle near the, table,12.23734188079834
9,The committee asked that the banker from the big company sold a mortgage, with,8.037256240844727
10,The committee asked that the banker from the big company sold a mortgage with, faulty,13.383418083190918
11,The committee asked that the banker from the big company sold a mortgage with faulty, credit,14.805868148803711
12,The first mate said that the sailor in the rain jacket hauled a line, with,7.96577262878418
13,The first mate said that the sailor in the rain jacket hauled a line with, all,5.059476375579834
14,The first mate said that the sailor in the rain jacket hauled a line with all, his,8.283463478088379
15,The first mate said that the sailor in the rain jacket hauled a line with all his, might,7.89204216003418
16,The newspaper said that the soccer player from the rival team scored a goal, during,10.935988426208496
17,The newspaper said that the soccer player from the rival team scored a goal during, the,5.167788505554199
18,The newspaper said that the soccer player from the rival team scored a goal during the, championship,14.060310363769531
19,The husband saw that the maid from the new cleaning service broke a vase, in,9.141693115234375
20,The husband saw that the maid from the new cleaning service broke a vase in, the,5.087724208831787
21,The husband saw that the maid from the new cleaning service broke a vase in the, hallway,12.716046333312988
22,The administrator discovered that the students who were all very diligent wrote about philosophy, for,8.006307601928711
23,The administrator discovered that the students who were all very diligent wrote about philosophy for, their,8.389852523803711
24,The administrator discovered that the students who were all very diligent wrote about philosophy for their, term,14.834433555603027
25,The administrator discovered that the students who were all very diligent wrote about philosophy for their term, paper,13.41240119934082
