,prefix,continuation,surprisals
0,The teacher realized what the student accepted before Christmas studied for the test, with,6.354424476623535
1,The teacher realized what the student accepted before Christmas studied for the test with, great,9.535398483276367
2,The teacher realized what the student accepted before Christmas studied for the test with great, enthusiasm,12.501158714294434
3,The policeman discovered what the convict captured after investigation smuggled a gun, into,10.169730186462402
4,The policeman discovered what the convict captured after investigation smuggled a gun into, the,3.250972032546997
5,The policeman discovered what the convict captured after investigation smuggled a gun into the, prison,10.995262145996094
6,The shop owner realized what the waiter hired before curfew placed a candle, near,11.198588371276855
7,The shop owner realized what the waiter hired before curfew placed a candle near, the,3.445636749267578
8,The shop owner realized what the waiter hired before curfew placed a candle near the, table,13.04171371459961
9,The committee asked what the banker promoted after the meeting sold a mortgage, with,6.207773208618164
10,The committee asked what the banker promoted after the meeting sold a mortgage with, faulty,13.146472930908203
11,The committee asked what the banker promoted after the meeting sold a mortgage with faulty, credit,12.768641471862793
12,The first mate said what the sailor killed after the departure hauled a line, with,5.750683307647705
13,The first mate said what the sailor killed after the departure hauled a line with, all,9.031876564025879
14,The first mate said what the sailor killed after the departure hauled a line with all, his,6.791168689727783
15,The first mate said what the sailor killed after the departure hauled a line with all his, might,6.6645426750183105
16,The newspaper said what the soccer player injured before the game scored a goal, during,9.24162769317627
17,The newspaper said what the soccer player injured before the game scored a goal during, the,3.664623498916626
18,The newspaper said what the soccer player injured before the game scored a goal during the, championship,14.056565284729004
19,The husband saw what the maid fired after the recession broke a vase, in,6.679891586303711
20,The husband saw what the maid fired after the recession broke a vase in, the,18.52924156188965
21,The husband saw what the maid fired after the recession broke a vase in the, hallway,22.139495849609375
22,The administrator discovered what the students taught before the pandemic wrote about philosophy, for,6.3368940353393555
23,The administrator discovered what the students taught before the pandemic wrote about philosophy for, their,18.843048095703125
24,The administrator discovered what the students taught before the pandemic wrote about philosophy for their, term,13.10823917388916
25,The administrator discovered what the students taught before the pandemic wrote about philosophy for their term, paper,11.084542274475098
26,My mother recalled what the fireman honored after the flood rescued her cat, from,5.7901482582092285
27,My mother recalled what the fireman honored after the flood rescued her cat from, the,11.611323356628418
28,My mother recalled what the fireman honored after the flood rescued her cat from the, burning,18.47386360168457
29,My mother recalled what the fireman honored after the flood rescued her cat from the burning, building,9.790252685546875
30,Our friend said what the customer served after the campaign bought the new car, on,5.446788311004639
31,Our friend said what the customer served after the campaign bought the new car on, credit,18.88138771057129
32,The memoir recounted what the tennis player trained before the Olympics was thinking about her serve, before,3.8006222248077393
33,The memoir recounted what the tennis player trained before the Olympics was thinking about her serve before, the,3.5741498470306396
34,The memoir recounted what the tennis player trained before the Olympics was thinking about her serve before the, match,10.902383804321289
35,Your father noticed what the author recognized after the event signed a copy of his book, after,5.0941162109375
36,Your father noticed what the author recognized after the event signed a copy of his book after, the,4.228017330169678
37,Your father noticed what the author recognized after the event signed a copy of his book after the, reading,8.291934967041016
38,The report described what the zoo keeper fired after the incident lost track of a kangaroo, at,5.24926233291626
39,The report described what the zoo keeper fired after the incident lost track of a kangaroo at, the,13.334440231323242
40,The report described what the zoo keeper fired after the incident lost track of a kangaroo at the, zoo,20.89292335510254
41,The reporter said what the citizens protected after the war talked about a new bill, at,5.498195648193359
