,prefix,continuation,surprisals
0,I know that my brother said that our aunt devoured the cake, at,6.649846077
1,I know that my brother said that our aunt devoured the cake at, the,3.31993866
2,I know that my brother said that our aunt devoured the cake at the, party,7.742431164
3,My neighbor told me that the fireman believes that the dog caught the cat, in,5.436937332
4,My neighbor told me that the fireman believes that the dog caught the cat in, the,3.469386816
5,My neighbor told me that the fireman believes that the dog caught the cat in the, garage,8.853435516
6,I know that our assistant believes that the committee delivered the report, by,6.403229713
7,I know that our assistant believes that the committee delivered the report by, the,3.428970814
8,I know that our assistant believes that the committee delivered the report by the, deadline,10.08426952
9,You remember that I discovered that the water ruined the new carpet, during,10.01153469
10,You remember that I discovered that the water ruined the new carpet during, the,3.163609982
11,You remember that I discovered that the water ruined the new carpet during the, flood,10.85161495
12,She told me that the teacher suspects that the star student stole answers to the test, last,7.687001228
13,She told me that the teacher suspects that the star student stole answers to the test last, semester,10.98633862
14,She knows that the expert can tell that the collector forged the painting, with,5.97153616
15,She knows that the expert can tell that the collector forged the painting with, the,3.597138882
16,She knows that the expert can tell that the collector forged the painting with the, help,6.967727661
17,She knows that the expert can tell that the collector forged the painting with the help, of,4.149431705
18,She knows that the expert can tell that the collector forged the painting with the help of, modern,9.390698433
19,She knows that the expert can tell that the collector forged the painting with the help of modern, technology,7.625822544
20,We all remember that the politician said that the convict smuggled a gun, into,9.700274467
21,We all remember that the politician said that the convict smuggled a gun into, the,3.543643951
22,We all remember that the politician said that the convict smuggled a gun into the, prison,7.997156143
23,My friend reported that the banker predicts that the company will sell multiple assets, next,10.43357182
24,My friend reported that the banker predicts that the company will sell multiple assets next, quarter,11.40997696
27,She can guess that our friend predicts that the movie star will be awarded an oscar, for,5.089333534
28,She can guess that our friend predicts that the movie star will be awarded an oscar for, her,6.878921509
29,She can guess that our friend predicts that the movie star will be awarded an oscar for her, hard,9.273106575
30,She can guess that our friend predicts that the movie star will be awarded an oscar for her hard, work,5.053314209
31,The newspaper reported that the police know that the suspect killed the witness, in,5.456417084
32,The newspaper reported that the police know that the suspect killed the witness in, the,3.29847455
33,The newspaper reported that the police know that the suspect killed the witness in the, middle,9.215544701
34,The newspaper reported that the police know that the suspect killed the witness in the middle, of,3.596123457
35,The newspaper reported that the police know that the suspect killed the witness in the middle of, the,3.281246185
36,The newspaper reported that the police know that the suspect killed the witness in the middle of the, night,9.151089668
37,We recall that the old lady heard that the hot tea warmed the young girl, after,9.071275711
38,We recall that the old lady heard that the hot tea warmed the young girl after, the,3.654495239
