,prefix,continuation,surprisals
0,I know what my brother said that our aunt devoured the cake, at,5.858337402
1,I know what my brother said that our aunt devoured the cake at, the,9.045907021
2,I know what my brother said that our aunt devoured the cake at the, party,11.07136917
3,My neighbor told me what the fireman believes that the dog caught the cat, in,5.138713837
4,My neighbor told me what the fireman believes that the dog caught the cat in, the,11.63354397
5,My neighbor told me what the fireman believes that the dog caught the cat in the, garage,13.48335457
6,I know what our assistant believes that the committee delivered the report, by,6.148666859
7,I know what our assistant believes that the committee delivered the report by, the,11.56000614
8,I know what our assistant believes that the committee delivered the report by the, deadline,12.82785988
9,You remember what I discovered that the water ruined the new carpet, during,9.638230324
10,You remember what I discovered that the water ruined the new carpet during, the,4.326710701
11,You remember what I discovered that the water ruined the new carpet during the, flood,15.47637367
12,She told me what the teacher suspects that the star student stole answers to the test, last,7.218330383
13,She told me what the teacher suspects that the star student stole answers to the test last, semester,18.5313282
14,She knows what the expert can tell that the collector forged the painting, with,5.633385181
15,She knows what the expert can tell that the collector forged the painting with, the,4.098628998
16,She knows what the expert can tell that the collector forged the painting with the, help,9.89889431
17,She knows what the expert can tell that the collector forged the painting with the help, of,4.448877335
18,She knows what the expert can tell that the collector forged the painting with the help of, modern,15.89954376
19,She knows what the expert can tell that the collector forged the painting with the help of modern, technology,7.368076324
20,We all remember what the politician said that the convict smuggled a gun, into,10.28026962
21,We all remember what the politician said that the convict smuggled a gun into, the,3.208967209
22,We all remember what the politician said that the convict smuggled a gun into the, prison,10.0053978
23,My friend reported what the banker predicts that the company will sell multiple assets, next,9.959730148
24,My friend reported what the banker predicts that the company will sell multiple assets next, quarter,13.80430698
27,She can guess what our friend predicts that the movie star will be awarded an oscar, for,4.93267107
28,She can guess what our friend predicts that the movie star will be awarded an oscar for, her,15.76329899
29,She can guess what our friend predicts that the movie star will be awarded an oscar for her, hard,20.51676559
30,She can guess what our friend predicts that the movie star will be awarded an oscar for her hard, work,10.82330418
31,The newspaper reported who the police know that the suspect killed the witness, in,4.880315304
32,The newspaper reported who the police know that the suspect killed the witness in, the,11.43013668
33,The newspaper reported who the police know that the suspect killed the witness in the, middle,12.24268913
34,The newspaper reported who the police know that the suspect killed the witness in the middle, of,4.373586178
35,The newspaper reported who the police know that the suspect killed the witness in the middle of, the,9.873295784
36,The newspaper reported who the police know that the suspect killed the witness in the middle of the, night,14.25148106
37,We recall who the old lady heard that the hot tea warmed the young girl, after,8.79733181
38,We recall who the old lady heard that the hot tea warmed the young girl after, the,4.66966629
39,We recall who the old lady heard that the hot tea warmed the young girl after the, shocking,19.50715256
40,We recall who the old lady heard that the hot tea warmed the young girl after the shocking, incident,10.43981552
41,I remember what the doctor decided that the nurse should administer the new medicine, to,4.786826611
42,I remember what the doctor decided that the nurse should administer the new medicine to, the,12.05017376
43,I remember what the doctor decided that the nurse should administer the new medicine to the, sick,13.22122574
44,I remember what the doctor decided that the nurse should administer the new medicine to the sick, patient,5.886646271
45,Our friend guessed what my friend discovered that the gossip column revealed family secrets, to,4.265543938
46,Our friend guessed what my friend discovered that the gossip column revealed family secrets to, the,13.56791115
47,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the, whole,16.39806175
48,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the whole, town,10.52385807
49,The mayor told me what the town clerk heard that the town repaired the parking lot, over,11.36662292
50,The mayor told me what the town clerk heard that the town repaired the parking lot over, the,16.99077797
51,The mayor told me what the town clerk heard that the town repaired the parking lot over the, summer,19.03390121
56,The newspaper said what the bureaucrat discovered that the manager followed company regulations, during,9.87003231
57,The newspaper said what the bureaucrat discovered that the manager followed company regulations during, the,4.227319241
58,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the, financial,16.67831993
59,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the financial, crisis,10.88083076
60,Our neighbor said what the professor intuits that the student despised the assigned materials, last,7.662677765
61,Our neighbor said what the professor intuits that the student despised the assigned materials last, semester,11.37011433
62,My friend told me who the consultant assumes that the university hired a new administrator, last,7.969779015
63,My friend told me who the consultant assumes that the university hired a new administrator last, week,11.77567863
64,She can not believe who I forgot that my good friend married my cousin, last,7.389445305
65,She can not believe who I forgot that my good friend married my cousin last, winter,9.759535789
66,Our neighbor reminded us what she remembers that the tow truck hauled the wagon, out,5.167595863
67,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out, of,4.487594128
68,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of, the,10.69077492
69,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of the, ditch,19.76431847
70,The shop owner told me what the baker forgot that the restaurant prepared a new recipe, earlier,9.865579605
71,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier, that,3.711918592
72,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier that, week,8.152341843
73,My sister told me what our mother remembers that the newspaper published a scandalous story, last,7.179958344
74,My sister told me what our mother remembers that the newspaper published a scandalous story last, month,10.6270237
75,We remember what the judge decided that the lawyer must shred the evidence, before,8.764094353
76,We remember what the judge decided that the lawyer must shred the evidence before, the,3.054238796
77,We remember what the judge decided that the lawyer must shred the evidence before the, trial,12.06844425
78,I know what my brother said that our aunt devoured, at,6.389574051
79,I know what my brother said that our aunt devoured at, the,7.153870106
80,I know what my brother said that our aunt devoured at the, party,8.993005753
81,My neighbor told me what the fireman believes that the dog caught, in,4.714521885
82,My neighbor told me what the fireman believes that the dog caught in, the,10.62950706
83,My neighbor told me what the fireman believes that the dog caught in the, garage,12.09964371
84,I know what our assistant believes that the committee delivered, by,5.946649551
85,I know what our assistant believes that the committee delivered by, the,10.01467419
86,I know what our assistant believes that the committee delivered by the, deadline,10.34836769
87,You remember what I discovered that the water ruined, during,9.882405281
88,You remember what I discovered that the water ruined during, the,2.84173727
89,You remember what I discovered that the water ruined during the, flood,11.18733025
90,She told me what the teacher suspects that the star student stole, last,7.266738892
91,She told me what the teacher suspects that the star student stole last, semester,12.25761127
92,She knows what the expert can tell that the collector forged, with,6.073363304
93,She knows what the expert can tell that the collector forged with, the,3.307408571
94,She knows what the expert can tell that the collector forged with the, help,8.191553116
95,She knows what the expert can tell that the collector forged with the help, of,4.277551651
96,She knows what the expert can tell that the collector forged with the help of, modern,15.17771244
97,She knows what the expert can tell that the collector forged with the help of modern, technology,7.167016983
98,We all remember what the politician said that the convict smuggled, into,7.238798141
99,We all remember what the politician said that the convict smuggled into, the,3.169987917
