,prefix,continuation,surprisals
0,I know what my brother said that our aunt devoured the cake, at,6.59149456
1,I know what my brother said that our aunt devoured the cake at, the,3.275825262
2,I know what my brother said that our aunt devoured the cake at the, party,7.724267483
3,My neighbor told me what the fireman believes that the dog caught the cat, in,5.436609268
4,My neighbor told me what the fireman believes that the dog caught the cat in, the,4.723762512
5,My neighbor told me what the fireman believes that the dog caught the cat in the, garage,8.934811592
6,I know what our assistant believes that the committee delivered the report, by,6.39663887
7,I know what our assistant believes that the committee delivered the report by, the,3.415401697
8,I know what our assistant believes that the committee delivered the report by the, deadline,10.05794811
9,You remember what I discovered that the water ruined the new carpet, during,10.01018047
10,You remember what I discovered that the water ruined the new carpet during, the,3.211903572
11,You remember what I discovered that the water ruined the new carpet during the, flood,10.98362446
12,She told me what the teacher suspects that the star student stole answers to the test, last,7.667049408
13,She told me what the teacher suspects that the star student stole answers to the test last, semester,11.11040306
14,She knows what the expert can tell that the collector forged the painting, with,5.945459366
15,She knows what the expert can tell that the collector forged the painting with, the,3.557868004
16,She knows what the expert can tell that the collector forged the painting with the, help,6.964767456
17,She knows what the expert can tell that the collector forged the painting with the help, of,4.178432941
18,She knows what the expert can tell that the collector forged the painting with the help of, modern,9.4868927
19,She knows what the expert can tell that the collector forged the painting with the help of modern, technology,7.599624157
20,We all remember what the politician said that the convict smuggled a gun, into,9.723705292
21,We all remember what the politician said that the convict smuggled a gun into, the,3.54685998
22,We all remember what the politician said that the convict smuggled a gun into the, prison,7.979472637
23,My friend reported what the banker predicts that the company will sell multiple assets, next,10.4601469
24,My friend reported what the banker predicts that the company will sell multiple assets next, quarter,11.58379936
27,She can guess what our friend predicts that the movie star will be awarded an oscar, for,5.031281471
28,She can guess what our friend predicts that the movie star will be awarded an oscar for, her,6.962128162
29,She can guess what our friend predicts that the movie star will be awarded an oscar for her, hard,9.391253471
30,She can guess what our friend predicts that the movie star will be awarded an oscar for her hard, work,5.168795109
31,The newspaper reported who the police know that the suspect killed the witness, in,5.439424515
32,The newspaper reported who the police know that the suspect killed the witness in, the,3.364574671
33,The newspaper reported who the police know that the suspect killed the witness in the, middle,9.28133297
34,The newspaper reported who the police know that the suspect killed the witness in the middle, of,3.675788403
35,The newspaper reported who the police know that the suspect killed the witness in the middle of, the,3.295484781
36,The newspaper reported who the police know that the suspect killed the witness in the middle of the, night,9.224541664
37,We recall who the old lady heard that the hot tea warmed the young girl, after,9.083597183
38,We recall who the old lady heard that the hot tea warmed the young girl after, the,3.649122238
39,We recall who the old lady heard that the hot tea warmed the young girl after the, shocking,12.2650404
40,We recall who the old lady heard that the hot tea warmed the young girl after the shocking, incident,10.40938854
41,I remember what the doctor decided that the nurse should administer the new medicine, to,4.915593147
42,I remember what the doctor decided that the nurse should administer the new medicine to, the,3.47039175
43,I remember what the doctor decided that the nurse should administer the new medicine to the, sick,8.611242294
44,I remember what the doctor decided that the nurse should administer the new medicine to the sick, patient,5.567510605
45,Our friend guessed what my friend discovered that the gossip column revealed family secrets, to,4.415729046
46,Our friend guessed what my friend discovered that the gossip column revealed family secrets to, the,4.058023453
47,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the, whole,10.31714439
48,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the whole, town,9.613945961
49,The mayor told me what the town clerk heard that the town repaired the parking lot, over,8.378435135
50,The mayor told me what the town clerk heard that the town repaired the parking lot over, the,3.390896082
51,The mayor told me what the town clerk heard that the town repaired the parking lot over the, summer,10.04342937
56,The newspaper said what the bureaucrat discovered that the manager followed company regulations, during,10.11549091
57,The newspaper said what the bureaucrat discovered that the manager followed company regulations during, the,3.103882313
58,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the, financial,10.95025539
59,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the financial, crisis,10.07866669
60,Our neighbor said what the professor intuits that the student despised the assigned materials, last,7.980214596
61,Our neighbor said what the professor intuits that the student despised the assigned materials last, semester,10.21728516
62,My friend told me who the consultant assumes that the university hired a new administrator, last,8.39348793
63,My friend told me who the consultant assumes that the university hired a new administrator last, week,8.021100044
64,She can not believe who I forgot that my good friend married my cousin, last,7.859666824
65,She can not believe who I forgot that my good friend married my cousin last, winter,9.458286285
66,Our neighbor reminded us what she remembers that the tow truck hauled the wagon, out,4.508223057
67,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out, of,3.825607777
68,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of, the,3.311317682
69,Our neighbor reminded us what she remembers that the tow truck hauled the wagon out of the, ditch,14.17229366
70,The shop owner told me what the baker forgot that the restaurant prepared a new recipe, earlier,10.13716316
71,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier, that,3.345401525
72,The shop owner told me what the baker forgot that the restaurant prepared a new recipe earlier that, week,8.73797226
73,My sister told me what our mother remembers that the newspaper published a scandalous story, last,7.584332466
74,My sister told me what our mother remembers that the newspaper published a scandalous story last, month,7.471429825
75,We remember what the judge decided that the lawyer must shred the evidence, before,8.848492622
76,We remember what the judge decided that the lawyer must shred the evidence before, the,3.47219348
77,We remember what the judge decided that the lawyer must shred the evidence before the, trial,9.222107887
78,I know what my brother said that our aunt devoured, at,6.591828346
79,I know what my brother said that our aunt devoured at, the,3.392927408
80,I know what my brother said that our aunt devoured at the, party,7.879955769
81,My neighbor told me what the fireman believes that the dog caught, in,5.257381439
82,My neighbor told me what the fireman believes that the dog caught in, the,3.341010571
83,My neighbor told me what the fireman believes that the dog caught in the, garage,8.747733116
84,I know what our assistant believes that the committee delivered, by,6.182111263
85,I know what our assistant believes that the committee delivered by, the,3.45685935
86,I know what our assistant believes that the committee delivered by the, deadline,10.03061008
87,You remember what I discovered that the water ruined, during,10.01352215
88,You remember what I discovered that the water ruined during, the,3.255254745
89,You remember what I discovered that the water ruined during the, flood,10.50704288
90,She told me what the teacher suspects that the star student stole, last,8.060846329
91,She told me what the teacher suspects that the star student stole last, semester,10.16552448
92,She knows what the expert can tell that the collector forged, with,6.32695961
93,She knows what the expert can tell that the collector forged with, the,3.658695221
94,She knows what the expert can tell that the collector forged with the, help,6.887569427
95,She knows what the expert can tell that the collector forged with the help, of,4.159878254
96,She knows what the expert can tell that the collector forged with the help of, modern,9.314979553
97,She knows what the expert can tell that the collector forged with the help of modern, technology,7.569105625
98,We all remember what the politician said that the convict smuggled, into,8.040765762
99,We all remember what the politician said that the convict smuggled into, the,3.668843031
100,We all remember what the politician said that the convict smuggled into the, prison,8.154726028
101,My friend reported what the banker predicts that the company will sell, next,9.842767715
102,My friend reported what the banker predicts that the company will sell next, quarter,11.47031784
105,She can guess what our friend predicts that the movie star will be awarded, for,5.151418209
106,She can guess what our friend predicts that the movie star will be awarded for, her,6.806975842
107,She can guess what our friend predicts that the movie star will be awarded for her, hard,8.995695114
108,She can guess what our friend predicts that the movie star will be awarded for her hard, work,4.71442461
109,The newspaper reported who the police know that the suspect killed, in,5.32469368
110,The newspaper reported who the police know that the suspect killed in, the,3.232697964
111,The newspaper reported who the police know that the suspect killed in the, middle,9.110330582
