,surprisals,prefix,continuation
0,6.727322,The teacher realized what the student accepted before Christmas studied for the test<extra_id_0> ,with
1,3.747129,The teacher realized what the student accepted before Christmas studied for the test with<extra_id_0> ,great
2,1.9757143,The teacher realized what the student accepted before Christmas studied for the test with great<extra_id_0> ,enthusiasm
3,2.8697429,The policeman discovered what the convict captured after investigation smuggled a gun<extra_id_0> ,into
4,0.6210265,The policeman discovered what the convict captured after investigation smuggled a gun into<extra_id_0> ,the
5,3.0245295,The policeman discovered what the convict captured after investigation smuggled a gun into the<extra_id_0> ,prison
6,4.9553638,The shop owner realized what the waiter hired before curfew placed a candle<extra_id_0> ,near
7,0.57627445,The shop owner realized what the waiter hired before curfew placed a candle near<extra_id_0> ,the
8,1.6852813,The shop owner realized what the waiter hired before curfew placed a candle near the<extra_id_0> ,table
9,5.732075,The committee asked what the banker promoted after the meeting sold a mortgage<extra_id_0> ,with
10,2.572698,The committee asked what the banker promoted after the meeting sold a mortgage with<extra_id_0> ,faulty
11,2.6836917,The committee asked what the banker promoted after the meeting sold a mortgage with faulty<extra_id_0> ,credit
12,4.6470647,The first mate said what the sailor killed after the departure hauled a line<extra_id_0> ,with
13,5.5642114,The first mate said what the sailor killed after the departure hauled a line with<extra_id_0> ,all
14,2.450359,The first mate said what the sailor killed after the departure hauled a line with all<extra_id_0> ,his
15,7.3831606,The first mate said what the sailor killed after the departure hauled a line with all his<extra_id_0> ,might
16,5.9843307,The newspaper said what the soccer player injured before the game scored a goal<extra_id_0> ,during
17,0.30152732,The newspaper said what the soccer player injured before the game scored a goal during<extra_id_0> ,the
18,7.7228417,The newspaper said what the soccer player injured before the game scored a goal during the<extra_id_0> ,championship
19,2.895876,The husband saw what the maid fired after the recession broke a vase<extra_id_0> ,in
20,0.986838,The husband saw what the maid fired after the recession broke a vase in<extra_id_0> ,the
21,5.839821,The husband saw what the maid fired after the recession broke a vase in the<extra_id_0> ,hallway
22,5.848484,The administrator discovered what the students taught before the pandemic wrote about philosophy<extra_id_0> ,for
23,4.4364247,The administrator discovered what the students taught before the pandemic wrote about philosophy for<extra_id_0> ,their
24,8.764198,The administrator discovered what the students taught before the pandemic wrote about philosophy for their<extra_id_0> ,term
25,1.9649847,The administrator discovered what the students taught before the pandemic wrote about philosophy for their term<extra_id_0> ,paper
26,1.5821768,My mother recalled what the fireman honored after the flood rescued her cat<extra_id_0> ,from
27,0.7156809,My mother recalled what the fireman honored after the flood rescued her cat from<extra_id_0> ,the
28,4.809298,My mother recalled what the fireman honored after the flood rescued her cat from the<extra_id_0> ,burning
29,2.579854,My mother recalled what the fireman honored after the flood rescued her cat from the burning<extra_id_0> ,building
