,surprisals,prefix,continuation
0,9.2896185,I know that an indication caused us to recommend therapy<extra_id_0> ,last
1,4.0114756,I know that an indication caused us to recommend therapy last<extra_id_0> ,night
2,5.4878664,I remember that the gift cost a lot of money<extra_id_0> ,at
3,0.9013674,I remember that the gift cost a lot of money at<extra_id_0> ,the
4,6.4214053,I remember that the gift cost a lot of money at the<extra_id_0> ,last
5,0.24623467,I remember that the gift cost a lot of money at the last<extra_id_0> ,minute
6,4.6207013,The newspaper reported that the novel received favorable reviews<extra_id_0> ,in
7,1.6043298,The newspaper reported that the novel received favorable reviews in<extra_id_0> ,the
8,2.8183463,The newspaper reported that the novel received favorable reviews in the<extra_id_0> ,press
9,7.8241596,I know that the painting fetched a high price at auction<extra_id_0> ,sometime
10,2.6517763,I know that the painting fetched a high price at auction sometime<extra_id_0> ,last
11,0.3286912,I know that the painting fetched a high price at auction sometime last<extra_id_0> ,year
12,11.039458,You remember that the instructions fell into the furnace<extra_id_0> ,much
13,5.86647,You remember that the instructions fell into the furnace much<extra_id_0> ,to
14,2.6600845,You remember that the instructions fell into the furnace much to<extra_id_0> ,our
15,4.7612205,You remember that the instructions fell into the furnace much to our<extra_id_0> ,regret
16,9.048424,She told me that an allergy causes him to avoid dining out<extra_id_0> ,ever
17,1.9259504,She told me that an allergy causes him to avoid dining out ever<extra_id_0> ,since
18,3.3254313,She told me that an allergy causes him to avoid dining out ever since<extra_id_0> ,he
19,0.33047175,She told me that an allergy causes him to avoid dining out ever since he<extra_id_0> ,was
20,3.4818773,She told me that an allergy causes him to avoid dining out ever since he was<extra_id_0> ,young
21,5.8767295,She knows that the delivery arrived around noon<extra_id_0> ,last
22,3.7466328,She knows that the delivery arrived around noon last<extra_id_0> ,Tuesday
23,5.6844964,We all remember that the package got lost in the mail<extra_id_0> ,in
24,1.4660301,We all remember that the package got lost in the mail in<extra_id_0> ,the
25,8.229961,We all remember that the package got lost in the mail in the<extra_id_0> ,holiday
26,5.161706,We all remember that the package got lost in the mail in the holiday<extra_id_0> ,rush
27,8.289604,My friend reported that the symphony moved my mother to tears<extra_id_0> ,yesterday
28,2.488087,My friend reported that the symphony moved my mother to tears yesterday<extra_id_0> ,night
29,6.908037,I have an idea about that the play upset me<extra_id_0> ,last
30,0.5188974,I have an idea about that the play upset me last<extra_id_0> ,night
31,7.647624,She can guess that a forward claimed that Elvis is still alive<extra_id_0> ,over
32,1.4766848,She can guess that a forward claimed that Elvis is still alive over<extra_id_0> ,the
33,1.0429888,She can guess that a forward claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,10.508394,The newspaper reported that a mix was used for the salad dressing<extra_id_0> ,every
35,2.7352972,The newspaper reported that a mix was used for the salad dressing every<extra_id_0> ,time
36,5.2739286,The newspaper reported that a mix was used for the salad dressing every time<extra_id_0> ,she
37,2.7472675,The newspaper reported that a mix was used for the salad dressing every time she<extra_id_0> ,cooked
38,8.953197,We recall that a critique found support online<extra_id_0> ,late
39,2.8696046,We recall that a critique found support online late<extra_id_0> ,in
40,0.9685005,We recall that a critique found support online late in<extra_id_0> ,the
41,3.3689847,We recall that a critique found support online late in the<extra_id_0> ,afternoon
42,5.1959805,I remember that a diatribe was published in the local newspaper<extra_id_0> ,yesterday
43,4.185619,I remember that a diatribe was published in the local newspaper yesterday<extra_id_0> ,night
44,4.958155,Our friend guessed that a picture appeared in the newspaper<extra_id_0> ,yesterday
45,4.5618944,Our friend guessed that a picture appeared in the newspaper yesterday<extra_id_0> ,afternoon
46,8.815298,The mayor told me that a photograph was taken by the war correspondent<extra_id_0> ,two
47,1.4758534,The mayor told me that a photograph was taken by the war correspondent two<extra_id_0> ,days
48,1.736397,The mayor told me that a photograph was taken by the war correspondent two days<extra_id_0> ,after
49,0.54699004,The mayor told me that a photograph was taken by the war correspondent two days after<extra_id_0> ,the
50,4.239815,The mayor told me that a photograph was taken by the war correspondent two days after the<extra_id_0> ,battle
51,7.2455096,My friend remembers that a description was disliked by the bishop<extra_id_0> ,over
52,2.741961,My friend remembers that a description was disliked by the bishop over<extra_id_0> ,a
53,2.3566916,My friend remembers that a description was disliked by the bishop over a<extra_id_0> ,year
54,0.30716854,My friend remembers that a description was disliked by the bishop over a year<extra_id_0> ,ago
55,11.067072,The newspaper said that the present was imported from Italy<extra_id_0> ,while
56,6.751443,The newspaper said that the present was imported from Italy while<extra_id_0> ,I
57,1.7083638,The newspaper said that the present was imported from Italy while I<extra_id_0> ,was
58,4.1868143,The newspaper said that the present was imported from Italy while I was<extra_id_0> ,on
59,0.7293733,The newspaper said that the present was imported from Italy while I was on<extra_id_0> ,vacation
60,9.423732,Our neighbor said that the argument tore their marriage apart<extra_id_0> ,yesterday
61,9.208458,My friend told me that a proposal suggested increasing employe benefits<extra_id_0> ,last
62,7.3475285,My friend told me that a proposal suggested increasing employe benefits last<extra_id_0> ,evening
63,4.913325,She can not believe that a conference took place downtown<extra_id_0> ,last
64,6.2512274,She can not believe that a conference took place downtown last<extra_id_0> ,spring
65,9.580003,I know that caused us to recommend therapy<extra_id_0> ,last
66,2.8639634,I know that caused us to recommend therapy last<extra_id_0> ,night
67,5.473405,I remember that cost a lot of money<extra_id_0> ,at
68,0.8150566,I remember that cost a lot of money at<extra_id_0> ,the
69,7.852796,I remember that cost a lot of money at the<extra_id_0> ,last
70,0.46573126,I remember that cost a lot of money at the last<extra_id_0> ,minute
71,6.4718914,The newspaper reported that received favorable reviews<extra_id_0> ,in
72,2.8016922,The newspaper reported that received favorable reviews in<extra_id_0> ,the
73,3.4871473,The newspaper reported that received favorable reviews in the<extra_id_0> ,press
74,7.4678493,I know that fetched a high price at auction<extra_id_0> ,sometime
75,2.4113226,I know that fetched a high price at auction sometime<extra_id_0> ,last
76,0.44497252,I know that fetched a high price at auction sometime last<extra_id_0> ,year
77,11.112363,You remember that fell into the furnace<extra_id_0> ,much
78,5.3861,You remember that fell into the furnace much<extra_id_0> ,to
79,2.757547,You remember that fell into the furnace much to<extra_id_0> ,our
80,4.5176487,You remember that fell into the furnace much to our<extra_id_0> ,regret
81,7.6561036,She told me that causes him to avoid dining out<extra_id_0> ,ever
82,2.3044205,She told me that causes him to avoid dining out ever<extra_id_0> ,since
83,4.0255003,She told me that causes him to avoid dining out ever since<extra_id_0> ,he
84,0.57994354,She told me that causes him to avoid dining out ever since he<extra_id_0> ,was
85,3.181158,She told me that causes him to avoid dining out ever since he was<extra_id_0> ,young
86,6.8410473,She knows that arrived around noon<extra_id_0> ,last
87,4.349154,She knows that arrived around noon last<extra_id_0> ,Tuesday
88,6.4806814,We all remember that got lost in the mail<extra_id_0> ,in
89,1.9803182,We all remember that got lost in the mail in<extra_id_0> ,the
90,8.600946,We all remember that got lost in the mail in the<extra_id_0> ,holiday
91,4.778928,We all remember that got lost in the mail in the holiday<extra_id_0> ,rush
92,8.25969,My friend reported that moved my mother to tears<extra_id_0> ,yesterday
93,3.6863408,My friend reported that moved my mother to tears yesterday<extra_id_0> ,night
94,8.53064,I have an idea about that upset me<extra_id_0> ,last
95,0.84417146,I have an idea about that upset me last<extra_id_0> ,night
96,7.690557,She can guess that claimed that Elvis is still alive<extra_id_0> ,over
