,surprisals,prefix,continuation
0,8.957217,I know that your tears signaled an indication of depression<extra_id_0> ,last
1,0.86793065,I know that your tears signaled an indication of depression last<extra_id_0> ,night
2,6.195412,I remember that we all pitched in to buy the gift for Mary<extra_id_0> ,at
3,1.6784816,I remember that we all pitched in to buy the gift for Mary at<extra_id_0> ,the
4,5.3049693,I remember that we all pitched in to buy the gift for Mary at the<extra_id_0> ,last
5,1.228842,I remember that we all pitched in to buy the gift for Mary at the last<extra_id_0> ,minute
6,3.9560194,The newspaper reported that the critics reviewed the novel by the famous author<extra_id_0> ,in
7,1.7780299,The newspaper reported that the critics reviewed the novel by the famous author in<extra_id_0> ,the
8,3.6183224,The newspaper reported that the critics reviewed the novel by the famous author in the<extra_id_0> ,press
9,7.3726115,I know that the family bought the painting by Monet<extra_id_0> ,sometime
10,5.159803,I know that the family bought the painting by Monet sometime<extra_id_0> ,last
11,0.22028014,I know that the family bought the painting by Monet sometime last<extra_id_0> ,year
12,10.16572,You remember that the spy sold the instructions for the submarine<extra_id_0> ,much
13,4.218451,You remember that the spy sold the instructions for the submarine much<extra_id_0> ,to
14,4.401338,You remember that the spy sold the instructions for the submarine much to<extra_id_0> ,our
15,4.842071,You remember that the spy sold the instructions for the submarine much to our<extra_id_0> ,regret
16,4.8978677,She told me that he has had an allergy to peanuts<extra_id_0> ,ever
17,0.0026392569,She told me that he has had an allergy to peanuts ever<extra_id_0> ,since
18,2.3926022,She told me that he has had an allergy to peanuts ever since<extra_id_0> ,he
19,0.18984771,She told me that he has had an allergy to peanuts ever since he<extra_id_0> ,was
20,3.6883104,She told me that he has had an allergy to peanuts ever since he was<extra_id_0> ,young
21,6.9486203,She knows that the doorman accepted the delivery for Sarah<extra_id_0> ,last
22,4.64068,She knows that the doorman accepted the delivery for Sarah last<extra_id_0> ,Tuesday
23,4.9210687,We all remember that the mailman lost the package for Robert<extra_id_0> ,in
24,1.3172424,We all remember that the mailman lost the package for Robert in<extra_id_0> ,the
25,8.600701,We all remember that the mailman lost the package for Robert in the<extra_id_0> ,holiday
26,3.381388,We all remember that the mailman lost the package for Robert in the holiday<extra_id_0> ,rush
27,4.6465273,My friend reported that we listened to the symphony by Mozart<extra_id_0> ,yesterday
28,3.3862498,My friend reported that we listened to the symphony by Mozart yesterday<extra_id_0> ,night
29,6.755308,I have an idea about that I saw the play by the amateur comedian<extra_id_0> ,last
30,0.660318,I have an idea about that I saw the play by the amateur comedian last<extra_id_0> ,night
31,9.254062,She can guess that my friend wrote a forward for the new manuscript<extra_id_0> ,over
32,1.0962701,She can guess that my friend wrote a forward for the new manuscript over<extra_id_0> ,the
33,0.88549596,She can guess that my friend wrote a forward for the new manuscript over the<extra_id_0> ,weekend
34,11.856889,The newspaper reported that she made the salad dressing from a mix of oil and vinegar<extra_id_0> ,every
35,3.8840215,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every<extra_id_0> ,time
36,0.3073445,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every time<extra_id_0> ,she
37,2.419797,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every time she<extra_id_0> ,cooked
38,8.720104,We recall that the blogger drafted a critique of the fossil fuel industry<extra_id_0> ,late
39,1.9305776,We recall that the blogger drafted a critique of the fossil fuel industry late<extra_id_0> ,in
40,1.2315687,We recall that the blogger drafted a critique of the fossil fuel industry late in<extra_id_0> ,the
41,5.1731644,We recall that the blogger drafted a critique of the fossil fuel industry late in the<extra_id_0> ,afternoon
42,6.758929,I remember that the politician wrote a diatribe against the mayor<extra_id_0> ,yesterday
43,3.7498884,I remember that the politician wrote a diatribe against the mayor yesterday<extra_id_0> ,night
44,7.9257917,Our friend guessed that we saw a picture of the convict<extra_id_0> ,yesterday
45,5.193262,Our friend guessed that we saw a picture of the convict yesterday<extra_id_0> ,afternoon
46,10.529567,The mayor told me that the newspapers printed a photograph of the general<extra_id_0> ,two
47,1.8736496,The mayor told me that the newspapers printed a photograph of the general two<extra_id_0> ,days
48,1.877608,The mayor told me that the newspapers printed a photograph of the general two days<extra_id_0> ,after
49,1.2206191,The mayor told me that the newspapers printed a photograph of the general two days after<extra_id_0> ,the
50,5.3415737,The mayor told me that the newspapers printed a photograph of the general two days after the<extra_id_0> ,battle
51,6.848511,My friend remembers that the monk penned a description of abbey life<extra_id_0> ,over
52,1.9832348,My friend remembers that the monk penned a description of abbey life over<extra_id_0> ,a
53,2.1935744,My friend remembers that the monk penned a description of abbey life over a<extra_id_0> ,year
54,0.3922734,My friend remembers that the monk penned a description of abbey life over a year<extra_id_0> ,ago
55,9.146622,The newspaper said that I picked out the present for Simon<extra_id_0> ,while
56,2.2545621,The newspaper said that I picked out the present for Simon while<extra_id_0> ,I
57,0.27005985,The newspaper said that I picked out the present for Simon while I<extra_id_0> ,was
58,3.4017322,The newspaper said that I picked out the present for Simon while I was<extra_id_0> ,on
59,2.0278137,The newspaper said that I picked out the present for Simon while I was on<extra_id_0> ,vacation
60,6.3324914,Our neighbor said that she won the argument about childcare<extra_id_0> ,yesterday
61,4.576266,My friend told me that he wrote a proposal for the board<extra_id_0> ,last
62,6.435029,My friend told me that he wrote a proposal for the board last<extra_id_0> ,evening
63,3.365119,She can not believe that we attended a conference on cell evolution<extra_id_0> ,last
64,5.4915686,She can not believe that we attended a conference on cell evolution last<extra_id_0> ,spring
65,9.402046,I know that your tears signaled an indication of<extra_id_0> ,last
66,3.3127925,I know that your tears signaled an indication of last<extra_id_0> ,night
67,9.47507,I remember that we all pitched in to buy the gift for<extra_id_0> ,at
68,3.7750163,I remember that we all pitched in to buy the gift for at<extra_id_0> ,the
69,5.176419,I remember that we all pitched in to buy the gift for at the<extra_id_0> ,last
70,0.56085896,I remember that we all pitched in to buy the gift for at the last<extra_id_0> ,minute
71,8.0136795,The newspaper reported that the critics reviewed the novel by<extra_id_0> ,in
72,3.4442744,The newspaper reported that the critics reviewed the novel by in<extra_id_0> ,the
73,3.472695,The newspaper reported that the critics reviewed the novel by in the<extra_id_0> ,press
74,9.824808,I know that the family bought the painting by<extra_id_0> ,sometime
75,4.6955333,I know that the family bought the painting by sometime<extra_id_0> ,last
76,0.32017422,I know that the family bought the painting by sometime last<extra_id_0> ,year
77,9.250974,You remember that the spy sold the instructions for<extra_id_0> ,much
78,7.0790277,You remember that the spy sold the instructions for much<extra_id_0> ,to
79,5.754691,You remember that the spy sold the instructions for much to<extra_id_0> ,our
80,7.2789044,You remember that the spy sold the instructions for much to our<extra_id_0> ,regret
81,10.130027,She told me that he has had an allergy to<extra_id_0> ,ever
82,3.8284285,She told me that he has had an allergy to ever<extra_id_0> ,since
83,3.0133033,She told me that he has had an allergy to ever since<extra_id_0> ,he
84,0.13201219,She told me that he has had an allergy to ever since he<extra_id_0> ,was
85,3.5505247,She told me that he has had an allergy to ever since he was<extra_id_0> ,young
86,7.435786,She knows that the doorman accepted the delivery for<extra_id_0> ,last
87,5.263624,She knows that the doorman accepted the delivery for last<extra_id_0> ,Tuesday
88,8.494811,We all remember that the mailman lost the package for<extra_id_0> ,in
89,5.1839542,We all remember that the mailman lost the package for in<extra_id_0> ,the
90,8.334532,We all remember that the mailman lost the package for in the<extra_id_0> ,holiday
91,3.555624,We all remember that the mailman lost the package for in the holiday<extra_id_0> ,rush
92,9.08197,My friend reported that we listened to the symphony by<extra_id_0> ,yesterday
93,2.4233344,My friend reported that we listened to the symphony by yesterday<extra_id_0> ,night
94,7.9223146,I have an idea about that I saw the play by<extra_id_0> ,last
95,1.1817329,I have an idea about that I saw the play by last<extra_id_0> ,night
96,10.121948,She can guess that my friend wrote a forward for<extra_id_0> ,over
97,3.8110423,She can guess that my friend wrote a forward for over<extra_id_0> ,the
98,1.0577285,She can guess that my friend wrote a forward for over the<extra_id_0> ,weekend
99,10.992373,The newspaper reported that she made the salad dressing from a mix of<extra_id_0> ,every
100,9.595161,The newspaper reported that she made the salad dressing from a mix of every<extra_id_0> ,time
101,1.5748762,The newspaper reported that she made the salad dressing from a mix of every time<extra_id_0> ,she
