,surprisals,prefix,continuation
0,8.163856,I know that your tears signaled an indication of depression<extra_id_0> ,last
1,1.4458262,I know that your tears signaled an indication of depression last<extra_id_0> ,night
2,5.035526,I remember that we all pitched in to buy the gift for Mary<extra_id_0> ,at
3,1.1431805,I remember that we all pitched in to buy the gift for Mary at<extra_id_0> ,the
4,5.2188435,I remember that we all pitched in to buy the gift for Mary at the<extra_id_0> ,last
5,2.498491,I remember that we all pitched in to buy the gift for Mary at the last<extra_id_0> ,minute
6,4.226459,The newspaper reported that the critics reviewed the novel by the famous author<extra_id_0> ,in
7,1.3245704,The newspaper reported that the critics reviewed the novel by the famous author in<extra_id_0> ,the
8,4.7583475,The newspaper reported that the critics reviewed the novel by the famous author in the<extra_id_0> ,press
9,8.749801,I know that the family bought the painting by Monet<extra_id_0> ,sometime
10,5.6316824,I know that the family bought the painting by Monet sometime<extra_id_0> ,last
11,0.4432724,I know that the family bought the painting by Monet sometime last<extra_id_0> ,year
12,9.478314,You remember that the spy sold the instructions for the submarine<extra_id_0> ,much
13,2.5136127,You remember that the spy sold the instructions for the submarine much<extra_id_0> ,to
14,4.2682877,You remember that the spy sold the instructions for the submarine much to<extra_id_0> ,our
15,4.536332,You remember that the spy sold the instructions for the submarine much to our<extra_id_0> ,regret
16,5.594919,She told me that he has had an allergy to peanuts<extra_id_0> ,ever
17,0.014472036,She told me that he has had an allergy to peanuts ever<extra_id_0> ,since
18,1.6953353,She told me that he has had an allergy to peanuts ever since<extra_id_0> ,he
19,0.54779875,She told me that he has had an allergy to peanuts ever since he<extra_id_0> ,was
20,4.585627,She told me that he has had an allergy to peanuts ever since he was<extra_id_0> ,young
21,6.49592,She knows that the doorman accepted the delivery for Sarah<extra_id_0> ,last
22,4.182662,She knows that the doorman accepted the delivery for Sarah last<extra_id_0> ,Tuesday
23,4.715641,We all remember that the mailman lost the package for Robert<extra_id_0> ,in
24,1.2640804,We all remember that the mailman lost the package for Robert in<extra_id_0> ,the
25,7.8390074,We all remember that the mailman lost the package for Robert in the<extra_id_0> ,holiday
26,4.358535,We all remember that the mailman lost the package for Robert in the holiday<extra_id_0> ,rush
27,4.930319,My friend reported that we listened to the symphony by Mozart<extra_id_0> ,yesterday
28,3.8219306,My friend reported that we listened to the symphony by Mozart yesterday<extra_id_0> ,night
29,6.604923,I have an idea about that I saw the play by the amateur comedian<extra_id_0> ,last
30,1.0490863,I have an idea about that I saw the play by the amateur comedian last<extra_id_0> ,night
31,8.313247,She can guess that my friend wrote a forward for the new manuscript<extra_id_0> ,over
32,1.4058809,She can guess that my friend wrote a forward for the new manuscript over<extra_id_0> ,the
33,2.3038101,She can guess that my friend wrote a forward for the new manuscript over the<extra_id_0> ,weekend
34,10.900412,The newspaper reported that she made the salad dressing from a mix of oil and vinegar<extra_id_0> ,every
35,3.254964,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every<extra_id_0> ,time
36,0.26492846,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every time<extra_id_0> ,she
37,3.1854596,The newspaper reported that she made the salad dressing from a mix of oil and vinegar every time she<extra_id_0> ,cooked
38,8.954333,We recall that the blogger drafted a critique of the fossil fuel industry<extra_id_0> ,late
