,surprisals,prefix,continuation
0,6.3631253,The teacher realized what the student accepted before Christmas studied for the test<extra_id_0> ,with
1,5.6439815,The teacher realized what the student accepted before Christmas studied for the test with<extra_id_0> ,great
2,2.5158231,The teacher realized what the student accepted before Christmas studied for the test with great<extra_id_0> ,enthusiasm
3,2.546471,The policeman discovered what the convict captured after investigation smuggled a gun<extra_id_0> ,into
4,0.7662165,The policeman discovered what the convict captured after investigation smuggled a gun into<extra_id_0> ,the
5,2.9365032,The policeman discovered what the convict captured after investigation smuggled a gun into the<extra_id_0> ,prison
6,5.163375,The shop owner realized what the waiter hired before curfew placed a candle<extra_id_0> ,near
7,0.6982091,The shop owner realized what the waiter hired before curfew placed a candle near<extra_id_0> ,the
8,2.940044,The shop owner realized what the waiter hired before curfew placed a candle near the<extra_id_0> ,table
9,5.454785,The committee asked what the banker promoted after the meeting sold a mortgage<extra_id_0> ,with
10,1.6072128,The committee asked what the banker promoted after the meeting sold a mortgage with<extra_id_0> ,faulty
11,3.7381067,The committee asked what the banker promoted after the meeting sold a mortgage with faulty<extra_id_0> ,credit
12,4.6899967,The first mate said what the sailor killed after the departure hauled a line<extra_id_0> ,with
13,5.9571,The first mate said what the sailor killed after the departure hauled a line with<extra_id_0> ,all
14,3.4024239,The first mate said what the sailor killed after the departure hauled a line with all<extra_id_0> ,his
15,8.009503,The first mate said what the sailor killed after the departure hauled a line with all his<extra_id_0> ,might
16,4.7847323,The newspaper said what the soccer player injured before the game scored a goal<extra_id_0> ,during
17,0.4564509,The newspaper said what the soccer player injured before the game scored a goal during<extra_id_0> ,the
18,6.750024,The newspaper said what the soccer player injured before the game scored a goal during the<extra_id_0> ,championship
19,2.616438,The husband saw what the maid fired after the recession broke a vase<extra_id_0> ,in
20,1.1275084,The husband saw what the maid fired after the recession broke a vase in<extra_id_0> ,the
21,6.825602,The husband saw what the maid fired after the recession broke a vase in the<extra_id_0> ,hallway
22,5.5070424,The administrator discovered what the students taught before the pandemic wrote about philosophy<extra_id_0> ,for
23,5.177575,The administrator discovered what the students taught before the pandemic wrote about philosophy for<extra_id_0> ,their
24,7.729021,The administrator discovered what the students taught before the pandemic wrote about philosophy for their<extra_id_0> ,term
