,surprisals,prefix,continuation
0,5.966304,The teacher realized that the student accepted before Christmas studied for the test<extra_id_0> ,with
1,5.352792,The teacher realized that the student accepted before Christmas studied for the test with<extra_id_0> ,great
2,2.476293,The teacher realized that the student accepted before Christmas studied for the test with great<extra_id_0> ,enthusiasm
3,2.1413066,The policeman discovered that the convict captured after investigation smuggled a gun<extra_id_0> ,into
4,0.71334285,The policeman discovered that the convict captured after investigation smuggled a gun into<extra_id_0> ,the
5,3.187791,The policeman discovered that the convict captured after investigation smuggled a gun into the<extra_id_0> ,prison
6,4.32063,The shop owner realized that the waiter hired before curfew placed a candle<extra_id_0> ,near
7,0.750813,The shop owner realized that the waiter hired before curfew placed a candle near<extra_id_0> ,the
8,3.1297667,The shop owner realized that the waiter hired before curfew placed a candle near the<extra_id_0> ,table
9,5.216138,The committee asked that the banker promoted after the meeting sold a mortgage<extra_id_0> ,with
10,1.7867464,The committee asked that the banker promoted after the meeting sold a mortgage with<extra_id_0> ,faulty
11,3.486714,The committee asked that the banker promoted after the meeting sold a mortgage with faulty<extra_id_0> ,credit
12,4.15401,The first mate said that the sailor killed after the departure hauled a line<extra_id_0> ,with
13,6.1275215,The first mate said that the sailor killed after the departure hauled a line with<extra_id_0> ,all
14,2.861302,The first mate said that the sailor killed after the departure hauled a line with all<extra_id_0> ,his
15,8.183198,The first mate said that the sailor killed after the departure hauled a line with all his<extra_id_0> ,might
16,3.9479501,The newspaper said that the soccer player injured before the game scored a goal<extra_id_0> ,during
17,0.29649964,The newspaper said that the soccer player injured before the game scored a goal during<extra_id_0> ,the
18,7.36849,The newspaper said that the soccer player injured before the game scored a goal during the<extra_id_0> ,championship
19,2.7656665,The husband saw that the maid fired after the recession broke a vase<extra_id_0> ,in
20,1.003009,The husband saw that the maid fired after the recession broke a vase in<extra_id_0> ,the
21,7.133833,The husband saw that the maid fired after the recession broke a vase in the<extra_id_0> ,hallway
22,4.9308877,The administrator discovered that the students taught before the pandemic wrote about philosophy<extra_id_0> ,for
23,4.1895175,The administrator discovered that the students taught before the pandemic wrote about philosophy for<extra_id_0> ,their
24,7.201064,The administrator discovered that the students taught before the pandemic wrote about philosophy for their<extra_id_0> ,term
25,2.3581092,The administrator discovered that the students taught before the pandemic wrote about philosophy for their term<extra_id_0> ,paper
26,1.16375,My mother recalled that the fireman honored after the flood rescued her cat<extra_id_0> ,from
27,1.085938,My mother recalled that the fireman honored after the flood rescued her cat from<extra_id_0> ,the
28,5.187023,My mother recalled that the fireman honored after the flood rescued her cat from the<extra_id_0> ,burning
29,2.5630293,My mother recalled that the fireman honored after the flood rescued her cat from the burning<extra_id_0> ,building
30,4.3840213,Our friend said that the customer served after the campaign bought the new car<extra_id_0> ,on
31,6.53073,Our friend said that the customer served after the campaign bought the new car on<extra_id_0> ,credit
32,4.1865187,The memoir recounted that the tennis player trained before the Olympics was thinking about her serve<extra_id_0> ,before
33,1.6974435,The memoir recounted that the tennis player trained before the Olympics was thinking about her serve before<extra_id_0> ,the
34,4.357059,The memoir recounted that the tennis player trained before the Olympics was thinking about her serve before the<extra_id_0> ,match
35,5.2930574,Your father noticed that the author recognized after the event signed a copy of his book<extra_id_0> ,after
36,1.0019016,Your father noticed that the author recognized after the event signed a copy of his book after<extra_id_0> ,the
37,5.5475416,Your father noticed that the author recognized after the event signed a copy of his book after the<extra_id_0> ,reading
38,4.346463,The report described that the zoo keeper fired after the incident lost track of a kangaroo<extra_id_0> ,at
39,0.5776423,The report described that the zoo keeper fired after the incident lost track of a kangaroo at<extra_id_0> ,the
40,2.6038387,The report described that the zoo keeper fired after the incident lost track of a kangaroo at the<extra_id_0> ,zoo
41,5.7531104,The reporter said that the citizens protected after the war talked about a new bill<extra_id_0> ,at
42,0.64948744,The reporter said that the citizens protected after the war talked about a new bill at<extra_id_0> ,the
43,5.786285,The reporter said that the citizens protected after the war talked about a new bill at the<extra_id_0> ,town
44,1.0755384,The reporter said that the citizens protected after the war talked about a new bill at the town<extra_id_0> ,hall
45,3.1880548,The reporter said that the citizens protected after the war talked about a new bill at the town hall<extra_id_0> ,meeting
46,3.9599216,The assistant realized that the nurse tested before the surgery comforted the patient<extra_id_0> ,in
47,1.129056,The assistant realized that the nurse tested before the surgery comforted the patient in<extra_id_0> ,the
48,6.5814104,The assistant realized that the nurse tested before the surgery comforted the patient in the<extra_id_0> ,waiting
49,0.13065842,The assistant realized that the nurse tested before the surgery comforted the patient in the waiting<extra_id_0> ,room
50,2.3148832,Your friend said that the librarian paid after the demonstration placed the book<extra_id_0> ,on
51,0.8364818,Your friend said that the librarian paid after the demonstration placed the book on<extra_id_0> ,the
52,7.261056,Your friend said that the librarian paid after the demonstration placed the book on the<extra_id_0> ,wrong
53,2.8459446,Your friend said that the librarian paid after the demonstration placed the book on the wrong<extra_id_0> ,shelf
54,9.500679,The witness realized that the lawyers hired after the probation shredded documents<extra_id_0> ,late
55,3.1682482,The witness realized that the lawyers hired after the probation shredded documents late<extra_id_0> ,at
56,0.9349102,The witness realized that the lawyers hired after the probation shredded documents late at<extra_id_0> ,night
57,5.268413,The article said that the chef praised before the night shift prepared the soup<extra_id_0> ,before
58,1.4256012,The article said that the chef praised before the night shift prepared the soup before<extra_id_0> ,the
59,3.4580064,The article said that the chef praised before the night shift prepared the soup before the<extra_id_0> ,dinner
60,8.077278,The article said that the chef praised before the night shift prepared the soup before the dinner<extra_id_0> ,rush
61,4.151308,The insurance company concluded that the taxi driver interviewed after the accident hit the deer<extra_id_0> ,while
62,1.5992112,The insurance company concluded that the taxi driver interviewed after the accident hit the deer while<extra_id_0> ,driving
63,12.051252,The insurance company concluded that the taxi driver interviewed after the accident hit the deer while driving<extra_id_0> ,casually
64,6.869357,The museum director realized that the burglar caught after the chase stole the painting<extra_id_0> ,last
65,3.1297936,The museum director realized that the burglar caught after the chase stole the painting last<extra_id_0> ,night
66,7.3747683,The teacher realized that the student accepted before Christmas studied for<extra_id_0> ,with
67,5.849751,The teacher realized that the student accepted before Christmas studied for with<extra_id_0> ,great
68,2.5592856,The teacher realized that the student accepted before Christmas studied for with great<extra_id_0> ,enthusiasm
69,4.8190727,The policeman discovered that the convict captured after investigation smuggled<extra_id_0> ,into
70,1.1865157,The policeman discovered that the convict captured after investigation smuggled into<extra_id_0> ,the
71,3.8088121,The policeman discovered that the convict captured after investigation smuggled into the<extra_id_0> ,prison
72,9.055391,The shop owner realized that the waiter hired before curfew placed<extra_id_0> ,near
73,0.7722133,The shop owner realized that the waiter hired before curfew placed near<extra_id_0> ,the
74,5.248673,The shop owner realized that the waiter hired before curfew placed near the<extra_id_0> ,table
75,7.005174,The committee asked that the banker promoted after the meeting sold<extra_id_0> ,with
76,1.977578,The committee asked that the banker promoted after the meeting sold with<extra_id_0> ,faulty
77,4.0245223,The committee asked that the banker promoted after the meeting sold with faulty<extra_id_0> ,credit
78,5.420962,The first mate said that the sailor killed after the departure hauled<extra_id_0> ,with
79,5.4542384,The first mate said that the sailor killed after the departure hauled with<extra_id_0> ,all
