,surprisals,prefix,continuation
0,8.845476,I know that your tears signaled an indication<extra_id_0> ,last
1,1.2202798,I know that your tears signaled an indication last<extra_id_0> ,night
2,5.6318,I remember that we all pitched in to buy the gift<extra_id_0> ,at
3,1.153901,I remember that we all pitched in to buy the gift at<extra_id_0> ,the
4,4.9700723,I remember that we all pitched in to buy the gift at the<extra_id_0> ,last
5,1.519755,I remember that we all pitched in to buy the gift at the last<extra_id_0> ,minute
6,2.939653,The newspaper reported that the critics reviewed the novel<extra_id_0> ,in
7,1.4477115,The newspaper reported that the critics reviewed the novel in<extra_id_0> ,the
8,4.631787,The newspaper reported that the critics reviewed the novel in the<extra_id_0> ,press
9,8.67079,I know that the family bought the painting<extra_id_0> ,sometime
10,4.7005854,I know that the family bought the painting sometime<extra_id_0> ,last
11,0.46404815,I know that the family bought the painting sometime last<extra_id_0> ,year
12,9.057588,You remember that the spy sold the instructions<extra_id_0> ,much
13,3.1201854,You remember that the spy sold the instructions much<extra_id_0> ,to
14,5.3448997,You remember that the spy sold the instructions much to<extra_id_0> ,our
15,5.7812634,You remember that the spy sold the instructions much to our<extra_id_0> ,regret
16,7.1362147,She told me that he has had an allergy<extra_id_0> ,ever
17,0.03921975,She told me that he has had an allergy ever<extra_id_0> ,since
18,2.0859165,She told me that he has had an allergy ever since<extra_id_0> ,he
19,0.6419134,She told me that he has had an allergy ever since he<extra_id_0> ,was
20,4.9026947,She told me that he has had an allergy ever since he was<extra_id_0> ,young
21,6.521018,She knows that the doorman accepted the delivery<extra_id_0> ,last
22,4.1104794,She knows that the doorman accepted the delivery last<extra_id_0> ,Tuesday
23,3.2058415,We all remember that the mailman lost the package<extra_id_0> ,in
24,0.92927206,We all remember that the mailman lost the package in<extra_id_0> ,the
25,8.532065,We all remember that the mailman lost the package in the<extra_id_0> ,holiday
26,4.090743,We all remember that the mailman lost the package in the holiday<extra_id_0> ,rush
27,5.343837,My friend reported that we listened to the symphony<extra_id_0> ,yesterday
28,3.134111,My friend reported that we listened to the symphony yesterday<extra_id_0> ,night
29,5.4064174,I have an idea about that I saw the play<extra_id_0> ,last
30,0.919315,I have an idea about that I saw the play last<extra_id_0> ,night
31,8.112056,She can guess that my friend wrote a forward<extra_id_0> ,over
32,2.0306609,She can guess that my friend wrote a forward over<extra_id_0> ,the
33,2.779528,She can guess that my friend wrote a forward over the<extra_id_0> ,weekend
34,12.195114,The newspaper reported that she made the salad dressing from a mix<extra_id_0> ,every
35,3.0511935,The newspaper reported that she made the salad dressing from a mix every<extra_id_0> ,time
36,0.67174774,The newspaper reported that she made the salad dressing from a mix every time<extra_id_0> ,she
37,3.5533125,The newspaper reported that she made the salad dressing from a mix every time she<extra_id_0> ,cooked
38,9.982361,We recall that the blogger drafted a critique<extra_id_0> ,late
39,1.6388056,We recall that the blogger drafted a critique late<extra_id_0> ,in
40,0.51549137,We recall that the blogger drafted a critique late in<extra_id_0> ,the
41,3.449048,We recall that the blogger drafted a critique late in the<extra_id_0> ,afternoon
42,5.944236,I remember that the politician wrote a diatribe<extra_id_0> ,yesterday
43,4.918444,I remember that the politician wrote a diatribe yesterday<extra_id_0> ,night
44,6.705534,Our friend guessed that we saw a picture<extra_id_0> ,yesterday
45,5.9758754,Our friend guessed that we saw a picture yesterday<extra_id_0> ,afternoon
46,8.045463,The mayor told me that the newspapers printed a photograph<extra_id_0> ,two
47,1.6622806,The mayor told me that the newspapers printed a photograph two<extra_id_0> ,days
48,1.3254652,The mayor told me that the newspapers printed a photograph two days<extra_id_0> ,after
49,1.1271906,The mayor told me that the newspapers printed a photograph two days after<extra_id_0> ,the
50,7.094096,The mayor told me that the newspapers printed a photograph two days after the<extra_id_0> ,battle
51,7.0562267,My friend remembers that the monk penned a description<extra_id_0> ,over
52,1.787178,My friend remembers that the monk penned a description over<extra_id_0> ,a
53,2.5412533,My friend remembers that the monk penned a description over a<extra_id_0> ,year
54,0.39679322,My friend remembers that the monk penned a description over a year<extra_id_0> ,ago
55,7.9848213,The newspaper said that I picked out the present<extra_id_0> ,while
56,1.5746158,The newspaper said that I picked out the present while<extra_id_0> ,I
57,1.0628332,The newspaper said that I picked out the present while I<extra_id_0> ,was
58,3.4978578,The newspaper said that I picked out the present while I was<extra_id_0> ,on
59,1.2611481,The newspaper said that I picked out the present while I was on<extra_id_0> ,vacation
60,6.170021,Our neighbor said that she won the argument<extra_id_0> ,yesterday
61,5.160078,My friend told me that he wrote a proposal<extra_id_0> ,last
62,6.1486325,My friend told me that he wrote a proposal last<extra_id_0> ,evening
63,3.0707955,She can not believe that we attended a conference<extra_id_0> ,last
64,5.8960075,She can not believe that we attended a conference last<extra_id_0> ,spring
65,8.684442,I know that your tears signaled<extra_id_0> ,last
66,1.028244,I know that your tears signaled last<extra_id_0> ,night
67,7.0340033,I remember that we all pitched in to buy<extra_id_0> ,at
68,1.5224667,I remember that we all pitched in to buy at<extra_id_0> ,the
69,4.997025,I remember that we all pitched in to buy at the<extra_id_0> ,last
70,3.5866466,I remember that we all pitched in to buy at the last<extra_id_0> ,minute
71,6.2252917,The newspaper reported that the critics reviewed<extra_id_0> ,in
72,1.4659942,The newspaper reported that the critics reviewed in<extra_id_0> ,the
73,5.2787046,The newspaper reported that the critics reviewed in the<extra_id_0> ,press
74,10.984612,I know that the family bought<extra_id_0> ,sometime
75,4.0291796,I know that the family bought sometime<extra_id_0> ,last
76,0.59148556,I know that the family bought sometime last<extra_id_0> ,year
77,8.415573,You remember that the spy sold<extra_id_0> ,much
78,4.7424393,You remember that the spy sold much<extra_id_0> ,to
79,5.514959,You remember that the spy sold much to<extra_id_0> ,our
80,8.146402,You remember that the spy sold much to our<extra_id_0> ,regret
81,9.678397,She told me that he has had<extra_id_0> ,ever
82,1.6446571,She told me that he has had ever<extra_id_0> ,since
83,2.4088123,She told me that he has had ever since<extra_id_0> ,he
84,0.6316729,She told me that he has had ever since he<extra_id_0> ,was
85,4.7342825,She told me that he has had ever since he was<extra_id_0> ,young
86,9.24869,She knows that the doorman accepted<extra_id_0> ,last
87,5.3311324,She knows that the doorman accepted last<extra_id_0> ,Tuesday
88,6.128393,We all remember that the mailman lost<extra_id_0> ,in
89,1.3820393,We all remember that the mailman lost in<extra_id_0> ,the
90,9.197766,We all remember that the mailman lost in the<extra_id_0> ,holiday
91,4.623501,We all remember that the mailman lost in the holiday<extra_id_0> ,rush
92,8.621448,My friend reported that we listened to<extra_id_0> ,yesterday
93,3.5325997,My friend reported that we listened to yesterday<extra_id_0> ,night
94,5.3490667,I have an idea about that I saw<extra_id_0> ,last
95,2.2555256,I have an idea about that I saw last<extra_id_0> ,night
96,7.5857906,She can guess that my friend wrote<extra_id_0> ,over
97,2.295228,She can guess that my friend wrote over<extra_id_0> ,the
98,2.6331098,She can guess that my friend wrote over the<extra_id_0> ,weekend
99,9.45607,The newspaper reported that she made the salad dressing from<extra_id_0> ,every
100,6.0650496,The newspaper reported that she made the salad dressing from every<extra_id_0> ,time
101,1.6013215,The newspaper reported that she made the salad dressing from every time<extra_id_0> ,she
102,4.5530496,The newspaper reported that she made the salad dressing from every time she<extra_id_0> ,cooked
103,10.416855,We recall that the blogger drafted<extra_id_0> ,late
104,3.9005015,We recall that the blogger drafted late<extra_id_0> ,in
105,1.3742809,We recall that the blogger drafted late in<extra_id_0> ,the
106,4.716658,We recall that the blogger drafted late in the<extra_id_0> ,afternoon
107,7.2062397,I remember that the politician wrote<extra_id_0> ,yesterday
108,5.6585293,I remember that the politician wrote yesterday<extra_id_0> ,night
109,8.3357115,Our friend guessed that we saw<extra_id_0> ,yesterday
110,6.3008657,Our friend guessed that we saw yesterday<extra_id_0> ,afternoon
111,5.062047,The mayor told me that the newspapers printed<extra_id_0> ,two
112,3.3452146,The mayor told me that the newspapers printed two<extra_id_0> ,days
113,2.5053332,The mayor told me that the newspapers printed two days<extra_id_0> ,after
114,1.2001461,The mayor told me that the newspapers printed two days after<extra_id_0> ,the
115,6.961211,The mayor told me that the newspapers printed two days after the<extra_id_0> ,battle
116,7.0445004,My friend remembers that the monk penned<extra_id_0> ,over
117,2.175983,My friend remembers that the monk penned over<extra_id_0> ,a
118,3.265312,My friend remembers that the monk penned over a<extra_id_0> ,year
119,0.6679754,My friend remembers that the monk penned over a year<extra_id_0> ,ago
120,8.837373,The newspaper said that I picked out<extra_id_0> ,while
121,2.0886772,The newspaper said that I picked out while<extra_id_0> ,I
122,1.2526691,The newspaper said that I picked out while I<extra_id_0> ,was
123,3.4145064,The newspaper said that I picked out while I was<extra_id_0> ,on
124,1.2417715,The newspaper said that I picked out while I was on<extra_id_0> ,vacation
125,9.899926,Our neighbor said that she won<extra_id_0> ,yesterday
126,7.736826,My friend told me that he wrote<extra_id_0> ,last
127,6.517476,My friend told me that he wrote last<extra_id_0> ,evening
128,6.796525,She can not believe that we attended<extra_id_0> ,last
129,6.034678,She can not believe that we attended last<extra_id_0> ,spring
130,8.563511,I know what your tears signaled an indication<extra_id_0> ,last
