,surprisals,prefix,continuation
0,13.846663,I know what my brother said that our aunt devoured the cake<extra_id_0> ,at
1,12.890016,I know what my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,10.527325,I know what my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,12.535341,My neighbor told me what the fireman believes that the dog caught the cat<extra_id_0> ,in
4,10.792828,My neighbor told me what the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,8.0880575,My neighbor told me what the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,13.514939,I know what our assistant believes that the committee delivered the report<extra_id_0> ,by
7,14.152136,I know what our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,16.178106,I know what our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,16.736353,You remember what I discovered that the water ruined the new carpet<extra_id_0> ,during
10,10.578433,You remember what I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,5.0976453,You remember what I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,17.257315,She told me what the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,15.728851,She told me what the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,7.28854,She knows what the expert can tell that the collector forged the painting<extra_id_0> ,with
15,15.6456,She knows what the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,9.8744545,She knows what the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,7.231665,She knows what the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,20.715162,She knows what the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,3.0850468,She knows what the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,14.987389,We all remember what the politician said that the convict smuggled a gun<extra_id_0> ,into
21,12.320482,We all remember what the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,13.551565,We all remember what the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,16.49824,My friend reported what the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,17.188625,My friend reported what the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
25,18.108803,I have an idea about what the actor suspects that her rival sabotaged the audition<extra_id_0> ,last
26,9.861645,I have an idea about what the actor suspects that her rival sabotaged the audition last<extra_id_0> ,week
27,0.24345045,She can guess what our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,for
28,18.97421,She can guess what our friend predicts that the movie star will be awarded an oscar for<extra_id_0> ,her
29,19.099035,She can guess what our friend predicts that the movie star will be awarded an oscar for her<extra_id_0> ,hard
30,0.5618536,She can guess what our friend predicts that the movie star will be awarded an oscar for her hard<extra_id_0> ,work
31,12.018967,The newspaper reported who the police know that the suspect killed the witness<extra_id_0> ,in
32,11.385826,The newspaper reported who the police know that the suspect killed the witness in<extra_id_0> ,the
33,10.46118,The newspaper reported who the police know that the suspect killed the witness in the<extra_id_0> ,middle
34,6.082989,The newspaper reported who the police know that the suspect killed the witness in the middle<extra_id_0> ,of
35,8.5940485,The newspaper reported who the police know that the suspect killed the witness in the middle of<extra_id_0> ,the
36,4.9240828,The newspaper reported who the police know that the suspect killed the witness in the middle of the<extra_id_0> ,night
37,11.817969,We recall who the old lady heard that the hot tea warmed the young girl<extra_id_0> ,after
38,15.426567,We recall who the old lady heard that the hot tea warmed the young girl after<extra_id_0> ,the
39,15.025977,We recall who the old lady heard that the hot tea warmed the young girl after the<extra_id_0> ,shocking
40,3.0936751,We recall who the old lady heard that the hot tea warmed the young girl after the shocking<extra_id_0> ,incident
41,11.596984,I remember what the doctor decided that the nurse should administer the new medicine<extra_id_0> ,to
42,14.08557,I remember what the doctor decided that the nurse should administer the new medicine to<extra_id_0> ,the
43,14.4157915,I remember what the doctor decided that the nurse should administer the new medicine to the<extra_id_0> ,sick
44,11.706053,I remember what the doctor decided that the nurse should administer the new medicine to the sick<extra_id_0> ,patient
45,14.826575,Our friend guessed what my friend discovered that the gossip column revealed family secrets<extra_id_0> ,to
46,13.923231,Our friend guessed what my friend discovered that the gossip column revealed family secrets to<extra_id_0> ,the
47,13.275327,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the<extra_id_0> ,whole
48,5.717758,Our friend guessed what my friend discovered that the gossip column revealed family secrets to the whole<extra_id_0> ,town
49,15.646889,The mayor told me what the town clerk heard that the town repaired the parking lot<extra_id_0> ,over
50,12.15005,The mayor told me what the town clerk heard that the town repaired the parking lot over<extra_id_0> ,the
51,4.852712,The mayor told me what the town clerk heard that the town repaired the parking lot over the<extra_id_0> ,summer
52,13.344583,My friend remembers what the senator testified about that the government collected personal data<extra_id_0> ,over
53,11.152636,My friend remembers what the senator testified about that the government collected personal data over<extra_id_0> ,the
54,8.981454,My friend remembers what the senator testified about that the government collected personal data over the<extra_id_0> ,past
55,7.2870092,My friend remembers what the senator testified about that the government collected personal data over the past<extra_id_0> ,decade
56,17.461926,The newspaper said what the bureaucrat discovered that the manager followed company regulations<extra_id_0> ,during
57,10.701557,The newspaper said what the bureaucrat discovered that the manager followed company regulations during<extra_id_0> ,the
58,14.724354,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the<extra_id_0> ,financial
59,6.1446304,The newspaper said what the bureaucrat discovered that the manager followed company regulations during the financial<extra_id_0> ,crisis
