,surprisals,prefix,continuation
0,6.384977,The teacher realized what the student in the first year was studying for the test<extra_id_0> ,with
1,5.153688,The teacher realized what the student in the first year was studying for the test with<extra_id_0> ,great
2,2.9011693,The teacher realized what the student in the first year was studying for the test with great<extra_id_0> ,enthusiasm
3,3.3716419,The policeman discovered what the convict with the shaved head smuggled a gun<extra_id_0> ,into
4,0.9093741,The policeman discovered what the convict with the shaved head smuggled a gun into<extra_id_0> ,the
5,4.128281,The policeman discovered what the convict with the shaved head smuggled a gun into the<extra_id_0> ,prison
6,5.5671744,The shop owner realized what the waiter in the white jacket placed a candle<extra_id_0> ,near
7,0.8479322,The shop owner realized what the waiter in the white jacket placed a candle near<extra_id_0> ,the
8,2.9034264,The shop owner realized what the waiter in the white jacket placed a candle near the<extra_id_0> ,table
9,5.7998385,The committee asked what the banker from the big company sold a mortgage<extra_id_0> ,with
10,2.0093746,The committee asked what the banker from the big company sold a mortgage with<extra_id_0> ,faulty
11,4.026654,The committee asked what the banker from the big company sold a mortgage with faulty<extra_id_0> ,credit
12,5.069697,The first mate said what the sailor in the rain jacket hauled a line<extra_id_0> ,with
13,5.905198,The first mate said what the sailor in the rain jacket hauled a line with<extra_id_0> ,all
14,3.4574633,The first mate said what the sailor in the rain jacket hauled a line with all<extra_id_0> ,his
15,7.463863,The first mate said what the sailor in the rain jacket hauled a line with all his<extra_id_0> ,might
16,5.4159307,The newspaper said what the soccer player from the rival team scored a goal<extra_id_0> ,during
17,0.5829979,The newspaper said what the soccer player from the rival team scored a goal during<extra_id_0> ,the
18,5.767697,The newspaper said what the soccer player from the rival team scored a goal during the<extra_id_0> ,championship
19,3.2844822,The husband saw what the maid from the new cleaning service broke a vase<extra_id_0> ,in
20,1.1181695,The husband saw what the maid from the new cleaning service broke a vase in<extra_id_0> ,the
21,6.869967,The husband saw what the maid from the new cleaning service broke a vase in the<extra_id_0> ,hallway
22,5.4618406,The administrator discovered what the students who were all very diligent wrote about philosophy<extra_id_0> ,for
23,3.6567912,The administrator discovered what the students who were all very diligent wrote about philosophy for<extra_id_0> ,their
24,8.150475,The administrator discovered what the students who were all very diligent wrote about philosophy for their<extra_id_0> ,term
25,3.8140962,The administrator discovered what the students who were all very diligent wrote about philosophy for their term<extra_id_0> ,paper
26,2.182969,My mother recalled what the fireman who only recently started working for the department rescued her cat<extra_id_0> ,from
27,3.2085211,My mother recalled what the fireman who only recently started working for the department rescued her cat from<extra_id_0> ,the
28,4.5680213,My mother recalled what the fireman who only recently started working for the department rescued her cat from the<extra_id_0> ,burning
29,2.6188004,My mother recalled what the fireman who only recently started working for the department rescued her cat from the burning<extra_id_0> ,building
30,5.0434227,Our friend said what the customer who had never owned a vehicle before bought the new car<extra_id_0> ,on
31,6.470397,Our friend said what the customer who had never owned a vehicle before bought the new car on<extra_id_0> ,credit
32,7.2923846,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve<extra_id_0> ,before
33,1.9342189,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before<extra_id_0> ,the
34,3.6300688,The memoir recounted what the tennis player who hoped to win the grand island tournament was thinking about her serve before the<extra_id_0> ,match
35,6.617483,Your father noticed what the author who the fans adored  signed a copy of his book<extra_id_0> ,after
36,2.1886868,Your father noticed what the author who the fans adored  signed a copy of his book after<extra_id_0> ,the
37,6.0213895,Your father noticed what the author who the fans adored  signed a copy of his book after the<extra_id_0> ,reading
38,4.999055,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo<extra_id_0> ,at
39,0.97213435,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at<extra_id_0> ,the
40,2.5236998,The report described what the zoo keeper who was sleeping on the job lost track of a kangaroo at the<extra_id_0> ,zoo
41,5.692325,The reporter said what the citizens who cared about civic engagement talked about a new bill<extra_id_0> ,at
42,0.9278288,The reporter said what the citizens who cared about civic engagement talked about a new bill at<extra_id_0> ,the
43,5.721104,The reporter said what the citizens who cared about civic engagement talked about a new bill at the<extra_id_0> ,town
44,1.6221294,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town<extra_id_0> ,hall
45,4.1847377,The reporter said what the citizens who cared about civic engagement talked about a new bill at the town hall<extra_id_0> ,meeting
