,surprisals,prefix,continuation
0,4.730705,I know what my brother said that our aunt devoured the cake<extra_id_0> ,at
1,1.3377694,I know what my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,3.6298432,I know what my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,3.226243,My neighbor told me what the fireman believes that the dog caught the cat<extra_id_0> ,in
4,0.5230781,My neighbor told me what the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,4.1086106,My neighbor told me what the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,5.5483513,I know what our assistant believes that the committee delivered the report<extra_id_0> ,by
7,1.6970831,I know what our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,5.087291,I know what our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,7.56563,You remember what I discovered that the water ruined the new carpet<extra_id_0> ,during
10,0.8604748,You remember what I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,3.7016935,You remember what I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,6.5948505,She told me what the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,5.20325,She told me what the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,5.1168537,She knows what the expert can tell that the collector forged the painting<extra_id_0> ,with
15,1.5390377,She knows what the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,4.543574,She knows what the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,0.06959891,She knows what the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,8.124313,She knows what the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,2.1931798,She knows what the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,2.294996,We all remember what the politician said that the convict smuggled a gun<extra_id_0> ,into
21,1.0235828,We all remember what the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,2.7220743,We all remember what the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,6.6104164,My friend reported what the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,4.759068,My friend reported what the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
