,surprisals,prefix,continuation
0,4.9309597,The teacher realized that the student in the first year was studying for the test<extra_id_0> ,with
1,4.747318,The teacher realized that the student in the first year was studying for the test with<extra_id_0> ,great
2,3.057476,The teacher realized that the student in the first year was studying for the test with great<extra_id_0> ,enthusiasm
3,1.9633397,The policeman discovered that the convict with the shaved head smuggled a gun<extra_id_0> ,into
4,0.6151613,The policeman discovered that the convict with the shaved head smuggled a gun into<extra_id_0> ,the
5,3.3828583,The policeman discovered that the convict with the shaved head smuggled a gun into the<extra_id_0> ,prison
6,4.269244,The shop owner realized that the waiter in the white jacket placed a candle<extra_id_0> ,near
7,0.64307815,The shop owner realized that the waiter in the white jacket placed a candle near<extra_id_0> ,the
8,2.4580207,The shop owner realized that the waiter in the white jacket placed a candle near the<extra_id_0> ,table
9,5.372506,The committee asked that the banker from the big company sold a mortgage<extra_id_0> ,with
10,2.0629199,The committee asked that the banker from the big company sold a mortgage with<extra_id_0> ,faulty
11,3.349907,The committee asked that the banker from the big company sold a mortgage with faulty<extra_id_0> ,credit
12,4.526353,The first mate said that the sailor in the rain jacket hauled a line<extra_id_0> ,with
13,5.856934,The first mate said that the sailor in the rain jacket hauled a line with<extra_id_0> ,all
14,1.9702315,The first mate said that the sailor in the rain jacket hauled a line with all<extra_id_0> ,his
15,6.812301,The first mate said that the sailor in the rain jacket hauled a line with all his<extra_id_0> ,might
16,4.189821,The newspaper said that the soccer player from the rival team scored a goal<extra_id_0> ,during
17,0.46932524,The newspaper said that the soccer player from the rival team scored a goal during<extra_id_0> ,the
18,6.929876,The newspaper said that the soccer player from the rival team scored a goal during the<extra_id_0> ,championship
19,2.3053336,The husband saw that the maid from the new cleaning service broke a vase<extra_id_0> ,in
20,0.94006807,The husband saw that the maid from the new cleaning service broke a vase in<extra_id_0> ,the
21,5.3929143,The husband saw that the maid from the new cleaning service broke a vase in the<extra_id_0> ,hallway
22,4.796909,The administrator discovered that the students who were all very diligent wrote about philosophy<extra_id_0> ,for
23,4.0272346,The administrator discovered that the students who were all very diligent wrote about philosophy for<extra_id_0> ,their
24,7.884558,The administrator discovered that the students who were all very diligent wrote about philosophy for their<extra_id_0> ,term
25,2.6246011,The administrator discovered that the students who were all very diligent wrote about philosophy for their term<extra_id_0> ,paper
26,1.6101071,My mother recalled that the fireman who only recently started working for the department rescued her cat<extra_id_0> ,from
27,1.4712512,My mother recalled that the fireman who only recently started working for the department rescued her cat from<extra_id_0> ,the
28,4.0331736,My mother recalled that the fireman who only recently started working for the department rescued her cat from the<extra_id_0> ,burning
29,2.4982789,My mother recalled that the fireman who only recently started working for the department rescued her cat from the burning<extra_id_0> ,building
30,3.9119945,Our friend said that the customer who had never owned a vehicle before bought the new car<extra_id_0> ,on
31,6.127871,Our friend said that the customer who had never owned a vehicle before bought the new car on<extra_id_0> ,credit
32,6.000867,The memoir recounted that the tennis player who hoped to win the grand island tournament was thinking about her serve<extra_id_0> ,before
33,1.8673267,The memoir recounted that the tennis player who hoped to win the grand island tournament was thinking about her serve before<extra_id_0> ,the
34,3.1009645,The memoir recounted that the tennis player who hoped to win the grand island tournament was thinking about her serve before the<extra_id_0> ,match
35,6.0663004,Your father noticed that the author who the fans adored  signed a copy of his book<extra_id_0> ,after
36,2.065988,Your father noticed that the author who the fans adored  signed a copy of his book after<extra_id_0> ,the
37,6.0205784,Your father noticed that the author who the fans adored  signed a copy of his book after the<extra_id_0> ,reading
38,4.3323746,The report described that the zoo keeper who was sleeping on the job lost track of a kangaroo<extra_id_0> ,at
39,0.8552858,The report described that the zoo keeper who was sleeping on the job lost track of a kangaroo at<extra_id_0> ,the
40,2.874327,The report described that the zoo keeper who was sleeping on the job lost track of a kangaroo at the<extra_id_0> ,zoo
41,4.757473,The reporter said that the citizens who cared about civic engagement talked about a new bill<extra_id_0> ,at
42,0.7975012,The reporter said that the citizens who cared about civic engagement talked about a new bill at<extra_id_0> ,the
43,4.9736366,The reporter said that the citizens who cared about civic engagement talked about a new bill at the<extra_id_0> ,town
44,0.7142414,The reporter said that the citizens who cared about civic engagement talked about a new bill at the town<extra_id_0> ,hall
45,2.4847655,The reporter said that the citizens who cared about civic engagement talked about a new bill at the town hall<extra_id_0> ,meeting
46,3.272696,The assistant realized that the nurse in the white uniform comforted the patient<extra_id_0> ,in
47,0.7643802,The assistant realized that the nurse in the white uniform comforted the patient in<extra_id_0> ,the
48,5.709489,The assistant realized that the nurse in the white uniform comforted the patient in the<extra_id_0> ,waiting
