,surprisals,prefix,continuation
0,0.045883317,I know what my brother said that our aunt devoured the cake<extra_id_0> ,.
1,0.026810665,My neighbor told me what the fireman believes that the dog caught the cat<extra_id_0> ,.
2,0.0241391,I know what our assistant believes that the committee delivered the report<extra_id_0> ,.
3,0.00015987243,You remember what I discovered that the water ruined the new carpet<extra_id_0> ,.
4,0.00011540125,She told me what the teacher suspects that the star student stole answers to the test<extra_id_0> ,.
5,0.001558982,She knows what the expert can tell that the collector forged the painting<extra_id_0> ,.
6,1.3625727,We all remember what the politician said that the convict smuggled a gun<extra_id_0> ,.
7,0.20226973,My friend reported what the banker predicts that the company will sell multiple assets<extra_id_0> ,.
8,0.0176932,I have an idea about what the actor suspects that her rival sabotaged the audition<extra_id_0> ,.
9,2.25352,She can guess what our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,.
10,0.0383534,The newspaper reported who the police know that the suspect killed the witness<extra_id_0> ,.
11,0.039239712,We recall who the old lady heard that the hot tea warmed the young girl<extra_id_0> ,.
12,0.08358919,I remember what the doctor decided that the nurse should administer the new medicine<extra_id_0> ,.
13,7.677373e-05,Our friend guessed what my friend discovered that the gossip column revealed family secrets<extra_id_0> ,.
14,0.025439873,The mayor told me what the town clerk heard that the town repaired the parking lot<extra_id_0> ,.
15,0.07684088,My friend remembers what the senator testified about that the government collected personal data<extra_id_0> ,.
16,0.00018055877,The newspaper said what the bureaucrat discovered that the manager followed company regulations<extra_id_0> ,.
17,0.12459951,Our neighbor said what the professor intuits that the student despised the assigned materials<extra_id_0> ,.
18,0.039227065,My friend told me who the consultant assumes that the university hired a new administrator<extra_id_0> ,.
19,0.00016726462,She can not believe who I forgot that my good friend married my cousin<extra_id_0> ,.
20,0.000557757,Our neighbor reminded us what she remembers that the tow truck hauled the wagon<extra_id_0> ,.
21,0.097135246,The shop owner told me what the baker forgot that the restaurant prepared a new recipe<extra_id_0> ,.
22,0.00656328,My sister told me what our mother remembers that the newspaper published a scandalous story<extra_id_0> ,.
23,1.16504,We remember what the judge decided that the lawyer must shred the evidence<extra_id_0> ,.
24,0.000111824564,I know what my brother said that our aunt devoured<extra_id_0> ,.
25,5.2095816e-05,My neighbor told me what the fireman believes that the dog caught<extra_id_0> ,.
26,2.3961355e-05,I know what our assistant believes that the committee delivered<extra_id_0> ,.
27,1.573575e-05,You remember what I discovered that the water ruined<extra_id_0> ,.
28,2.2292386e-05,She told me what the teacher suspects that the star student stole<extra_id_0> ,.
29,2.0504209e-05,She knows what the expert can tell that the collector forged<extra_id_0> ,.
30,0.00015319567,We all remember what the politician said that the convict smuggled<extra_id_0> ,.
31,4.8638572e-05,My friend reported what the banker predicts that the company will sell<extra_id_0> ,.
32,3.457129e-05,I have an idea about what the actor suspects that her rival sabotaged<extra_id_0> ,.
33,0.00048935466,She can guess what our friend predicts that the movie star will be awarded<extra_id_0> ,.
34,5.614915e-05,The newspaper reported who the police know that the suspect killed<extra_id_0> ,.
35,0.000110513116,We recall who the old lady heard that the hot tea warmed<extra_id_0> ,.
36,3.4690504e-05,I remember what the doctor decided that the nurse should administer<extra_id_0> ,.
37,4.053198e-05,Our friend guessed what my friend discovered that the gossip column revealed<extra_id_0> ,.
38,3.910141e-05,The mayor told me what the town clerk heard that the town repaired<extra_id_0> ,.
39,6.0083286e-05,My friend remembers what the senator testified about that the government collected<extra_id_0> ,.
40,6.914378e-05,The newspaper said what the bureaucrat discovered that the manager followed<extra_id_0> ,.
41,5.1261308e-05,Our neighbor said what the professor intuits that the student despised<extra_id_0> ,.
42,2.4557416e-05,My friend told me who the consultant assumes that the university hired<extra_id_0> ,.
43,2.9683553e-05,She can not believe who I forgot that my good friend married<extra_id_0> ,.
44,7.808513e-05,Our neighbor reminded us what she remembers that the tow truck hauled<extra_id_0> ,.
45,5.257268e-05,The shop owner told me what the baker forgot that the restaurant prepared<extra_id_0> ,.
46,4.5419773e-05,My sister told me what our mother remembers that the newspaper published<extra_id_0> ,.
47,6.0560153e-05,We remember what the judge decided that the lawyer must shred<extra_id_0> ,.
48,0.00026736257,I know what my brother said whether our aunt devoured the cake<extra_id_0> ,.
49,7.7131386e-05,My neighbor told me what the fireman believes whether the dog caught the cat<extra_id_0> ,.
50,0.00010645956,I know what our assistant believes whether the committee delivered the report<extra_id_0> ,.
51,4.1843337e-05,You remember what I discovered whether the water ruined the new carpet<extra_id_0> ,.
52,0.00014699585,She told me what the teacher suspects whether the star student stole answers to the test<extra_id_0> ,.
53,0.00022264813,She knows what the expert can tell whether the collector forged the painting<extra_id_0> ,.
54,0.043666903,We all remember what the politician said whether the convict smuggled a gun<extra_id_0> ,.
55,0.058375265,My friend reported what the banker predicts whether the company will sell multiple assets<extra_id_0> ,.
56,3.659792e-05,I have an idea about what the actor suspects whether her rival sabotaged the audition<extra_id_0> ,.
57,0.973485,She can guess what our friend predicts whether the movie star will be awarded an oscar<extra_id_0> ,.
58,0.0005645557,The newspaper reported who the police know whether the suspect killed the witness<extra_id_0> ,.
59,0.00020917457,We recall who the old lady heard whether the hot tea warmed the young girl<extra_id_0> ,.
60,0.0030113454,I remember what the doctor decided whether the nurse should administer the new medicine<extra_id_0> ,.
61,2.63456e-05,Our friend guessed what my friend discovered whether the gossip column revealed family secrets<extra_id_0> ,.
62,0.00031750475,The mayor told me what the town clerk heard whether the town repaired the parking lot<extra_id_0> ,.
63,5.4241696e-05,My friend remembers what the senator testified about whether the government collected personal data<extra_id_0> ,.
64,4.112805e-05,The newspaper said what the bureaucrat discovered whether the manager followed company regulations<extra_id_0> ,.
65,0.00020917457,Our neighbor said what the professor intuits whether the student despised the assigned materials<extra_id_0> ,.
66,0.003498767,My friend told me who the consultant assumes whether the university hired a new administrator<extra_id_0> ,.
67,3.9697483e-05,She can not believe who I forgot whether my good friend married my cousin<extra_id_0> ,.
68,2.3246082e-05,Our neighbor reminded us what she remembers whether the tow truck hauled the wagon<extra_id_0> ,.
69,0.0081627015,The shop owner told me what the baker forgot whether the restaurant prepared a new recipe<extra_id_0> ,.
70,9.191459e-05,My sister told me what our mother remembers whether the newspaper published a scandalous story<extra_id_0> ,.
71,0.40592036,We remember what the judge decided whether the lawyer must shred the evidence<extra_id_0> ,.
72,9.072239e-05,I know what my brother said whether our aunt devoured<extra_id_0> ,.
73,6.473274e-05,My neighbor told me what the fireman believes whether the dog caught<extra_id_0> ,.
74,4.1247265e-05,I know what our assistant believes whether the committee delivered<extra_id_0> ,.
75,1.335153e-05,You remember what I discovered whether the water ruined<extra_id_0> ,.
76,2.72993e-05,She told me what the teacher suspects whether the star student stole<extra_id_0> ,.
77,2.527269e-05,She knows what the expert can tell whether the collector forged<extra_id_0> ,.
78,0.00023135239,We all remember what the politician said whether the convict smuggled<extra_id_0> ,.
79,5.316876e-05,My friend reported what the banker predicts whether the company will sell<extra_id_0> ,.
80,4.899622e-05,I have an idea about what the actor suspects whether her rival sabotaged<extra_id_0> ,.
81,0.0020762763,She can guess what our friend predicts whether the movie star will be awarded<extra_id_0> ,.
82,4.5658202e-05,The newspaper reported who the police know whether the suspect killed<extra_id_0> ,.
83,0.00020667065,We recall who the old lady heard whether the hot tea warmed<extra_id_0> ,.
84,3.7790058e-05,I remember what the doctor decided whether the nurse should administer<extra_id_0> ,.
85,3.8028487e-05,Our friend guessed what my friend discovered whether the gossip column revealed<extra_id_0> ,.
86,4.053198e-05,The mayor told me what the town clerk heard whether the town repaired<extra_id_0> ,.
87,0.0013482118,My friend remembers what the senator testified about whether the government collected<extra_id_0> ,.
88,5.710288e-05,The newspaper said what the bureaucrat discovered whether the manager followed<extra_id_0> ,.
89,0.00015665327,Our neighbor said what the professor intuits whether the student despised<extra_id_0> ,.
90,2.777615e-05,My friend told me who the consultant assumes whether the university hired<extra_id_0> ,.
91,0.00030832275,She can not believe who I forgot whether my good friend married<extra_id_0> ,.
92,5.1857387e-05,Our neighbor reminded us what she remembers whether the tow truck hauled<extra_id_0> ,.
93,2.3603718e-05,The shop owner told me what the baker forgot whether the restaurant prepared<extra_id_0> ,.
94,4.279705e-05,My sister told me what our mother remembers whether the newspaper published<extra_id_0> ,.
95,6.890534e-05,We remember what the judge decided whether the lawyer must shred<extra_id_0> ,.
