,surprisals,prefix,continuation
0,7.385194,I know that an indication caused us to recommend therapy<extra_id_0> ,last
1,4.01964,I know that an indication caused us to recommend therapy last<extra_id_0> ,night
2,4.865746,I remember that the gift cost a lot of money<extra_id_0> ,at
3,0.854827,I remember that the gift cost a lot of money at<extra_id_0> ,the
4,5.6140275,I remember that the gift cost a lot of money at the<extra_id_0> ,last
5,2.4146914,I remember that the gift cost a lot of money at the last<extra_id_0> ,minute
6,2.6115081,The newspaper reported that the novel received favorable reviews<extra_id_0> ,in
7,0.7402079,The newspaper reported that the novel received favorable reviews in<extra_id_0> ,the
8,3.853289,The newspaper reported that the novel received favorable reviews in the<extra_id_0> ,press
9,8.575836,I know that the painting fetched a high price at auction<extra_id_0> ,sometime
10,3.129012,I know that the painting fetched a high price at auction sometime<extra_id_0> ,last
11,0.4448477,I know that the painting fetched a high price at auction sometime last<extra_id_0> ,year
12,9.891118,You remember that the instructions fell into the furnace<extra_id_0> ,much
13,4.330173,You remember that the instructions fell into the furnace much<extra_id_0> ,to
14,2.9025228,You remember that the instructions fell into the furnace much to<extra_id_0> ,our
15,4.730572,You remember that the instructions fell into the furnace much to our<extra_id_0> ,regret
16,8.437343,She told me that an allergy causes him to avoid dining out<extra_id_0> ,ever
17,0.7166805,She told me that an allergy causes him to avoid dining out ever<extra_id_0> ,since
18,2.0813797,She told me that an allergy causes him to avoid dining out ever since<extra_id_0> ,he
19,0.90823877,She told me that an allergy causes him to avoid dining out ever since he<extra_id_0> ,was
20,4.388332,She told me that an allergy causes him to avoid dining out ever since he was<extra_id_0> ,young
21,3.9584498,She knows that the delivery arrived around noon<extra_id_0> ,last
22,3.5360065,She knows that the delivery arrived around noon last<extra_id_0> ,Tuesday
23,4.390284,We all remember that the package got lost in the mail<extra_id_0> ,in
24,1.0740142,We all remember that the package got lost in the mail in<extra_id_0> ,the
25,7.729785,We all remember that the package got lost in the mail in the<extra_id_0> ,holiday
26,4.9700065,We all remember that the package got lost in the mail in the holiday<extra_id_0> ,rush
27,7.468514,My friend reported that the symphony moved my mother to tears<extra_id_0> ,yesterday
28,2.580245,My friend reported that the symphony moved my mother to tears yesterday<extra_id_0> ,night
29,6.2996883,I have an idea about that the play upset me<extra_id_0> ,last
30,1.3699005,I have an idea about that the play upset me last<extra_id_0> ,night
31,7.504791,She can guess that a forward claimed that Elvis is still alive<extra_id_0> ,over
32,1.4436574,She can guess that a forward claimed that Elvis is still alive over<extra_id_0> ,the
33,2.7535417,She can guess that a forward claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,9.860359,The newspaper reported that a mix was used for the salad dressing<extra_id_0> ,every
35,2.497895,The newspaper reported that a mix was used for the salad dressing every<extra_id_0> ,time
36,3.4080725,The newspaper reported that a mix was used for the salad dressing every time<extra_id_0> ,she
37,4.431072,The newspaper reported that a mix was used for the salad dressing every time she<extra_id_0> ,cooked
38,9.403434,We recall that a critique found support online<extra_id_0> ,late
39,2.2684076,We recall that a critique found support online late<extra_id_0> ,in
40,0.67278886,We recall that a critique found support online late in<extra_id_0> ,the
41,3.2471533,We recall that a critique found support online late in the<extra_id_0> ,afternoon
42,4.9195404,I remember that a diatribe was published in the local newspaper<extra_id_0> ,yesterday
43,3.8164537,I remember that a diatribe was published in the local newspaper yesterday<extra_id_0> ,night
44,5.0419025,Our friend guessed that a picture appeared in the newspaper<extra_id_0> ,yesterday
45,5.558392,Our friend guessed that a picture appeared in the newspaper yesterday<extra_id_0> ,afternoon
46,7.4161296,The mayor told me that a photograph was taken by the war correspondent<extra_id_0> ,two
47,1.5899246,The mayor told me that a photograph was taken by the war correspondent two<extra_id_0> ,days
48,1.3702327,The mayor told me that a photograph was taken by the war correspondent two days<extra_id_0> ,after
49,0.6142625,The mayor told me that a photograph was taken by the war correspondent two days after<extra_id_0> ,the
50,4.463131,The mayor told me that a photograph was taken by the war correspondent two days after the<extra_id_0> ,battle
51,7.1043634,My friend remembers that a description was disliked by the bishop<extra_id_0> ,over
52,1.931501,My friend remembers that a description was disliked by the bishop over<extra_id_0> ,a
53,3.0699415,My friend remembers that a description was disliked by the bishop over a<extra_id_0> ,year
54,0.4166327,My friend remembers that a description was disliked by the bishop over a year<extra_id_0> ,ago
55,6.8799977,The newspaper said that the present was imported from Italy<extra_id_0> ,while
56,5.7195125,The newspaper said that the present was imported from Italy while<extra_id_0> ,I
57,1.987167,The newspaper said that the present was imported from Italy while I<extra_id_0> ,was
58,3.6553342,The newspaper said that the present was imported from Italy while I was<extra_id_0> ,on
59,0.7958962,The newspaper said that the present was imported from Italy while I was on<extra_id_0> ,vacation
60,7.2724614,Our neighbor said that the argument tore their marriage apart<extra_id_0> ,yesterday
61,8.6391535,My friend told me that a proposal suggested increasing employe benefits<extra_id_0> ,last
62,7.0753593,My friend told me that a proposal suggested increasing employe benefits last<extra_id_0> ,evening
63,5.162378,She can not believe that a conference took place downtown<extra_id_0> ,last
64,5.789593,She can not believe that a conference took place downtown last<extra_id_0> ,spring
65,7.1356506,I know that caused us to recommend therapy<extra_id_0> ,last
66,3.5473764,I know that caused us to recommend therapy last<extra_id_0> ,night
67,4.791818,I remember that cost a lot of money<extra_id_0> ,at
