,surprisals,prefix,continuation
0,4.5200434,I know that my brother said that our aunt devoured the cake<extra_id_0> ,at
1,1.47283,I know that my brother said that our aunt devoured the cake at<extra_id_0> ,the
2,3.832362,I know that my brother said that our aunt devoured the cake at the<extra_id_0> ,party
3,2.8806303,My neighbor told me that the fireman believes that the dog caught the cat<extra_id_0> ,in
4,0.39789635,My neighbor told me that the fireman believes that the dog caught the cat in<extra_id_0> ,the
5,3.9019947,My neighbor told me that the fireman believes that the dog caught the cat in the<extra_id_0> ,garage
6,4.9803934,I know that our assistant believes that the committee delivered the report<extra_id_0> ,by
7,1.8912988,I know that our assistant believes that the committee delivered the report by<extra_id_0> ,the
8,5.032148,I know that our assistant believes that the committee delivered the report by the<extra_id_0> ,deadline
9,7.6172314,You remember that I discovered that the water ruined the new carpet<extra_id_0> ,during
10,0.9108367,You remember that I discovered that the water ruined the new carpet during<extra_id_0> ,the
11,4.0215282,You remember that I discovered that the water ruined the new carpet during the<extra_id_0> ,flood
12,6.293312,She told me that the teacher suspects that the star student stole answers to the test<extra_id_0> ,last
13,5.415449,She told me that the teacher suspects that the star student stole answers to the test last<extra_id_0> ,semester
14,5.293736,She knows that the expert can tell that the collector forged the painting<extra_id_0> ,with
15,1.6869135,She knows that the expert can tell that the collector forged the painting with<extra_id_0> ,the
16,3.8209894,She knows that the expert can tell that the collector forged the painting with the<extra_id_0> ,help
17,0.058700923,She knows that the expert can tell that the collector forged the painting with the help<extra_id_0> ,of
18,7.76093,She knows that the expert can tell that the collector forged the painting with the help of<extra_id_0> ,modern
19,1.9899403,She knows that the expert can tell that the collector forged the painting with the help of modern<extra_id_0> ,technology
20,2.58444,We all remember that the politician said that the convict smuggled a gun<extra_id_0> ,into
21,0.9606664,We all remember that the politician said that the convict smuggled a gun into<extra_id_0> ,the
22,2.4878078,We all remember that the politician said that the convict smuggled a gun into the<extra_id_0> ,prison
23,5.80353,My friend reported that the banker predicts that the company will sell multiple assets<extra_id_0> ,next
24,4.5568123,My friend reported that the banker predicts that the company will sell multiple assets next<extra_id_0> ,quarter
27,1.742832,She can guess that our friend predicts that the movie star will be awarded an oscar<extra_id_0> ,for
28,0.911256,She can guess that our friend predicts that the movie star will be awarded an oscar for<extra_id_0> ,her
29,5.2631717,She can guess that our friend predicts that the movie star will be awarded an oscar for her<extra_id_0> ,hard
30,0.15652476,She can guess that our friend predicts that the movie star will be awarded an oscar for her hard<extra_id_0> ,work
31,2.759184,The newspaper reported that the police know that the suspect killed the witness<extra_id_0> ,in
32,1.2179667,The newspaper reported that the police know that the suspect killed the witness in<extra_id_0> ,the
33,8.098416,The newspaper reported that the police know that the suspect killed the witness in the<extra_id_0> ,middle
34,0.053974528,The newspaper reported that the police know that the suspect killed the witness in the middle<extra_id_0> ,of
35,0.73472404,The newspaper reported that the police know that the suspect killed the witness in the middle of<extra_id_0> ,the
36,1.6442074,The newspaper reported that the police know that the suspect killed the witness in the middle of the<extra_id_0> ,night
37,5.9735126,We recall that the old lady heard that the hot tea warmed the young girl<extra_id_0> ,after
38,1.7684407,We recall that the old lady heard that the hot tea warmed the young girl after<extra_id_0> ,the
39,10.378714,We recall that the old lady heard that the hot tea warmed the young girl after the<extra_id_0> ,shocking
40,2.1986892,We recall that the old lady heard that the hot tea warmed the young girl after the shocking<extra_id_0> ,incident
41,2.3554683,I remember that the doctor decided that the nurse should administer the new medicine<extra_id_0> ,to
42,1.4008749,I remember that the doctor decided that the nurse should administer the new medicine to<extra_id_0> ,the
43,5.096928,I remember that the doctor decided that the nurse should administer the new medicine to the<extra_id_0> ,sick
44,2.706115,I remember that the doctor decided that the nurse should administer the new medicine to the sick<extra_id_0> ,patient
45,4.2341924,Our friend guessed that my friend discovered that the gossip column revealed family secrets<extra_id_0> ,to
46,2.002249,Our friend guessed that my friend discovered that the gossip column revealed family secrets to<extra_id_0> ,the
47,6.8907046,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the<extra_id_0> ,whole
48,6.014814,Our friend guessed that my friend discovered that the gossip column revealed family secrets to the whole<extra_id_0> ,town
49,5.845018,The mayor told me that the town clerk heard that the town repaired the parking lot<extra_id_0> ,over
50,0.8386181,The mayor told me that the town clerk heard that the town repaired the parking lot over<extra_id_0> ,the
51,1.9015613,The mayor told me that the town clerk heard that the town repaired the parking lot over the<extra_id_0> ,summer
56,4.912208,The newspaper said that the bureaucrat discovered that the manager followed company regulations<extra_id_0> ,during
57,0.8267127,The newspaper said that the bureaucrat discovered that the manager followed company regulations during<extra_id_0> ,the
58,5.8783364,The newspaper said that the bureaucrat discovered that the manager followed company regulations during the<extra_id_0> ,financial
59,1.9815713,The newspaper said that the bureaucrat discovered that the manager followed company regulations during the financial<extra_id_0> ,crisis
60,8.804916,Our neighbor said that the professor intuits that the student despised the assigned materials<extra_id_0> ,last
61,3.3875642,Our neighbor said that the professor intuits that the student despised the assigned materials last<extra_id_0> ,semester
62,4.759062,My friend told me that the consultant assumes that the university hired a new administrator<extra_id_0> ,last
63,1.8192911,My friend told me that the consultant assumes that the university hired a new administrator last<extra_id_0> ,week
64,6.818056,She can not believe that I forgot that my good friend married my cousin<extra_id_0> ,last
65,6.361362,She can not believe that I forgot that my good friend married my cousin last<extra_id_0> ,winter
66,4.052066,Our neighbor reminded us that she remembers that the tow truck hauled the wagon<extra_id_0> ,out
67,1.0488111,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out<extra_id_0> ,of
68,0.5322118,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of<extra_id_0> ,the
69,4.88344,Our neighbor reminded us that she remembers that the tow truck hauled the wagon out of the<extra_id_0> ,ditch
70,6.3686404,The shop owner told me that the baker forgot that the restaurant prepared a new recipe<extra_id_0> ,earlier
71,3.4039125,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier<extra_id_0> ,that
72,2.9181933,The shop owner told me that the baker forgot that the restaurant prepared a new recipe earlier that<extra_id_0> ,week
73,5.243755,My sister told me that our mother remembers that the newspaper published a scandalous story<extra_id_0> ,last
74,2.1269352,My sister told me that our mother remembers that the newspaper published a scandalous story last<extra_id_0> ,month
75,3.2773032,We remember that the judge decided that the lawyer must shred the evidence<extra_id_0> ,before
76,2.0524445,We remember that the judge decided that the lawyer must shred the evidence before<extra_id_0> ,the
77,2.4043388,We remember that the judge decided that the lawyer must shred the evidence before the<extra_id_0> ,trial
78,7.021761,I know that my brother said that our aunt devoured<extra_id_0> ,at
79,2.2179675,I know that my brother said that our aunt devoured at<extra_id_0> ,the
80,5.561145,I know that my brother said that our aunt devoured at the<extra_id_0> ,party
81,3.6141925,My neighbor told me that the fireman believes that the dog caught<extra_id_0> ,in
82,0.4503828,My neighbor told me that the fireman believes that the dog caught in<extra_id_0> ,the
83,5.03755,My neighbor told me that the fireman believes that the dog caught in the<extra_id_0> ,garage
84,5.2750306,I know that our assistant believes that the committee delivered<extra_id_0> ,by
85,1.7710327,I know that our assistant believes that the committee delivered by<extra_id_0> ,the
86,8.236596,I know that our assistant believes that the committee delivered by the<extra_id_0> ,deadline
87,8.856808,You remember that I discovered that the water ruined<extra_id_0> ,during
88,0.9404998,You remember that I discovered that the water ruined during<extra_id_0> ,the
89,4.0685816,You remember that I discovered that the water ruined during the<extra_id_0> ,flood
90,8.362106,She told me that the teacher suspects that the star student stole<extra_id_0> ,last
91,5.9824696,She told me that the teacher suspects that the star student stole last<extra_id_0> ,semester
92,5.8407793,She knows that the expert can tell that the collector forged<extra_id_0> ,with
93,1.8556519,She knows that the expert can tell that the collector forged with<extra_id_0> ,the
94,5.0442204,She knows that the expert can tell that the collector forged with the<extra_id_0> ,help
95,0.0793608,She knows that the expert can tell that the collector forged with the help<extra_id_0> ,of
96,7.5314293,She knows that the expert can tell that the collector forged with the help of<extra_id_0> ,modern
97,2.0409946,She knows that the expert can tell that the collector forged with the help of modern<extra_id_0> ,technology
98,4.2822313,We all remember that the politician said that the convict smuggled<extra_id_0> ,into
99,1.1662698,We all remember that the politician said that the convict smuggled into<extra_id_0> ,the
100,3.4763193,We all remember that the politician said that the convict smuggled into the<extra_id_0> ,prison
101,7.791594,My friend reported that the banker predicts that the company will sell<extra_id_0> ,next
102,4.8484273,My friend reported that the banker predicts that the company will sell next<extra_id_0> ,quarter
105,4.0386753,She can guess that our friend predicts that the movie star will be awarded<extra_id_0> ,for
106,1.5264895,She can guess that our friend predicts that the movie star will be awarded for<extra_id_0> ,her
107,5.518834,She can guess that our friend predicts that the movie star will be awarded for her<extra_id_0> ,hard
108,0.14770018,She can guess that our friend predicts that the movie star will be awarded for her hard<extra_id_0> ,work
109,4.8537273,The newspaper reported that the police know that the suspect killed<extra_id_0> ,in
110,1.3015852,The newspaper reported that the police know that the suspect killed in<extra_id_0> ,the
111,8.729892,The newspaper reported that the police know that the suspect killed in the<extra_id_0> ,middle
112,0.15034643,The newspaper reported that the police know that the suspect killed in the middle<extra_id_0> ,of
113,0.7892754,The newspaper reported that the police know that the suspect killed in the middle of<extra_id_0> ,the
114,1.0186658,The newspaper reported that the police know that the suspect killed in the middle of the<extra_id_0> ,night
115,6.879728,We recall that the old lady heard that the hot tea warmed<extra_id_0> ,after
116,1.7340034,We recall that the old lady heard that the hot tea warmed after<extra_id_0> ,the
117,11.421567,We recall that the old lady heard that the hot tea warmed after the<extra_id_0> ,shocking
118,3.3141215,We recall that the old lady heard that the hot tea warmed after the shocking<extra_id_0> ,incident
119,4.9984403,I remember that the doctor decided that the nurse should administer<extra_id_0> ,to
120,1.9333175,I remember that the doctor decided that the nurse should administer to<extra_id_0> ,the
121,6.123468,I remember that the doctor decided that the nurse should administer to the<extra_id_0> ,sick
122,3.3208613,I remember that the doctor decided that the nurse should administer to the sick<extra_id_0> ,patient
123,4.9046974,Our friend guessed that my friend discovered that the gossip column revealed<extra_id_0> ,to
124,2.0340376,Our friend guessed that my friend discovered that the gossip column revealed to<extra_id_0> ,the
125,6.9180613,Our friend guessed that my friend discovered that the gossip column revealed to the<extra_id_0> ,whole
126,5.721806,Our friend guessed that my friend discovered that the gossip column revealed to the whole<extra_id_0> ,town
127,6.5740695,The mayor told me that the town clerk heard that the town repaired<extra_id_0> ,over
128,2.4809363,The mayor told me that the town clerk heard that the town repaired over<extra_id_0> ,the
129,4.470298,The mayor told me that the town clerk heard that the town repaired over the<extra_id_0> ,summer
134,7.285856,The newspaper said that the bureaucrat discovered that the manager followed<extra_id_0> ,during
135,0.7524024,The newspaper said that the bureaucrat discovered that the manager followed during<extra_id_0> ,the
136,7.2589746,The newspaper said that the bureaucrat discovered that the manager followed during the<extra_id_0> ,financial
137,0.905318,The newspaper said that the bureaucrat discovered that the manager followed during the financial<extra_id_0> ,crisis
138,9.228156,Our neighbor said that the professor intuits that the student despised<extra_id_0> ,last
139,4.614522,Our neighbor said that the professor intuits that the student despised last<extra_id_0> ,semester
140,8.3517065,My friend told me that the consultant assumes that the university hired<extra_id_0> ,last
141,2.116649,My friend told me that the consultant assumes that the university hired last<extra_id_0> ,week
142,6.7694387,She can not believe that I forgot that my good friend married<extra_id_0> ,last
143,6.2998047,She can not believe that I forgot that my good friend married last<extra_id_0> ,winter
144,3.9318135,Our neighbor reminded us that she remembers that the tow truck hauled<extra_id_0> ,out
145,4.2643137,Our neighbor reminded us that she remembers that the tow truck hauled out<extra_id_0> ,of
146,0.98816526,Our neighbor reminded us that she remembers that the tow truck hauled out of<extra_id_0> ,the
147,6.3001328,Our neighbor reminded us that she remembers that the tow truck hauled out of the<extra_id_0> ,ditch
148,9.497892,The shop owner told me that the baker forgot that the restaurant prepared<extra_id_0> ,earlier
149,4.362312,The shop owner told me that the baker forgot that the restaurant prepared earlier<extra_id_0> ,that
150,4.0648856,The shop owner told me that the baker forgot that the restaurant prepared earlier that<extra_id_0> ,week
151,6.7065215,My sister told me that our mother remembers that the newspaper published<extra_id_0> ,last
152,2.324745,My sister told me that our mother remembers that the newspaper published last<extra_id_0> ,month
153,6.9110594,We remember that the judge decided that the lawyer must shred<extra_id_0> ,before
154,1.6469488,We remember that the judge decided that the lawyer must shred before<extra_id_0> ,the
155,3.7456965,We remember that the judge decided that the lawyer must shred before the<extra_id_0> ,trial
156,5.549324,I know that my brother said whether our aunt devoured the cake<extra_id_0> ,at
157,1.4555612,I know that my brother said whether our aunt devoured the cake at<extra_id_0> ,the
158,3.8030858,I know that my brother said whether our aunt devoured the cake at the<extra_id_0> ,party
159,3.9472358,My neighbor told me that the fireman believes whether the dog caught the cat<extra_id_0> ,in
160,0.53657925,My neighbor told me that the fireman believes whether the dog caught the cat in<extra_id_0> ,the
161,4.187999,My neighbor told me that the fireman believes whether the dog caught the cat in the<extra_id_0> ,garage
162,5.0974526,I know that our assistant believes whether the committee delivered the report<extra_id_0> ,by
163,1.8900168,I know that our assistant believes whether the committee delivered the report by<extra_id_0> ,the
164,5.3309283,I know that our assistant believes whether the committee delivered the report by the<extra_id_0> ,deadline
165,7.9570084,You remember that I discovered whether the water ruined the new carpet<extra_id_0> ,during
166,0.78277814,You remember that I discovered whether the water ruined the new carpet during<extra_id_0> ,the
167,4.5791826,You remember that I discovered whether the water ruined the new carpet during the<extra_id_0> ,flood
168,6.8034105,She told me that the teacher suspects whether the star student stole answers to the test<extra_id_0> ,last
169,5.5224347,She told me that the teacher suspects whether the star student stole answers to the test last<extra_id_0> ,semester
170,6.1864147,She knows that the expert can tell whether the collector forged the painting<extra_id_0> ,with
171,1.810523,She knows that the expert can tell whether the collector forged the painting with<extra_id_0> ,the
172,3.4578018,She knows that the expert can tell whether the collector forged the painting with the<extra_id_0> ,help
173,0.05681808,She knows that the expert can tell whether the collector forged the painting with the help<extra_id_0> ,of
174,7.3313403,She knows that the expert can tell whether the collector forged the painting with the help of<extra_id_0> ,modern
175,2.0488992,She knows that the expert can tell whether the collector forged the painting with the help of modern<extra_id_0> ,technology
176,4.026935,We all remember that the politician said whether the convict smuggled a gun<extra_id_0> ,into
177,0.92000943,We all remember that the politician said whether the convict smuggled a gun into<extra_id_0> ,the
178,3.1098835,We all remember that the politician said whether the convict smuggled a gun into the<extra_id_0> ,prison
179,6.4330344,My friend reported that the banker predicts whether the company will sell multiple assets<extra_id_0> ,next
180,4.2614527,My friend reported that the banker predicts whether the company will sell multiple assets next<extra_id_0> ,quarter
183,2.3617504,She can guess that our friend predicts whether the movie star will be awarded an oscar<extra_id_0> ,for
184,1.2028372,She can guess that our friend predicts whether the movie star will be awarded an oscar for<extra_id_0> ,her
