,surprisals,prefix,continuation
0,7.9298034,I know that an indication caused us to recommend therapy<extra_id_0> ,last
1,4.472313,I know that an indication caused us to recommend therapy last<extra_id_0> ,night
2,5.2028794,I remember that the gift cost a lot of money<extra_id_0> ,at
3,0.9723225,I remember that the gift cost a lot of money at<extra_id_0> ,the
4,5.414372,I remember that the gift cost a lot of money at the<extra_id_0> ,last
5,3.008533,I remember that the gift cost a lot of money at the last<extra_id_0> ,minute
6,2.6387615,The newspaper reported that the novel received favorable reviews<extra_id_0> ,in
7,0.8309002,The newspaper reported that the novel received favorable reviews in<extra_id_0> ,the
8,3.980899,The newspaper reported that the novel received favorable reviews in the<extra_id_0> ,press
9,8.395838,I know that the painting fetched a high price at auction<extra_id_0> ,sometime
10,3.0273895,I know that the painting fetched a high price at auction sometime<extra_id_0> ,last
11,0.48615238,I know that the painting fetched a high price at auction sometime last<extra_id_0> ,year
12,10.0659075,You remember that the instructions fell into the furnace<extra_id_0> ,much
13,4.802637,You remember that the instructions fell into the furnace much<extra_id_0> ,to
14,3.35328,You remember that the instructions fell into the furnace much to<extra_id_0> ,our
15,5.095196,You remember that the instructions fell into the furnace much to our<extra_id_0> ,regret
16,8.565766,She told me that an allergy causes him to avoid dining out<extra_id_0> ,ever
17,0.8978851,She told me that an allergy causes him to avoid dining out ever<extra_id_0> ,since
18,2.2495642,She told me that an allergy causes him to avoid dining out ever since<extra_id_0> ,he
19,1.051835,She told me that an allergy causes him to avoid dining out ever since he<extra_id_0> ,was
20,4.5217967,She told me that an allergy causes him to avoid dining out ever since he was<extra_id_0> ,young
21,4.166313,She knows that the delivery arrived around noon<extra_id_0> ,last
22,3.474796,She knows that the delivery arrived around noon last<extra_id_0> ,Tuesday
23,4.728444,We all remember that the package got lost in the mail<extra_id_0> ,in
24,1.1843164,We all remember that the package got lost in the mail in<extra_id_0> ,the
25,7.818218,We all remember that the package got lost in the mail in the<extra_id_0> ,holiday
26,5.242748,We all remember that the package got lost in the mail in the holiday<extra_id_0> ,rush
27,7.7014265,My friend reported that the symphony moved my mother to tears<extra_id_0> ,yesterday
28,2.5745008,My friend reported that the symphony moved my mother to tears yesterday<extra_id_0> ,night
29,6.8934655,I have an idea about that the play upset me<extra_id_0> ,last
30,1.817745,I have an idea about that the play upset me last<extra_id_0> ,night
31,7.715868,She can guess that a forward claimed that Elvis is still alive<extra_id_0> ,over
32,1.6033182,She can guess that a forward claimed that Elvis is still alive over<extra_id_0> ,the
33,2.9839325,She can guess that a forward claimed that Elvis is still alive over the<extra_id_0> ,weekend
34,9.97864,The newspaper reported that a mix was used for the salad dressing<extra_id_0> ,every
35,2.6211848,The newspaper reported that a mix was used for the salad dressing every<extra_id_0> ,time
36,3.6351066,The newspaper reported that a mix was used for the salad dressing every time<extra_id_0> ,she
37,4.565008,The newspaper reported that a mix was used for the salad dressing every time she<extra_id_0> ,cooked
38,9.352968,We recall that a critique found support online<extra_id_0> ,late
39,2.256897,We recall that a critique found support online late<extra_id_0> ,in
40,0.7742331,We recall that a critique found support online late in<extra_id_0> ,the
41,3.0916543,We recall that a critique found support online late in the<extra_id_0> ,afternoon
42,5.0295253,I remember that a diatribe was published in the local newspaper<extra_id_0> ,yesterday
43,3.9534338,I remember that a diatribe was published in the local newspaper yesterday<extra_id_0> ,night
44,5.23174,Our friend guessed that a picture appeared in the newspaper<extra_id_0> ,yesterday
45,5.708128,Our friend guessed that a picture appeared in the newspaper yesterday<extra_id_0> ,afternoon
46,7.3731556,The mayor told me that a photograph was taken by the war correspondent<extra_id_0> ,two
47,1.6175683,The mayor told me that a photograph was taken by the war correspondent two<extra_id_0> ,days
48,1.4580152,The mayor told me that a photograph was taken by the war correspondent two days<extra_id_0> ,after
49,0.61732763,The mayor told me that a photograph was taken by the war correspondent two days after<extra_id_0> ,the
50,4.4718394,The mayor told me that a photograph was taken by the war correspondent two days after the<extra_id_0> ,battle
51,7.3279977,My friend remembers that a description was disliked by the bishop<extra_id_0> ,over
52,2.0770564,My friend remembers that a description was disliked by the bishop over<extra_id_0> ,a
53,2.9452057,My friend remembers that a description was disliked by the bishop over a<extra_id_0> ,year
54,0.40072924,My friend remembers that a description was disliked by the bishop over a year<extra_id_0> ,ago
55,7.487637,The newspaper said that the present was imported from Italy<extra_id_0> ,while
56,5.545713,The newspaper said that the present was imported from Italy while<extra_id_0> ,I
57,2.479272,The newspaper said that the present was imported from Italy while I<extra_id_0> ,was
58,3.7061934,The newspaper said that the present was imported from Italy while I was<extra_id_0> ,on
59,1.0213026,The newspaper said that the present was imported from Italy while I was on<extra_id_0> ,vacation
60,7.6960807,Our neighbor said that the argument tore their marriage apart<extra_id_0> ,yesterday
61,8.675123,My friend told me that a proposal suggested increasing employe benefits<extra_id_0> ,last
62,6.9533362,My friend told me that a proposal suggested increasing employe benefits last<extra_id_0> ,evening
63,5.46395,She can not believe that a conference took place downtown<extra_id_0> ,last
64,5.9609056,She can not believe that a conference took place downtown last<extra_id_0> ,spring
65,7.5889726,I know that caused us to recommend therapy<extra_id_0> ,last
66,4.1335073,I know that caused us to recommend therapy last<extra_id_0> ,night
67,5.0265656,I remember that cost a lot of money<extra_id_0> ,at
68,1.1385547,I remember that cost a lot of money at<extra_id_0> ,the
69,6.346124,I remember that cost a lot of money at the<extra_id_0> ,last
70,3.528785,I remember that cost a lot of money at the last<extra_id_0> ,minute
71,3.7455146,The newspaper reported that received favorable reviews<extra_id_0> ,in
72,1.551107,The newspaper reported that received favorable reviews in<extra_id_0> ,the
73,5.266888,The newspaper reported that received favorable reviews in the<extra_id_0> ,press
74,8.1911,I know that fetched a high price at auction<extra_id_0> ,sometime
75,2.7807424,I know that fetched a high price at auction sometime<extra_id_0> ,last
76,0.6208011,I know that fetched a high price at auction sometime last<extra_id_0> ,year
77,10.501782,You remember that fell into the furnace<extra_id_0> ,much
78,5.301318,You remember that fell into the furnace much<extra_id_0> ,to
79,3.6567094,You remember that fell into the furnace much to<extra_id_0> ,our
80,5.703393,You remember that fell into the furnace much to our<extra_id_0> ,regret
81,7.5071154,She told me that causes him to avoid dining out<extra_id_0> ,ever
82,1.0642561,She told me that causes him to avoid dining out ever<extra_id_0> ,since
83,1.8862612,She told me that causes him to avoid dining out ever since<extra_id_0> ,he
84,1.8606365,She told me that causes him to avoid dining out ever since he<extra_id_0> ,was
85,4.160052,She told me that causes him to avoid dining out ever since he was<extra_id_0> ,young
86,6.0804014,She knows that arrived around noon<extra_id_0> ,last
87,3.5670106,She knows that arrived around noon last<extra_id_0> ,Tuesday
88,4.8611565,We all remember that got lost in the mail<extra_id_0> ,in
89,1.9537641,We all remember that got lost in the mail in<extra_id_0> ,the
90,8.453111,We all remember that got lost in the mail in the<extra_id_0> ,holiday
91,6.1412535,We all remember that got lost in the mail in the holiday<extra_id_0> ,rush
92,7.449243,My friend reported that moved my mother to tears<extra_id_0> ,yesterday
93,3.8635082,My friend reported that moved my mother to tears yesterday<extra_id_0> ,night
94,7.2880926,I have an idea about that upset me<extra_id_0> ,last
95,2.1923897,I have an idea about that upset me last<extra_id_0> ,night
96,7.775234,She can guess that claimed that Elvis is still alive<extra_id_0> ,over
97,2.0356643,She can guess that claimed that Elvis is still alive over<extra_id_0> ,the
98,3.131567,She can guess that claimed that Elvis is still alive over the<extra_id_0> ,weekend
99,9.706703,The newspaper reported that was used for the salad dressing<extra_id_0> ,every
100,3.7067952,The newspaper reported that was used for the salad dressing every<extra_id_0> ,time
101,4.0094256,The newspaper reported that was used for the salad dressing every time<extra_id_0> ,she
102,5.2798915,The newspaper reported that was used for the salad dressing every time she<extra_id_0> ,cooked
103,10.510299,We recall that found support online<extra_id_0> ,late
104,4.0812597,We recall that found support online late<extra_id_0> ,in
105,1.6499726,We recall that found support online late in<extra_id_0> ,the
106,3.7619596,We recall that found support online late in the<extra_id_0> ,afternoon
107,5.9499545,I remember that was published in the local newspaper<extra_id_0> ,yesterday
108,4.4282284,I remember that was published in the local newspaper yesterday<extra_id_0> ,night
109,5.547305,Our friend guessed that appeared in the newspaper<extra_id_0> ,yesterday
110,6.2366776,Our friend guessed that appeared in the newspaper yesterday<extra_id_0> ,afternoon
111,7.809101,The mayor told me that was taken by the war correspondent<extra_id_0> ,two
112,2.081932,The mayor told me that was taken by the war correspondent two<extra_id_0> ,days
113,2.1129873,The mayor told me that was taken by the war correspondent two days<extra_id_0> ,after
114,0.8902654,The mayor told me that was taken by the war correspondent two days after<extra_id_0> ,the
115,4.6764855,The mayor told me that was taken by the war correspondent two days after the<extra_id_0> ,battle
116,7.501585,My friend remembers that was disliked by the bishop<extra_id_0> ,over
117,2.2665715,My friend remembers that was disliked by the bishop over<extra_id_0> ,a
118,2.6122975,My friend remembers that was disliked by the bishop over a<extra_id_0> ,year
119,0.6537043,My friend remembers that was disliked by the bishop over a year<extra_id_0> ,ago
120,8.148069,The newspaper said that was imported from Italy<extra_id_0> ,while
121,4.998364,The newspaper said that was imported from Italy while<extra_id_0> ,I
122,2.5311458,The newspaper said that was imported from Italy while I<extra_id_0> ,was
123,3.7843916,The newspaper said that was imported from Italy while I was<extra_id_0> ,on
124,0.6243357,The newspaper said that was imported from Italy while I was on<extra_id_0> ,vacation
125,7.8471766,Our neighbor said that tore their marriage apart<extra_id_0> ,yesterday
126,8.393359,My friend told me that suggested increasing employe benefits<extra_id_0> ,last
127,7.149965,My friend told me that suggested increasing employe benefits last<extra_id_0> ,evening
128,7.277152,She can not believe that took place downtown<extra_id_0> ,last
129,5.876199,She can not believe that took place downtown last<extra_id_0> ,spring
130,7.9640126,I know what an indication caused us to recommend therapy<extra_id_0> ,last
131,4.1120505,I know what an indication caused us to recommend therapy last<extra_id_0> ,night
132,6.0512385,I remember what the gift cost a lot of money<extra_id_0> ,at
133,1.3039746,I remember what the gift cost a lot of money at<extra_id_0> ,the
134,5.174131,I remember what the gift cost a lot of money at the<extra_id_0> ,last
135,3.2633693,I remember what the gift cost a lot of money at the last<extra_id_0> ,minute
136,2.8201616,The newspaper reported what the novel received favorable reviews<extra_id_0> ,in
137,1.139413,The newspaper reported what the novel received favorable reviews in<extra_id_0> ,the
138,4.193452,The newspaper reported what the novel received favorable reviews in the<extra_id_0> ,press
139,9.623529,I know what the painting fetched a high price at auction<extra_id_0> ,sometime
140,3.9080105,I know what the painting fetched a high price at auction sometime<extra_id_0> ,last
141,0.8089788,I know what the painting fetched a high price at auction sometime last<extra_id_0> ,year
142,10.873652,You remember what the instructions fell into the furnace<extra_id_0> ,much
143,4.5683637,You remember what the instructions fell into the furnace much<extra_id_0> ,to
144,3.867082,You remember what the instructions fell into the furnace much to<extra_id_0> ,our
145,6.3526855,You remember what the instructions fell into the furnace much to our<extra_id_0> ,regret
146,8.387416,She told me what an allergy causes him to avoid dining out<extra_id_0> ,ever
147,1.2193369,She told me what an allergy causes him to avoid dining out ever<extra_id_0> ,since
148,2.2116225,She told me what an allergy causes him to avoid dining out ever since<extra_id_0> ,he
149,1.2305261,She told me what an allergy causes him to avoid dining out ever since he<extra_id_0> ,was
150,4.435209,She told me what an allergy causes him to avoid dining out ever since he was<extra_id_0> ,young
151,5.890416,She knows what the delivery arrived around noon<extra_id_0> ,last
152,3.593651,She knows what the delivery arrived around noon last<extra_id_0> ,Tuesday
153,5.0266094,We all remember what the package got lost in the mail<extra_id_0> ,in
154,1.6006372,We all remember what the package got lost in the mail in<extra_id_0> ,the
155,7.901488,We all remember what the package got lost in the mail in the<extra_id_0> ,holiday
156,5.181269,We all remember what the package got lost in the mail in the holiday<extra_id_0> ,rush
157,8.162954,My friend reported what the symphony moved my mother to tears<extra_id_0> ,yesterday
